client_id,canal_principal,score_intensite,niveau_engagement,statut,produits_actuels,opportunites,produit_recommande,canal_recommande
CLI02571,agence,0.4886,Peu engagé,client_inactif,"['sante', 'auto']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02572,telephone,0.8686,Très engagé,client_actif,"['auto', 'habitation']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI02573,web,0.8667,Très engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02574,agence,0.8191,Très engagé,client_actif,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI02575,web,0.806,Très engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02576,app_mobile,0.863,Très engagé,client_actif,"['epargne', 'prevoyance', 'auto', 'sante']",['habitation'],habitation,web
CLI02577,web,0.3979,Peu engagé,prospect,"['auto', 'habitation', 'prevoyance']","['sante', 'epargne']",sante,telephone
CLI02578,web,0.6667,Engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02579,web,0.4183,Peu engagé,client_inactif,,,,
CLI02580,agence,0.4894,Peu engagé,prospect,"['habitation', 'epargne']","['auto', 'sante', 'prevoyance']",sante,telephone
CLI02581,app_mobile,0.4554,Peu engagé,client_actif,"['epargne', 'prevoyance']","['auto', 'habitation', 'sante']",sante,telephone
CLI02582,web,0.5461,Engagé,client_actif,"['epargne', 'habitation']","['auto', 'sante', 'prevoyance']",sante,telephone
CLI02583,web,0.6371,Engagé,client_actif,,,,
CLI02584,web,0.4613,Peu engagé,client_inactif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02585,telephone,0.6173,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02586,web,0.4077,Peu engagé,client_inactif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02587,web,0.5813,Engagé,client_actif,"['epargne', 'habitation', 'prevoyance']","['auto', 'sante']",sante,telephone
CLI02588,telephone,0.5463,Engagé,prospect,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02589,agence,0.6386,Engagé,client_actif,"['habitation', 'prevoyance', 'auto', 'sante']",['epargne'],epargne,agence
CLI02590,agence,0.4613,Peu engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02591,agence,0.7207,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02592,telephone,0.3681,Peu engagé,client_inactif,,,,
CLI02593,web,0.4975,Peu engagé,client_actif,"['sante', 'epargne']","['auto', 'habitation', 'prevoyance']",prevoyance,agence
CLI02594,email,0.7838,Très engagé,client_actif,"['habitation', 'prevoyance']","['auto', 'sante', 'epargne']",sante,telephone
CLI02595,telephone,0.6497,Engagé,client_actif,"['auto', 'prevoyance', 'sante']","['habitation', 'epargne']",epargne,agence
CLI02596,app_mobile,0.7335,Engagé,client_actif,"['habitation', 'epargne', 'auto']","['sante', 'prevoyance']",sante,telephone
CLI02597,agence,0.5791,Engagé,client_actif,,,,
CLI02598,agence,0.5653,Engagé,client_actif,,,,
CLI02599,web,0.7217,Engagé,client_actif,,,,
CLI02600,web,0.6006,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02601,email,0.8183,Très engagé,client_actif,"['habitation', 'epargne', 'sante']","['auto', 'prevoyance']",prevoyance,agence
CLI02602,app_mobile,0.3725,Peu engagé,client_inactif,,,,
CLI02603,app_mobile,0.6911,Engagé,client_actif,"['prevoyance', 'sante']","['auto', 'habitation', 'epargne']",epargne,agence
CLI02604,agence,0.8355,Très engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02605,app_mobile,0.1852,Dormant,résilié,,,,
CLI02606,web,0.7049,Engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02607,agence,0.7057,Engagé,client_actif,"['auto', 'epargne']","['habitation', 'sante', 'prevoyance']",sante,telephone
CLI02608,agence,0.5075,Engagé,prospect,,,,
CLI02609,web,0.5653,Engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02610,email,0.5405,Engagé,prospect,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02611,web,0.3818,Peu engagé,résilié,,,,
CLI02612,app_mobile,0.303,Peu engagé,client_inactif,"['prevoyance', 'habitation']","['auto', 'sante', 'epargne']",sante,telephone
CLI02613,web,0.3932,Peu engagé,client_inactif,,,,
CLI02614,agence,0.1182,Dormant,client_inactif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02615,app_mobile,0.6357,Engagé,client_actif,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI02616,app_mobile,0.7989,Très engagé,client_actif,"['auto', 'habitation']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI02617,telephone,0.2419,Dormant,client_inactif,,,,
CLI02618,web,0.3239,Peu engagé,résilié,,,,
CLI02619,agence,0.7155,Engagé,client_actif,"['habitation', 'prevoyance', 'epargne']","['auto', 'sante']",sante,telephone
CLI02620,app_mobile,0.1203,Dormant,résilié,,,,
CLI02621,email,0.7459,Engagé,client_actif,"['habitation', 'auto']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI02622,app_mobile,0.5449,Engagé,client_actif,"['epargne', 'prevoyance']","['auto', 'habitation', 'sante']",sante,telephone
CLI02623,web,0.8318,Très engagé,client_actif,,,,
CLI02624,web,0.5088,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02625,telephone,0.4586,Peu engagé,prospect,"['auto', 'sante']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02626,telephone,0.6073,Engagé,client_actif,"['epargne', 'habitation', 'auto', 'prevoyance']",['sante'],sante,telephone
CLI02627,web,0.6038,Engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02628,agence,0.671,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02629,app_mobile,0.6801,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02630,email,0.4623,Peu engagé,résilié,,,,
CLI02631,telephone,0.7839,Très engagé,client_actif,,,,
CLI02632,email,0.7508,Très engagé,client_actif,,,,
CLI02633,telephone,0.5741,Engagé,prospect,"['prevoyance', 'sante', 'epargne']","['auto', 'habitation']",auto,web
CLI02634,telephone,0.6171,Engagé,prospect,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02635,web,0.5235,Engagé,client_inactif,,,,
CLI02636,telephone,0.5496,Engagé,client_actif,"['prevoyance', 'sante', 'epargne']","['auto', 'habitation']",auto,web
CLI02637,agence,0.2299,Dormant,client_inactif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02638,email,0.3313,Peu engagé,prospect,"['habitation', 'auto']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI02639,app_mobile,0.5234,Engagé,client_actif,"['epargne', 'habitation', 'auto']","['sante', 'prevoyance']",sante,telephone
CLI02640,web,0.6811,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02641,app_mobile,0.5882,Engagé,client_actif,"['epargne', 'prevoyance']","['auto', 'habitation', 'sante']",sante,telephone
CLI02642,agence,0.4731,Peu engagé,prospect,"['epargne', 'prevoyance', 'sante']","['auto', 'habitation']",auto,web
CLI02643,web,0.4534,Peu engagé,prospect,"['auto', 'prevoyance', 'habitation']","['sante', 'epargne']",sante,telephone
CLI02644,app_mobile,0.366,Peu engagé,client_actif,"['epargne', 'habitation']","['auto', 'sante', 'prevoyance']",sante,telephone
CLI02645,app_mobile,0.5056,Engagé,prospect,,,,
CLI02646,app_mobile,0.3817,Peu engagé,résilié,,,,
CLI02647,app_mobile,0.5225,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02648,web,0.4871,Peu engagé,prospect,,,,
CLI02649,telephone,0.7689,Très engagé,client_actif,,,,
CLI02650,agence,0.7739,Très engagé,client_actif,"['prevoyance', 'auto', 'sante']","['habitation', 'epargne']",epargne,agence
CLI02651,web,0.368,Peu engagé,prospect,,,,
CLI02652,agence,0.4904,Peu engagé,client_inactif,,,,
CLI02653,agence,0.4193,Peu engagé,résilié,,,,
CLI02654,web,0.6533,Engagé,client_actif,"['auto', 'epargne', 'prevoyance', 'sante']",['habitation'],habitation,web
CLI02655,app_mobile,0.8,Très engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02656,agence,0.5159,Engagé,prospect,"['epargne', 'sante', 'habitation']","['auto', 'prevoyance']",prevoyance,agence
CLI02657,app_mobile,0.7608,Très engagé,client_actif,"['habitation', 'prevoyance', 'epargne', 'sante']",['auto'],auto,web
CLI02658,agence,0.7491,Engagé,client_actif,"['habitation', 'sante']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI02659,app_mobile,0.7695,Très engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02660,web,0.7396,Engagé,client_actif,"['prevoyance', 'sante', 'epargne']","['auto', 'habitation']",auto,web
CLI02661,email,0.7767,Très engagé,client_actif,"['sante', 'auto', 'prevoyance', 'habitation']",['epargne'],epargne,agence
CLI02662,web,0.7492,Engagé,client_actif,"['sante', 'habitation', 'prevoyance']","['auto', 'epargne']",epargne,agence
CLI02663,agence,0.6803,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02664,web,0.6385,Engagé,client_actif,"['epargne', 'auto', 'habitation', 'prevoyance']",['sante'],sante,telephone
CLI02665,web,0.6355,Engagé,client_actif,"['epargne', 'prevoyance']","['auto', 'habitation', 'sante']",sante,telephone
CLI02666,app_mobile,0.324,Peu engagé,client_inactif,"['epargne', 'auto']","['habitation', 'sante', 'prevoyance']",sante,telephone
CLI02667,web,0.6278,Engagé,prospect,"['epargne', 'habitation', 'auto']","['sante', 'prevoyance']",sante,telephone
CLI02668,app_mobile,0.4431,Peu engagé,client_inactif,,,,
CLI02669,web,0.7566,Très engagé,client_actif,"['sante', 'prevoyance', 'auto']","['habitation', 'epargne']",epargne,agence
CLI02670,app_mobile,0.3843,Peu engagé,prospect,"['prevoyance', 'sante']","['auto', 'habitation', 'epargne']",epargne,agence
CLI02671,agence,0.6664,Engagé,client_actif,"['sante', 'prevoyance', 'auto', 'habitation']",['epargne'],epargne,agence
CLI02672,web,0.8557,Très engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02673,telephone,0.2904,Peu engagé,résilié,,,,
CLI02674,web,0.4642,Peu engagé,prospect,"['habitation', 'auto']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI02675,web,0.4138,Peu engagé,client_actif,,,,
CLI02676,agence,0.8335,Très engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02677,app_mobile,0.3736,Peu engagé,résilié,,,,
CLI02678,app_mobile,0.6796,Engagé,client_actif,,,,
CLI02679,web,0.4592,Peu engagé,résilié,,,,
CLI02680,telephone,0.4651,Peu engagé,résilié,,,,
CLI02681,agence,0.7285,Engagé,client_actif,"['prevoyance', 'habitation']","['auto', 'sante', 'epargne']",sante,telephone
CLI02682,web,0.4502,Peu engagé,client_inactif,"['epargne', 'prevoyance']","['auto', 'habitation', 'sante']",sante,telephone
CLI02683,app_mobile,0.4316,Peu engagé,résilié,,,,
CLI02684,telephone,0.8878,Très engagé,client_actif,"['habitation', 'auto']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI02685,app_mobile,0.6744,Engagé,client_actif,"['sante', 'epargne']","['auto', 'habitation', 'prevoyance']",prevoyance,agence
CLI02686,web,0.6873,Engagé,client_actif,"['prevoyance', 'habitation']","['auto', 'sante', 'epargne']",sante,telephone
CLI02687,app_mobile,0.5887,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02688,web,0.3417,Peu engagé,prospect,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02689,app_mobile,0.657,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02690,telephone,0.531,Engagé,client_actif,"['sante', 'prevoyance']","['auto', 'habitation', 'epargne']",epargne,agence
CLI02691,app_mobile,0.8564,Très engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02692,app_mobile,0.6488,Engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02693,telephone,0.3218,Peu engagé,client_inactif,,,,
CLI02694,app_mobile,0.4477,Peu engagé,client_inactif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02695,app_mobile,0.3723,Peu engagé,prospect,,,,
CLI02696,web,0.5448,Engagé,client_actif,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI02697,agence,0.4678,Peu engagé,client_actif,"['auto', 'habitation']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI02698,app_mobile,0.2632,Peu engagé,résilié,,,,
CLI02699,app_mobile,0.4498,Peu engagé,prospect,"['prevoyance', 'habitation', 'auto']","['sante', 'epargne']",sante,telephone
CLI02700,email,0.7472,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02701,telephone,0.2778,Peu engagé,résilié,,,,
CLI02702,agence,0.2159,Dormant,résilié,,,,
CLI02703,app_mobile,0.247,Dormant,client_inactif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02704,app_mobile,0.4725,Peu engagé,client_inactif,"['prevoyance', 'sante']","['auto', 'habitation', 'epargne']",epargne,agence
CLI02705,web,0.5504,Engagé,prospect,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI02706,web,0.7569,Très engagé,client_actif,"['habitation', 'sante', 'epargne']","['auto', 'prevoyance']",prevoyance,agence
CLI02707,agence,0.5169,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02708,app_mobile,0.7793,Très engagé,client_actif,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI02709,telephone,0.5031,Engagé,client_inactif,"['epargne', 'sante', 'prevoyance', 'auto']",['habitation'],habitation,web
CLI02710,web,0.4822,Peu engagé,prospect,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02711,app_mobile,0.798,Très engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02712,agence,0.3748,Peu engagé,résilié,,,,
CLI02713,app_mobile,0.6246,Engagé,client_actif,"['auto', 'epargne']","['habitation', 'sante', 'prevoyance']",sante,telephone
CLI02714,telephone,0.3728,Peu engagé,résilié,,,,
CLI02715,email,0.3706,Peu engagé,résilié,,,,
CLI02716,web,0.6994,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02717,web,0.7198,Engagé,client_actif,"['prevoyance', 'sante']","['auto', 'habitation', 'epargne']",epargne,agence
CLI02718,web,0.7842,Très engagé,client_actif,"['epargne', 'habitation', 'sante']","['auto', 'prevoyance']",prevoyance,agence
CLI02719,agence,0.854,Très engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02720,app_mobile,0.6731,Engagé,client_actif,"['epargne', 'auto']","['habitation', 'sante', 'prevoyance']",sante,telephone
CLI02721,agence,0.798,Très engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02722,app_mobile,0.4324,Peu engagé,résilié,,,,
CLI02723,agence,0.7133,Engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02724,agence,0.3988,Peu engagé,client_inactif,"['sante', 'habitation']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI02725,app_mobile,0.4737,Peu engagé,prospect,"['habitation', 'auto']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI02726,app_mobile,0.6402,Engagé,client_actif,"['habitation', 'epargne', 'prevoyance']","['auto', 'sante']",sante,telephone
CLI02727,web,0.3507,Peu engagé,résilié,,,,
CLI02728,app_mobile,0.7546,Très engagé,client_actif,"['habitation', 'auto']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI02729,app_mobile,0.8635,Très engagé,client_actif,"['habitation', 'auto']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI02730,app_mobile,0.8042,Très engagé,client_actif,"['auto', 'habitation', 'prevoyance']","['sante', 'epargne']",sante,telephone
CLI02731,telephone,0.3291,Peu engagé,client_inactif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02732,telephone,0.8561,Très engagé,client_actif,"['sante', 'auto', 'habitation']","['prevoyance', 'epargne']",prevoyance,agence
CLI02733,telephone,0.7782,Très engagé,client_actif,,,,
CLI02734,app_mobile,0.8227,Très engagé,client_actif,,,,
CLI02735,agence,0.3388,Peu engagé,résilié,,,,
CLI02736,app_mobile,0.3086,Peu engagé,résilié,,,,
CLI02737,web,0.6543,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02738,web,0.441,Peu engagé,client_inactif,,,,
CLI02739,web,0.4284,Peu engagé,client_actif,,,,
CLI02740,web,0.7723,Très engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02741,app_mobile,0.5132,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02742,email,0.832,Très engagé,client_actif,"['auto', 'prevoyance', 'sante']","['habitation', 'epargne']",epargne,agence
CLI02743,web,0.6094,Engagé,client_actif,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI02744,telephone,0.5351,Engagé,prospect,"['habitation', 'auto', 'epargne', 'prevoyance']",['sante'],sante,telephone
CLI02745,web,0.7255,Engagé,client_actif,"['auto', 'sante', 'prevoyance']","['habitation', 'epargne']",epargne,agence
CLI02746,web,0.3621,Peu engagé,client_inactif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02747,app_mobile,0.7766,Très engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02748,agence,0.5135,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02749,web,0.3876,Peu engagé,résilié,,,,
CLI02750,web,0.4058,Peu engagé,prospect,"['sante', 'habitation']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI02751,app_mobile,0.8498,Très engagé,client_actif,"['sante', 'auto']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02752,web,0.3932,Peu engagé,client_inactif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02753,agence,0.615,Engagé,client_actif,"['prevoyance', 'auto']","['habitation', 'sante', 'epargne']",sante,telephone
CLI02754,app_mobile,0.4364,Peu engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02755,web,0.6165,Engagé,prospect,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02756,telephone,0.4621,Peu engagé,client_inactif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02757,web,0.8857,Très engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02758,agence,0.4736,Peu engagé,client_inactif,,,,
CLI02759,agence,0.6373,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02760,email,0.5236,Engagé,client_actif,"['prevoyance', 'epargne', 'sante']","['auto', 'habitation']",auto,web
CLI02761,app_mobile,0.3219,Peu engagé,client_inactif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02762,agence,0.8546,Très engagé,client_actif,"['prevoyance', 'sante']","['auto', 'habitation', 'epargne']",epargne,agence
CLI02763,web,0.5848,Engagé,client_actif,,,,
CLI02764,agence,0.6437,Engagé,client_actif,"['epargne', 'prevoyance', 'auto']","['habitation', 'sante']",sante,telephone
CLI02765,app_mobile,0.2148,Dormant,client_inactif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02766,app_mobile,0.6077,Engagé,client_actif,"['habitation', 'prevoyance']","['auto', 'sante', 'epargne']",sante,telephone
CLI02767,telephone,0.838,Très engagé,client_actif,"['epargne', 'prevoyance', 'habitation']","['auto', 'sante']",sante,telephone
CLI02768,web,0.4622,Peu engagé,prospect,,,,
CLI02769,telephone,0.4683,Peu engagé,résilié,,,,
CLI02770,telephone,0.3461,Peu engagé,prospect,"['sante', 'auto']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02771,app_mobile,0.478,Peu engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02772,app_mobile,0.5652,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02773,app_mobile,0.705,Engagé,client_actif,"['epargne', 'auto', 'habitation']","['sante', 'prevoyance']",sante,telephone
CLI02774,email,0.5784,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02775,web,0.4434,Peu engagé,prospect,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02776,app_mobile,0.5795,Engagé,client_actif,"['habitation', 'prevoyance']","['auto', 'sante', 'epargne']",sante,telephone
CLI02777,agence,0.4955,Peu engagé,client_inactif,,,,
CLI02778,telephone,0.4171,Peu engagé,client_inactif,"['habitation', 'auto']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI02779,agence,0.7853,Très engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02780,agence,0.2949,Peu engagé,client_inactif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02781,web,0.4148,Peu engagé,client_actif,"['habitation', 'sante']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI02782,app_mobile,0.4969,Peu engagé,client_inactif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02783,web,0.7346,Engagé,client_actif,"['habitation', 'sante']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI02784,telephone,0.6338,Engagé,client_actif,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI02785,agence,0.3555,Peu engagé,résilié,,,,
CLI02786,agence,0.2757,Peu engagé,client_inactif,,,,
CLI02787,agence,0.8345,Très engagé,client_actif,"['prevoyance', 'habitation', 'epargne']","['auto', 'sante']",sante,telephone
CLI02788,app_mobile,0.8345,Très engagé,client_actif,"['prevoyance', 'sante', 'habitation']","['auto', 'epargne']",epargne,agence
CLI02789,web,0.5595,Engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02790,web,0.8186,Très engagé,client_actif,,,,
CLI02791,web,0.7823,Très engagé,client_actif,"['auto', 'habitation']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI02792,agence,0.6454,Engagé,client_actif,"['habitation', 'sante']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI02793,web,0.4537,Peu engagé,client_inactif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02794,agence,0.1477,Dormant,prospect,"['sante', 'prevoyance']","['auto', 'habitation', 'epargne']",epargne,agence
CLI02795,agence,0.5387,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02796,app_mobile,0.7003,Engagé,client_actif,"['epargne', 'auto']","['habitation', 'sante', 'prevoyance']",sante,telephone
CLI02797,web,0.684,Engagé,client_actif,"['auto', 'sante', 'habitation', 'epargne', 'prevoyance']",[],Portefeuille complet,email
CLI02798,web,0.4099,Peu engagé,prospect,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI02799,web,0.5963,Engagé,client_actif,,,,
CLI02800,agence,0.434,Peu engagé,client_inactif,,,,
CLI02801,web,0.29,Peu engagé,client_inactif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02802,telephone,0.5081,Engagé,client_actif,"['prevoyance', 'sante']","['auto', 'habitation', 'epargne']",epargne,agence
CLI02803,agence,0.7891,Très engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02804,web,0.7022,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI02805,agence,0.3823,Peu engagé,client_inactif,,,,
CLI02806,agence,0.4214,Peu engagé,client_inactif,,,,
CLI02807,agence,0.5481,Engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02808,web,0.5695,Engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02809,web,0.2341,Dormant,client_inactif,,,,
CLI02810,web,0.4974,Peu engagé,prospect,"['auto', 'sante']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02811,app_mobile,0.7355,Engagé,client_actif,"['prevoyance', 'auto', 'epargne']","['habitation', 'sante']",sante,telephone
CLI02812,agence,0.398,Peu engagé,résilié,,,,
CLI02813,agence,0.3229,Peu engagé,client_inactif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02814,telephone,0.7451,Engagé,client_actif,"['prevoyance', 'auto']","['habitation', 'sante', 'epargne']",sante,telephone
CLI02815,web,0.5191,Engagé,client_actif,"['sante', 'auto']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI02816,web,0.6445,Engagé,client_actif,,,,
CLI02817,agence,0.5365,Engagé,client_actif,,,,
CLI02818,web,0.7715,Très engagé,client_actif,"['sante', 'auto', 'habitation']","['prevoyance', 'epargne']",prevoyance,agence
CLI02819,web,0.8435,Très engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02820,app_mobile,0.2359,Dormant,client_inactif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02821,web,0.2768,Peu engagé,client_inactif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02822,agence,0.7425,Engagé,client_actif,"['auto', 'habitation']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI02823,web,0.8418,Très engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI02824,agence,0.73,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI02825,telephone,0.7474,Engagé,client_actif,"['epargne', 'sante']","['auto', 'habitation', 'prevoyance']",prevoyance,agence
