client_id,statut,age,region,canal_principal,nb_produits,prime_totale_annuelle,ltv_estimee,satisfaction_moy,nb_interactions_total,segment,segment_nom,score_churn,nba_produit,nba_proba
CLI02421,résilié,37,ARA,email,2,3003.75,84105.0,5.67,3,2,Clients premium matures,0.919,sante,0.2603
CLI02422,client_actif,63,OCC,telephone,3,2730.38,5461.0,6.48,23,1,Clients premium jeunes,0.0228,sante,0.8881
CLI02423,client_actif,32,IDF,web,2,901.44,29748.0,5.67,18,3,Clients basiques matures,0.0169,prevoyance,0.8235
CLI02424,client_actif,42,ARA,web,4,4197.19,96535.0,5.86,21,1,Clients premium jeunes,0.0237,prevoyance,0.9157
CLI02425,prospect,47,BFC,app_mobile,2,1988.42,35792.0,4.8,5,0,Clients basiques seniors,0.0172,epargne,0.6958
CLI02426,prospect,31,ARA,agence,3,3490.98,118693.0,6.67,3,1,Clients premium jeunes,0.1273,auto,0.4314
CLI02427,client_actif,24,NAQ,app_mobile,1,533.79,21885.0,6.22,23,0,Clients basiques seniors,0.0951,prevoyance,0.1794
CLI02428,client_actif,34,BFC,agence,4,3322.24,102989.0,6.69,16,2,Clients premium matures,0.0,habitation,0.9539
CLI02429,client_actif,79,PACA,web,3,2163.88,0.0,6.28,18,3,Clients basiques matures,0.0103,auto,0.8938
CLI02430,client_inactif,61,PACA,web,1,1055.66,4223.0,4.0,2,3,Clients basiques matures,0.7755,auto,0.1588
CLI02431,prospect,37,IDF,web,1,1845.76,51681.0,6.29,7,3,Clients basiques matures,0.0088,sante,0.3834
CLI02432,client_actif,53,ARA,app_mobile,4,2347.83,28174.0,5.22,23,0,Clients basiques seniors,0.0253,habitation,0.6049
CLI02433,client_actif,26,OCC,agence,1,249.1,9715.0,5.67,6,0,Clients basiques seniors,0.0033,prevoyance,0.6192
CLI02434,client_actif,55,IDF,web,2,3051.21,30512.0,6.0,11,3,Clients basiques matures,0.0152,auto,0.4394
CLI02435,client_actif,65,BFC,agence,1,1000.66,0.0,7.25,12,0,Clients basiques seniors,0.0092,auto,0.2539
CLI02436,client_actif,74,IDF,web,3,1858.43,0.0,6.11,18,3,Clients basiques matures,0.0083,auto,0.921
CLI02437,client_actif,77,NAQ,web,3,2646.07,0.0,6.41,17,3,Clients basiques matures,0.0151,sante,0.6076
CLI02438,client_inactif,39,BFC,agence,2,1936.17,50340.0,7.5,2,0,Clients basiques seniors,0.0877,sante,0.3483
CLI02439,client_inactif,71,OCC,app_mobile,2,1469.46,0.0,7.67,3,0,Clients basiques seniors,0.8031,auto,0.09
CLI02440,client_actif,70,ARA,agence,5,4276.82,0.0,6.53,17,2,Clients premium matures,0.0163,epargne,0.9612
CLI02441,prospect,70,BFC,telephone,3,2496.09,0.0,7.5,4,3,Clients basiques matures,0.0146,sante,0.5976
CLI02442,client_inactif,19,ARA,telephone,4,3084.92,141906.0,7.0,3,2,Clients premium matures,0.0821,habitation,0.5885
CLI02443,client_actif,41,ARA,web,2,2278.42,54682.0,6.67,15,3,Clients basiques matures,0.0212,sante,0.314
CLI02444,client_actif,25,IDF,app_mobile,1,643.14,25726.0,7.24,17,0,Clients basiques seniors,0.0165,prevoyance,0.3832
CLI02445,client_actif,28,NAQ,agence,2,866.15,32048.0,6.79,14,0,Clients basiques seniors,0.0088,prevoyance,0.8664
CLI02446,prospect,30,IDF,agence,3,2983.13,104410.0,6.14,7,2,Clients premium matures,0.0035,prevoyance,0.8714
CLI02447,client_actif,34,PACA,agence,1,591.57,18339.0,7.86,7,0,Clients basiques seniors,0.0035,prevoyance,0.4133
CLI02448,client_actif,25,PACA,web,1,288.0,11520.0,6.36,14,3,Clients basiques matures,0.0033,prevoyance,0.4921
CLI02449,client_actif,38,ARA,web,1,562.54,15189.0,5.64,14,3,Clients basiques matures,0.0108,habitation,0.438
CLI02450,client_actif,35,NAQ,app_mobile,2,1540.73,46222.0,6.4,10,0,Clients basiques seniors,0.0201,prevoyance,0.6984
CLI02451,client_inactif,47,BFC,agence,3,2175.51,39159.0,9.0,1,0,Clients basiques seniors,0.0905,prevoyance,0.2778
CLI02452,client_actif,35,ARA,web,1,321.35,9640.0,4.43,7,3,Clients basiques matures,0.0,auto,0.547
CLI02453,prospect,63,BFC,web,3,2316.18,4632.0,6.86,7,2,Clients premium matures,0.0062,prevoyance,0.857
CLI02454,client_actif,64,ARA,agence,4,3026.55,3027.0,6.83,6,0,Clients basiques seniors,0.0244,sante,0.8878
CLI02455,client_inactif,48,IDF,web,1,1795.08,30516.0,5.0,2,3,Clients basiques matures,0.8656,epargne,0.2194
CLI02456,client_inactif,55,ARA,web,3,3524.91,35249.0,8.0,1,3,Clients basiques matures,0.0794,sante,0.6607
CLI02457,client_actif,49,ARA,web,5,4716.73,75468.0,5.93,14,2,Clients premium matures,0.009,sante,0.8802
CLI02458,client_actif,49,NAQ,web,5,5017.19,80275.0,6.0,9,2,Clients premium matures,0.0113,epargne,0.997
CLI02459,client_inactif,62,NAQ,app_mobile,1,637.67,1913.0,7.0,3,0,Clients basiques seniors,0.0868,habitation,0.3122
CLI02460,client_actif,42,BFC,app_mobile,1,1060.09,24382.0,6.45,11,0,Clients basiques seniors,0.0103,auto,0.3112
CLI02461,prospect,50,NAQ,web,1,244.67,3670.0,6.33,3,3,Clients basiques matures,0.8617,auto,0.157
CLI02462,client_actif,77,ARA,web,3,3306.26,0.0,6.36,14,2,Clients premium matures,0.0273,sante,0.6074
CLI02463,client_actif,55,NAQ,web,3,2217.12,22171.0,6.31,13,3,Clients basiques matures,0.0208,prevoyance,0.8965
CLI02464,client_actif,58,NAQ,agence,3,2260.23,15822.0,6.88,17,2,Clients premium matures,0.0062,sante,0.3913
CLI02465,client_actif,25,OCC,web,1,698.04,27922.0,6.43,21,3,Clients basiques matures,0.0088,prevoyance,0.3918
CLI02466,client_actif,28,OCC,app_mobile,1,738.27,27316.0,6.12,17,0,Clients basiques seniors,0.1222,prevoyance,0.155
CLI02467,résilié,39,PACA,web,2,2073.42,53909.0,8.5,2,3,Clients basiques matures,0.8795,sante,0.0659
CLI02468,client_inactif,68,IDF,web,2,1116.74,0.0,4.0,1,3,Clients basiques matures,0.0808,habitation,0.5671
CLI02469,résilié,41,IDF,web,3,2835.59,68054.0,5.0,1,3,Clients basiques matures,0.8753,sante,0.1778
CLI02470,résilié,58,NAQ,web,2,1227.23,8591.0,7.33,3,3,Clients basiques matures,0.863,auto,0.1177
CLI02471,prospect,34,PACA,agence,1,710.23,22017.0,5.33,6,0,Clients basiques seniors,0.0055,prevoyance,0.4771
CLI02472,client_actif,29,PACA,app_mobile,1,1633.17,58794.0,5.52,23,0,Clients basiques seniors,0.1041,epargne,0.2366
CLI02473,client_actif,74,BFC,telephone,1,2014.66,0.0,6.17,12,3,Clients basiques matures,0.0992,epargne,0.2212
CLI02474,client_inactif,63,OCC,web,1,228.77,458.0,7.0,4,3,Clients basiques matures,0.0,auto,0.389
CLI02475,client_actif,49,PACA,web,1,226.76,3628.0,6.14,7,3,Clients basiques matures,0.0,prevoyance,0.4856
CLI02476,résilié,32,ARA,web,1,320.11,10564.0,6.5,2,3,Clients basiques matures,0.8732,prevoyance,0.1803
CLI02477,client_actif,33,BFC,agence,1,633.32,20266.0,7.7,10,0,Clients basiques seniors,0.0776,prevoyance,0.11
CLI02478,client_inactif,71,NAQ,web,1,720.57,0.0,2.0,1,3,Clients basiques matures,0.694,auto,0.2589
CLI02479,prospect,39,ARA,app_mobile,3,2033.32,52866.0,6.0,4,2,Clients premium matures,0.0168,auto,0.9225
CLI02480,client_actif,45,IDF,web,1,316.6,6332.0,5.43,7,3,Clients basiques matures,0.0108,auto,0.4962
CLI02481,client_inactif,37,OCC,web,3,3413.3,95572.0,5.67,3,1,Clients premium jeunes,0.1072,epargne,0.9305
CLI02482,prospect,50,ARA,telephone,3,3603.23,54048.0,6.5,2,1,Clients premium jeunes,0.0896,sante,0.8068
CLI02483,client_inactif,27,NAQ,app_mobile,2,2010.86,76413.0,6.0,1,1,Clients premium jeunes,0.1575,sante,0.4979
CLI02484,prospect,57,ARA,agence,5,4783.51,38268.0,4.0,1,2,Clients premium matures,0.024,auto,0.8524
CLI02485,client_actif,49,ARA,agence,1,313.33,5013.0,7.06,17,0,Clients basiques seniors,0.0091,prevoyance,0.4511
CLI02486,client_actif,67,PACA,app_mobile,3,2964.63,0.0,5.5,16,2,Clients premium matures,0.0062,prevoyance,0.2835
CLI02487,client_actif,77,OCC,web,5,4743.39,0.0,7.25,8,2,Clients premium matures,0.0148,auto,0.9362
CLI02488,client_actif,50,IDF,agence,4,3962.81,59442.0,6.25,8,1,Clients premium jeunes,0.026,epargne,0.8465
CLI02489,client_actif,19,NAQ,web,1,465.32,21405.0,7.0,11,3,Clients basiques matures,0.1163,prevoyance,0.1705
CLI02490,prospect,50,BFC,app_mobile,1,429.14,6437.0,7.25,4,0,Clients basiques seniors,0.1089,prevoyance,0.1233
CLI02491,prospect,50,BFC,agence,1,1223.31,18350.0,7.33,6,0,Clients basiques seniors,0.0091,auto,0.2417
CLI02492,client_actif,58,NAQ,agence,2,2503.08,17522.0,5.7,10,0,Clients basiques seniors,0.0193,sante,0.7448
CLI02493,client_actif,30,IDF,agence,3,3627.23,126953.0,7.62,8,2,Clients premium matures,0.0108,prevoyance,0.492
CLI02494,client_inactif,47,NAQ,agence,1,406.39,7315.0,8.0,1,0,Clients basiques seniors,0.1058,habitation,0.3538
CLI02495,client_actif,50,PACA,web,2,2216.04,33241.0,6.32,22,3,Clients basiques matures,0.0238,sante,0.634
CLI02496,client_actif,30,BFC,web,3,3686.85,129040.0,5.94,16,1,Clients premium jeunes,0.015,auto,0.7253
CLI02497,client_actif,69,BFC,web,2,766.93,0.0,5.82,22,3,Clients basiques matures,0.0103,auto,0.773
CLI02498,prospect,43,ARA,agence,4,4157.49,91465.0,7.75,4,2,Clients premium matures,0.0085,habitation,0.3519
CLI02499,client_actif,39,PACA,email,3,2351.49,61139.0,7.5,6,1,Clients premium jeunes,0.0165,habitation,0.8843
CLI02500,résilié,56,BFC,web,1,1000.05,9000.0,5.0,2,3,Clients basiques matures,0.8446,sante,0.2414
CLI02501,client_inactif,19,PACA,web,2,846.32,38931.0,7.5,2,3,Clients basiques matures,0.0432,prevoyance,0.8171
CLI02502,client_actif,55,PACA,app_mobile,1,2109.83,21098.0,6.4,5,0,Clients basiques seniors,0.009,sante,0.2068
CLI02503,client_actif,56,IDF,telephone,2,1049.7,9447.0,6.5,24,2,Clients premium matures,0.0,habitation,0.8631
CLI02504,client_inactif,43,BFC,app_mobile,5,4370.01,96140.0,4.67,3,1,Clients premium jeunes,0.7719,sante,0.2665
CLI02505,client_actif,63,OCC,web,4,4646.37,9293.0,6.48,23,1,Clients premium jeunes,0.0188,habitation,0.8839
CLI02506,prospect,75,IDF,email,2,893.72,0.0,7.5,2,0,Clients basiques seniors,0.0644,prevoyance,0.7082
CLI02507,prospect,67,IDF,telephone,1,2337.8,0.0,4.5,2,3,Clients basiques matures,0.0874,sante,0.4688
CLI02508,client_actif,32,PACA,web,1,2322.66,76648.0,4.67,6,3,Clients basiques matures,0.017,sante,0.4337
CLI02509,résilié,51,OCC,telephone,2,3197.77,44769.0,8.5,2,3,Clients basiques matures,0.9149,epargne,0.1738
CLI02510,client_actif,59,IDF,app_mobile,1,504.27,3026.0,6.16,19,0,Clients basiques seniors,0.0,habitation,0.4443
CLI02511,prospect,72,OCC,app_mobile,2,1865.11,0.0,6.33,3,0,Clients basiques seniors,0.0725,sante,0.2792
CLI02512,client_actif,61,BFC,app_mobile,1,2091.72,8367.0,4.25,8,0,Clients basiques seniors,0.0322,sante,0.5541
CLI02513,client_inactif,66,PACA,telephone,1,586.33,0.0,8.0,1,3,Clients basiques matures,0.0813,habitation,0.2637
CLI02514,client_inactif,57,IDF,agence,1,1249.49,9996.0,7.33,3,0,Clients basiques seniors,0.0738,auto,0.2356
CLI02515,client_actif,28,OCC,web,5,4682.04,173235.0,5.71,14,1,Clients premium jeunes,0.0102,epargne,0.9053
CLI02516,client_actif,78,NAQ,email,3,1934.86,0.0,6.0,7,0,Clients basiques seniors,0.01,auto,0.9161
CLI02517,prospect,20,IDF,web,1,1823.94,82077.0,5.0,4,3,Clients basiques matures,0.0165,sante,0.4514
CLI02518,client_inactif,76,IDF,agence,1,1425.31,0.0,7.5,2,0,Clients basiques seniors,0.5711,sante,0.1183
CLI02519,client_inactif,23,IDF,agence,2,1626.14,68298.0,7.0,3,0,Clients basiques seniors,0.1055,prevoyance,0.3386
CLI02520,client_actif,26,OCC,web,1,310.85,12123.0,6.35,17,3,Clients basiques matures,0.0068,prevoyance,0.4981
CLI02521,client_inactif,23,ARA,web,2,906.69,38081.0,7.0,2,3,Clients basiques matures,0.0828,habitation,0.4922
CLI02522,client_actif,26,BFC,telephone,3,1337.4,52159.0,6.29,21,1,Clients premium jeunes,0.0088,prevoyance,0.8646
CLI02523,prospect,56,IDF,app_mobile,2,1560.87,14048.0,4.33,3,2,Clients premium matures,0.0835,habitation,0.7936
CLI02524,client_actif,48,NAQ,agence,2,770.3,13095.0,6.48,21,0,Clients basiques seniors,0.0068,habitation,0.5599
CLI02525,client_actif,49,NAQ,app_mobile,2,654.11,10466.0,6.35,20,0,Clients basiques seniors,0.0103,prevoyance,0.5774
CLI02526,client_actif,58,PACA,agence,4,3267.58,22873.0,7.05,21,2,Clients premium matures,0.0131,auto,0.9168
CLI02527,client_actif,67,ARA,app_mobile,4,4019.23,0.0,6.53,19,2,Clients premium matures,0.005,sante,0.8127
CLI02528,client_actif,29,ARA,web,2,1742.67,62736.0,6.79,19,3,Clients basiques matures,0.0088,auto,0.3069
CLI02529,client_actif,25,OCC,app_mobile,1,275.04,11002.0,5.7,23,0,Clients basiques seniors,0.1271,prevoyance,0.2443
CLI02530,client_actif,25,PACA,telephone,2,2676.12,107045.0,6.73,11,1,Clients premium jeunes,0.0148,sante,0.2563
CLI02531,prospect,67,OCC,app_mobile,1,605.76,0.0,5.83,6,0,Clients basiques seniors,0.0075,habitation,0.3994
CLI02532,client_actif,45,PACA,web,2,885.03,17701.0,6.04,23,3,Clients basiques matures,0.0088,habitation,0.5769
CLI02533,client_actif,79,BFC,telephone,2,1154.08,0.0,7.5,12,3,Clients basiques matures,0.0055,habitation,0.3413
CLI02534,client_actif,37,ARA,agence,1,423.56,11860.0,6.0,6,0,Clients basiques seniors,0.0068,habitation,0.5624
CLI02535,client_inactif,79,BFC,web,1,311.83,0.0,6.67,3,3,Clients basiques matures,0.0349,auto,0.3527
CLI02536,client_inactif,64,OCC,email,2,2914.77,2915.0,6.25,4,0,Clients basiques seniors,0.0119,sante,0.42
CLI02537,client_inactif,76,PACA,agence,4,3351.85,0.0,5.0,1,2,Clients premium matures,0.0557,epargne,0.7928
CLI02538,client_actif,24,ARA,web,2,1136.18,46583.0,6.71,7,3,Clients basiques matures,0.0068,habitation,0.8019
CLI02539,prospect,28,ARA,web,3,1297.94,48024.0,6.6,5,1,Clients premium jeunes,0.0103,sante,0.7863
CLI02540,client_actif,37,IDF,agence,1,702.16,19660.0,6.75,16,0,Clients basiques seniors,0.1424,prevoyance,0.1382
CLI02541,client_actif,33,OCC,agence,2,1184.06,37890.0,6.43,7,0,Clients basiques seniors,0.0095,auto,0.4233
CLI02542,client_actif,21,IDF,web,2,818.53,36015.0,7.47,15,3,Clients basiques matures,0.0068,auto,0.7455
CLI02543,prospect,23,ARA,web,3,3288.66,138124.0,5.0,1,1,Clients premium jeunes,0.1135,sante,0.7783
CLI02544,client_inactif,75,OCC,web,1,1877.62,0.0,7.0,2,3,Clients basiques matures,0.0588,prevoyance,0.1337
CLI02545,prospect,39,OCC,app_mobile,2,1772.46,46084.0,7.2,5,2,Clients premium matures,0.0,habitation,0.6213
CLI02546,résilié,43,BFC,web,1,774.13,17031.0,6.33,3,3,Clients basiques matures,0.8436,sante,0.1248
CLI02547,client_inactif,20,NAQ,web,1,535.51,24098.0,4.0,2,3,Clients basiques matures,0.664,prevoyance,0.2222
CLI02548,client_actif,58,PACA,agence,5,4777.46,33442.0,6.67,21,1,Clients premium jeunes,0.0151,Portefeuille complet,0.0
CLI02549,client_inactif,77,NAQ,agence,1,1751.32,0.0,6.5,4,0,Clients basiques seniors,0.0504,epargne,0.1381
CLI02550,client_actif,59,NAQ,app_mobile,1,399.28,2396.0,6.3,10,0,Clients basiques seniors,0.0035,habitation,0.4825
CLI02551,client_inactif,31,ARA,app_mobile,2,771.31,26225.0,6.0,3,0,Clients basiques seniors,0.1146,prevoyance,0.8723
CLI02552,client_actif,28,BFC,app_mobile,4,2512.07,92947.0,6.24,17,2,Clients premium matures,0.0145,habitation,0.9562
CLI02553,client_inactif,35,PACA,app_mobile,2,2412.7,72381.0,4.0,1,0,Clients basiques seniors,0.6428,epargne,0.3055
CLI02554,client_actif,71,NAQ,email,3,2275.28,0.0,6.83,6,0,Clients basiques seniors,0.0144,habitation,0.9229
CLI02555,résilié,29,NAQ,agence,4,2883.24,103797.0,9.0,1,1,Clients premium jeunes,0.9501,sante,0.1419
CLI02556,client_actif,40,OCC,web,1,767.76,19194.0,6.31,13,3,Clients basiques matures,0.0068,prevoyance,0.3292
CLI02557,client_actif,29,ARA,app_mobile,2,897.35,32305.0,6.5,10,0,Clients basiques seniors,0.0068,prevoyance,0.8277
CLI02558,client_inactif,30,NAQ,app_mobile,2,3030.99,106085.0,6.0,1,2,Clients premium matures,0.1078,prevoyance,0.2098
CLI02559,client_inactif,42,PACA,agence,3,1996.56,45921.0,6.25,4,0,Clients basiques seniors,0.0103,prevoyance,0.4281
CLI02560,client_actif,62,IDF,app_mobile,1,1607.61,4823.0,7.09,11,0,Clients basiques seniors,0.0068,prevoyance,0.1931
CLI02561,client_actif,68,IDF,telephone,1,1393.18,0.0,6.82,11,3,Clients basiques matures,0.012,auto,0.2287
CLI02562,client_actif,75,ARA,agence,3,2074.38,0.0,5.75,24,0,Clients basiques seniors,0.0261,auto,0.7175
CLI02563,résilié,36,IDF,app_mobile,2,2195.28,63663.0,7.5,2,2,Clients premium matures,0.924,prevoyance,0.06
CLI02564,client_inactif,72,OCC,telephone,2,3252.73,0.0,6.5,4,3,Clients basiques matures,0.1717,epargne,0.3789
CLI02565,client_inactif,63,OCC,agence,2,1054.34,2109.0,6.0,4,0,Clients basiques seniors,0.1398,prevoyance,0.155
CLI02566,prospect,53,PACA,agence,1,561.43,6737.0,6.5,2,0,Clients basiques seniors,0.0982,prevoyance,0.4085
CLI02567,client_actif,62,BFC,email,2,1473.81,4421.0,6.85,20,0,Clients basiques seniors,0.0068,auto,0.6485
CLI02568,client_actif,25,ARA,web,2,1485.12,59405.0,5.78,9,3,Clients basiques matures,0.0092,auto,0.718
CLI02569,client_inactif,46,ARA,web,4,3345.52,63565.0,5.0,4,2,Clients premium matures,0.0211,prevoyance,0.3143
CLI02570,prospect,72,IDF,telephone,1,656.78,0.0,7.0,2,3,Clients basiques matures,0.077,habitation,0.2743
CLI02571,client_inactif,70,NAQ,agence,4,4101.89,0.0,6.75,4,1,Clients premium jeunes,0.0152,epargne,0.8568
CLI02572,client_actif,72,NAQ,telephone,2,891.53,0.0,6.64,22,3,Clients basiques matures,0.0175,prevoyance,0.7309
CLI02573,client_actif,49,BFC,web,1,260.0,4160.0,6.42,24,3,Clients basiques matures,0.0133,auto,0.4407
CLI02574,client_actif,49,NAQ,agence,3,1326.56,21225.0,6.77,22,0,Clients basiques seniors,0.0103,habitation,0.9007
CLI02575,client_actif,61,BFC,web,1,1189.06,4756.0,7.15,20,3,Clients basiques matures,0.0126,auto,0.2417
CLI02576,client_actif,35,PACA,app_mobile,5,4869.89,146097.0,6.26,23,2,Clients premium matures,0.0035,habitation,0.9194
CLI02577,prospect,23,ARA,web,4,3601.3,151255.0,7.0,1,1,Clients premium jeunes,0.1205,sante,0.8858
CLI02578,client_actif,35,NAQ,web,1,311.64,9349.0,5.0,11,3,Clients basiques matures,0.0093,auto,0.5328
CLI02579,client_inactif,36,PACA,web,1,285.77,8287.0,6.5,2,3,Clients basiques matures,0.7502,auto,0.1635
CLI02580,prospect,39,OCC,agence,2,2254.92,58628.0,6.75,4,2,Clients premium matures,0.009,prevoyance,0.6501
CLI02581,client_actif,54,OCC,app_mobile,2,2641.84,29060.0,5.2,5,0,Clients basiques seniors,0.0142,sante,0.7423
CLI02582,client_actif,49,OCC,web,2,1933.62,30938.0,6.17,6,3,Clients basiques matures,0.0068,prevoyance,0.6756
CLI02583,client_actif,73,BFC,web,1,1290.95,0.0,6.14,14,3,Clients basiques matures,0.0908,sante,0.119
CLI02584,client_inactif,58,BFC,web,2,2164.81,15154.0,9.0,2,3,Clients basiques matures,0.0712,sante,0.2297
CLI02585,client_actif,76,NAQ,telephone,1,440.16,0.0,7.0,6,3,Clients basiques matures,0.0057,habitation,0.3837
CLI02586,client_inactif,20,OCC,web,3,1841.75,82879.0,8.0,3,1,Clients premium jeunes,0.1023,prevoyance,0.3744
CLI02587,client_actif,45,BFC,web,3,2831.61,56632.0,6.0,13,2,Clients premium matures,0.0165,auto,0.7981
CLI02588,prospect,27,BFC,telephone,2,859.86,32675.0,5.86,7,3,Clients basiques matures,0.0164,habitation,0.5613
CLI02589,client_actif,68,NAQ,agence,4,2632.33,0.0,6.83,12,1,Clients premium jeunes,0.0105,epargne,0.7689
CLI02590,client_actif,52,BFC,agence,1,1194.65,15530.0,7.57,7,0,Clients basiques seniors,0.011,auto,0.2303
CLI02591,client_actif,49,OCC,agence,1,1607.71,25723.0,5.92,12,0,Clients basiques seniors,0.0103,sante,0.323
CLI02592,client_inactif,49,PACA,telephone,2,2778.67,44459.0,7.0,2,3,Clients basiques matures,0.7817,epargne,0.1577
CLI02593,client_actif,71,OCC,web,2,3298.91,0.0,5.83,6,3,Clients basiques matures,0.0174,auto,0.4152
CLI02594,client_actif,32,NAQ,email,2,790.89,26099.0,6.4,20,0,Clients basiques seniors,0.0103,auto,0.7984
CLI02595,client_actif,50,OCC,telephone,4,2606.29,39094.0,6.54,13,2,Clients premium matures,0.0035,habitation,0.9525
CLI02596,client_actif,24,IDF,app_mobile,5,4664.95,191263.0,6.0,13,2,Clients premium matures,0.0,prevoyance,0.8505
CLI02597,client_actif,29,NAQ,agence,2,3493.98,125783.0,6.45,11,1,Clients premium jeunes,0.1519,epargne,0.546
CLI02598,client_actif,66,ARA,agence,3,3418.5,0.0,6.0,12,0,Clients basiques seniors,0.162,sante,0.2837
CLI02599,client_actif,47,OCC,web,1,522.22,9400.0,6.37,19,3,Clients basiques matures,0.1249,auto,0.1415
CLI02600,client_actif,38,BFC,web,1,519.3,14021.0,6.89,9,3,Clients basiques matures,0.0,habitation,0.3705
CLI02601,client_actif,48,PACA,email,3,3489.89,59328.0,6.04,23,2,Clients premium matures,0.0146,prevoyance,0.7921
CLI02602,client_inactif,75,OCC,app_mobile,2,2367.73,0.0,4.5,4,2,Clients premium matures,0.1166,epargne,0.2114
CLI02603,client_actif,78,PACA,app_mobile,2,1531.04,0.0,6.15,13,0,Clients basiques seniors,0.0047,habitation,0.6725
CLI02604,client_actif,41,IDF,agence,1,647.27,15534.0,6.1,21,0,Clients basiques seniors,0.0103,prevoyance,0.4031
CLI02605,résilié,37,ARA,app_mobile,2,1603.2,44890.0,4.0,1,0,Clients basiques seniors,0.9313,sante,0.2576
CLI02606,client_actif,54,BFC,web,1,587.73,6465.0,5.56,16,3,Clients basiques matures,0.0131,habitation,0.4297
CLI02607,client_actif,21,NAQ,agence,2,2522.23,110978.0,7.0,10,1,Clients premium jeunes,0.0177,sante,0.6125
CLI02608,prospect,45,NAQ,agence,1,371.19,7424.0,7.4,5,0,Clients basiques seniors,0.0994,prevoyance,0.148
CLI02609,client_actif,61,ARA,web,1,240.22,961.0,5.67,9,3,Clients basiques matures,0.0028,prevoyance,0.4466
CLI02610,prospect,79,IDF,email,1,1236.12,0.0,9.33,3,0,Clients basiques seniors,0.0788,auto,0.1415
CLI02611,résilié,37,IDF,web,1,1351.82,37851.0,5.33,3,3,Clients basiques matures,0.8482,sante,0.2594
CLI02612,client_inactif,77,OCC,app_mobile,4,3994.93,0.0,5.5,2,2,Clients premium matures,0.0729,epargne,0.7903
CLI02613,client_inactif,41,IDF,web,1,1662.92,39910.0,7.0,3,3,Clients basiques matures,0.7469,epargne,0.0925
CLI02614,client_inactif,67,OCC,agence,1,1266.45,0.0,3.0,1,0,Clients basiques seniors,0.0655,epargne,0.7324
CLI02615,client_actif,66,PACA,app_mobile,2,1141.91,0.0,6.67,9,0,Clients basiques seniors,0.0149,habitation,0.751
CLI02616,client_actif,68,ARA,app_mobile,2,1027.31,0.0,5.61,23,0,Clients basiques seniors,0.011,prevoyance,0.7849
CLI02617,client_inactif,49,PACA,telephone,1,1278.06,20449.0,6.0,1,3,Clients basiques matures,0.6707,sante,0.1724
CLI02618,résilié,58,PACA,web,1,1603.19,11222.0,4.67,3,3,Clients basiques matures,0.8486,epargne,0.1943
CLI02619,client_actif,53,PACA,agence,5,4852.26,58227.0,6.53,15,1,Clients premium jeunes,0.0088,sante,0.7931
CLI02620,résilié,75,PACA,app_mobile,3,1945.52,0.0,1.0,2,2,Clients premium matures,0.5916,sante,0.3345
CLI02621,client_actif,70,NAQ,email,2,907.08,0.0,5.83,18,0,Clients basiques seniors,0.0059,prevoyance,0.7928
CLI02622,client_actif,51,IDF,app_mobile,2,2138.08,29933.0,7.67,6,2,Clients premium matures,0.0069,habitation,0.4641
CLI02623,client_actif,53,ARA,web,1,639.72,7677.0,6.24,21,3,Clients basiques matures,0.1114,auto,0.1308
CLI02624,client_actif,19,ARA,web,1,2383.09,109622.0,6.29,7,1,Clients premium jeunes,0.0167,sante,0.1671
CLI02625,prospect,32,BFC,telephone,2,1691.05,55805.0,7.0,5,3,Clients basiques matures,0.019,habitation,0.5807
CLI02626,client_actif,51,PACA,telephone,4,3288.28,46036.0,5.56,9,1,Clients premium jeunes,0.0106,sante,0.9677
CLI02627,client_actif,53,ARA,web,1,746.83,8962.0,5.5,12,3,Clients basiques matures,0.0168,habitation,0.3981
CLI02628,client_actif,23,OCC,agence,3,1389.61,58364.0,6.71,14,0,Clients basiques seniors,0.0068,habitation,0.5507
CLI02629,client_actif,56,ARA,app_mobile,1,2348.16,21133.0,7.3,10,0,Clients basiques seniors,0.0125,sante,0.2008
CLI02630,résilié,59,PACA,email,1,711.16,4267.0,7.5,2,0,Clients basiques seniors,0.8201,auto,0.0896
CLI02631,client_actif,68,ARA,telephone,1,283.22,0.0,7.14,14,3,Clients basiques matures,0.0838,auto,0.1277
CLI02632,client_actif,68,IDF,email,1,308.98,0.0,5.58,19,0,Clients basiques seniors,0.0976,auto,0.1734
CLI02633,prospect,75,PACA,telephone,4,4383.88,0.0,6.71,7,2,Clients premium matures,0.0114,habitation,0.7059
CLI02634,prospect,71,NAQ,telephone,2,2695.03,0.0,6.71,7,3,Clients basiques matures,0.0159,sante,0.4007
CLI02635,client_inactif,78,IDF,web,1,1066.95,0.0,8.25,4,3,Clients basiques matures,0.0702,sante,0.0639
CLI02636,client_actif,29,ARA,telephone,5,4735.53,170479.0,6.78,9,1,Clients premium jeunes,0.0114,auto,0.7526
CLI02637,client_inactif,20,NAQ,agence,4,2466.01,110970.0,6.0,1,1,Clients premium jeunes,0.1416,habitation,0.4382
CLI02638,prospect,62,BFC,email,3,3156.17,9469.0,5.33,3,2,Clients premium matures,0.0937,epargne,0.9461
CLI02639,client_actif,35,IDF,app_mobile,4,3449.72,103492.0,7.14,7,2,Clients premium matures,0.0116,prevoyance,0.9093
CLI02640,client_actif,57,BFC,web,1,1976.52,15812.0,6.58,12,3,Clients basiques matures,0.011,sante,0.3976
