contrat_id,client_id,produit,date_souscription,prime_annuelle,statut_contrat,nb_sinistres
CTR005812,CLI02639,epargne,2017-04-29,1648.53,actif,3
CTR005813,CLI02639,habitation,2015-09-29,254.08,actif,1
CTR005814,CLI02639,sante,2017-03-24,989.86,suspendu,2
CTR005815,CLI02639,auto,2016-10-02,557.25,actif,1
CTR005816,CLI02640,epargne,2020-07-02,1976.52,actif,0
CTR005817,CLI02641,epargne,2024-11-28,2221.13,actif,1
CTR005818,CLI02641,prevoyance,2023-05-10,408.52,actif,3
CTR005819,CLI02641,auto,2023-04-26,762.79,en_renouvellement,0
CTR005820,CLI02642,epargne,2024-12-31,2376.66,actif,0
CTR005821,CLI02642,prevoyance,2024-12-31,390.92,actif,0
CTR005822,CLI02642,sante,2024-12-31,1250.13,actif,0
CTR005823,CLI02643,auto,2019-10-08,637.19,actif,3
CTR005824,CLI02643,prevoyance,2024-11-24,415.33,actif,0
CTR005825,CLI02643,epargne,2020-03-24,1690.64,résilié,0
CTR005826,CLI02643,habitation,2022-12-02,234.25,actif,0
CTR005827,CLI02644,auto,2017-08-29,719.75,en_renouvellement,0
CTR005828,CLI02644,epargne,2020-05-02,1773.73,actif,0
CTR005829,CLI02644,habitation,2016-01-19,306.5,actif,4
CTR005830,CLI02645,habitation,2018-03-09,278.24,suspendu,0
CTR005831,CLI02646,sante,2023-10-26,1035.26,résilié,0
CTR005832,CLI02646,habitation,2023-07-01,251.2,résilié,0
CTR005833,CLI02646,prevoyance,2023-08-26,377.14,résilié,0
CTR005834,CLI02647,prevoyance,2021-04-10,389.73,actif,1
CTR005835,CLI02648,sante,2009-06-25,1367.13,résilié,3
CTR005836,CLI02649,habitation,2024-07-22,270.55,suspendu,1
CTR005837,CLI02650,prevoyance,2023-04-15,525.4,actif,0
CTR005838,CLI02650,auto,2023-12-06,731.42,actif,0
CTR005839,CLI02650,habitation,2024-03-12,303.58,résilié,0
CTR005840,CLI02650,sante,2023-02-13,1032.73,actif,0
CTR005841,CLI02651,auto,2015-03-19,687.7,suspendu,0
CTR005842,CLI02652,auto,2019-03-21,541.02,en_renouvellement,0
CTR005843,CLI02652,prevoyance,2022-01-02,534.93,résilié,0
CTR005844,CLI02653,prevoyance,2016-06-16,435.69,résilié,0
CTR005845,CLI02653,epargne,2024-12-02,2226.44,résilié,0
CTR005846,CLI02654,habitation,2017-08-18,243.09,suspendu,2
CTR005847,CLI02654,auto,2024-11-20,615.49,actif,1
CTR005848,CLI02654,epargne,2023-10-09,1834.52,actif,1
CTR005849,CLI02654,prevoyance,2019-11-30,471.15,actif,0
CTR005850,CLI02654,sante,2022-12-19,1218.82,actif,0
CTR005851,CLI02655,prevoyance,2006-12-04,464.39,actif,0
CTR005852,CLI02656,epargne,2014-10-08,2244.69,actif,1
CTR005853,CLI02656,sante,2011-05-04,1172.75,actif,0
CTR005854,CLI02656,habitation,2014-11-17,301.81,actif,1
CTR005855,CLI02657,habitation,2024-04-13,319.91,actif,0
CTR005856,CLI02657,prevoyance,2010-11-10,362.75,actif,4
CTR005857,CLI02657,epargne,2020-09-30,2053.82,actif,1
CTR005858,CLI02657,sante,2011-01-20,1131.92,actif,1
CTR005859,CLI02658,habitation,2024-05-21,321.69,actif,0
CTR005860,CLI02658,sante,2023-03-19,1338.35,actif,1
CTR005861,CLI02659,habitation,2012-08-01,228.84,actif,0
CTR005862,CLI02659,prevoyance,2012-08-17,386.01,en_renouvellement,0
CTR005863,CLI02660,prevoyance,2024-10-23,411.09,actif,1
CTR005864,CLI02660,sante,2023-01-25,1160.19,actif,1
CTR005865,CLI02660,epargne,2023-07-29,1913.77,actif,0
CTR005866,CLI02661,sante,2023-04-19,1254.65,actif,0
CTR005867,CLI02661,auto,2021-04-13,723.48,actif,2
CTR005868,CLI02661,prevoyance,2021-06-03,488.53,actif,0
CTR005869,CLI02661,habitation,2023-12-13,226.79,actif,2
CTR005870,CLI02662,sante,2020-01-06,1090.6,actif,1
CTR005871,CLI02662,habitation,2022-06-17,237.2,actif,0
CTR005872,CLI02662,prevoyance,2023-12-09,380.59,actif,0
CTR005873,CLI02663,sante,2024-01-16,1343.39,actif,0
CTR005874,CLI02664,epargne,2016-04-03,1873.75,actif,0
CTR005875,CLI02664,auto,2010-07-23,628.68,actif,1
CTR005876,CLI02664,habitation,2017-03-08,265.61,actif,1
CTR005877,CLI02664,prevoyance,2018-11-25,506.84,actif,0
CTR005878,CLI02665,epargne,2012-10-13,1865.75,actif,0
CTR005879,CLI02665,prevoyance,2014-02-03,509.79,actif,3
CTR005880,CLI02666,epargne,2021-03-27,2111.77,actif,0
CTR005881,CLI02666,auto,2021-05-25,623.36,actif,0
CTR005882,CLI02667,epargne,2021-10-17,1905.98,actif,0
CTR005883,CLI02667,habitation,2021-01-14,269.58,actif,0
CTR005884,CLI02667,auto,2022-08-22,631.2,actif,4
CTR005885,CLI02668,auto,2018-05-29,612.12,résilié,2
CTR005886,CLI02669,sante,2023-10-31,1358.95,actif,0
CTR005887,CLI02669,prevoyance,2024-12-05,512.33,actif,0
CTR005888,CLI02669,auto,2024-09-16,652.91,actif,0
CTR005889,CLI02670,prevoyance,2022-05-21,489.93,actif,0
CTR005890,CLI02670,sante,2018-06-07,1024.89,actif,0
CTR005891,CLI02671,sante,2018-04-16,1316.95,actif,0
CTR005892,CLI02671,prevoyance,2017-11-27,469.57,actif,0
CTR005893,CLI02671,auto,2021-11-18,610.93,actif,3
CTR005894,CLI02671,habitation,2023-10-08,225.66,actif,0
CTR005895,CLI02672,auto,2024-01-10,623.28,actif,2
CTR005896,CLI02673,prevoyance,2021-12-21,396.87,résilié,0
CTR005897,CLI02673,epargne,2014-09-20,1674.51,résilié,1
CTR005898,CLI02674,prevoyance,2024-09-11,533.66,en_renouvellement,0
CTR005899,CLI02674,habitation,2014-05-02,334.2,actif,1
CTR005900,CLI02674,auto,2018-10-28,641.29,actif,0
CTR005901,CLI02675,auto,2023-08-18,571.38,en_renouvellement,2
CTR005902,CLI02676,prevoyance,2014-07-13,364.27,actif,2
CTR005903,CLI02677,sante,2017-01-23,1040.25,résilié,3
CTR005904,CLI02677,epargne,2016-10-03,1969.58,résilié,0
CTR005905,CLI02677,prevoyance,2014-01-28,520.89,résilié,0
CTR005906,CLI02677,habitation,2011-03-17,242.35,résilié,0
CTR005907,CLI02677,auto,2017-06-13,725.17,résilié,0
CTR005908,CLI02678,prevoyance,2019-11-25,524.57,résilié,0
CTR005909,CLI02679,epargne,2024-12-31,2248.78,résilié,0
CTR005910,CLI02679,habitation,2024-12-30,245.34,résilié,0
CTR005911,CLI02679,auto,2024-12-31,525.45,résilié,2
CTR005912,CLI02679,sante,2024-12-30,1228.9,résilié,0
CTR005913,CLI02679,prevoyance,2024-12-30,479.6,résilié,3
CTR005914,CLI02680,sante,2021-01-30,1264.53,résilié,0
CTR005915,CLI02681,prevoyance,2017-04-22,454.02,actif,0
CTR005916,CLI02681,habitation,2024-03-08,272.65,actif,0
CTR005917,CLI02682,epargne,2020-06-02,2388.37,actif,0
CTR005918,CLI02682,prevoyance,2020-11-12,492.93,actif,3
CTR005919,CLI02682,habitation,2021-08-06,307.58,résilié,0
CTR005920,CLI02683,auto,2022-07-08,591.0,résilié,2
CTR005921,CLI02683,epargne,2022-01-20,2122.86,résilié,3
CTR005922,CLI02683,habitation,2022-01-02,239.93,résilié,0
CTR005923,CLI02684,habitation,2015-05-09,277.88,actif,0
CTR005924,CLI02684,auto,2023-11-20,544.48,actif,0
CTR005925,CLI02685,sante,2022-06-19,970.5,actif,1
CTR005926,CLI02685,epargne,2021-07-31,2058.59,actif,0
CTR005927,CLI02686,prevoyance,2014-09-29,493.51,actif,0
CTR005928,CLI02686,sante,2020-06-06,1416.44,en_renouvellement,0
CTR005929,CLI02686,habitation,2024-11-01,296.89,actif,0
CTR005930,CLI02687,epargne,2020-07-06,2038.48,actif,0
CTR005931,CLI02688,sante,2014-10-17,1289.99,résilié,1
CTR005932,CLI02688,auto,2019-03-11,594.27,actif,0
CTR005933,CLI02689,epargne,2022-11-12,1700.99,actif,0
CTR005934,CLI02690,sante,2021-06-02,1335.17,actif,2
CTR005935,CLI02690,prevoyance,2015-06-12,407.2,actif,3
CTR005936,CLI02691,prevoyance,2023-10-12,362.23,actif,1
CTR005937,CLI02692,habitation,2012-01-11,294.59,actif,1
CTR005938,CLI02693,epargne,2022-05-30,1960.17,suspendu,1
CTR005939,CLI02693,sante,2020-12-02,1067.91,résilié,1
CTR005940,CLI02694,habitation,2024-12-31,253.98,actif,0
CTR005941,CLI02695,habitation,2020-05-22,285.32,résilié,0
CTR005942,CLI02696,auto,2024-12-15,566.74,actif,4
CTR005943,CLI02696,prevoyance,2023-12-16,500.49,actif,4
CTR005944,CLI02696,habitation,2024-04-21,266.92,résilié,0
CTR005945,CLI02697,auto,2024-05-25,602.29,actif,0
CTR005946,CLI02697,habitation,2023-08-09,289.4,actif,1
CTR005947,CLI02698,auto,2024-11-14,551.15,résilié,1
CTR005948,CLI02698,sante,2021-07-19,1256.49,résilié,0
CTR005949,CLI02698,epargne,2005-12-16,1683.73,résilié,0
CTR005950,CLI02698,prevoyance,2022-12-05,527.59,résilié,0
CTR005951,CLI02699,prevoyance,2021-01-06,448.59,actif,0
CTR005952,CLI02699,habitation,2021-03-13,335.27,actif,0
CTR005953,CLI02699,auto,2023-11-22,738.11,actif,0
CTR005954,CLI02700,sante,2018-06-20,1309.02,actif,2
CTR005955,CLI02701,habitation,2007-04-13,240.48,résilié,0
CTR005956,CLI02701,epargne,2004-11-09,2385.58,résilié,0
CTR005957,CLI02702,epargne,2019-07-31,1797.76,résilié,3
CTR005958,CLI02703,prevoyance,2021-08-11,532.22,résilié,0
CTR005959,CLI02703,epargne,2017-01-20,1700.46,actif,0
CTR005960,CLI02703,sante,2018-03-15,1416.39,suspendu,4
CTR005961,CLI02704,prevoyance,2015-03-31,419.53,actif,0
CTR005962,CLI02704,auto,2012-02-12,698.0,suspendu,1
CTR005963,CLI02704,epargne,2015-05-07,2119.16,suspendu,1
CTR005964,CLI02704,sante,2024-01-11,1221.59,actif,1
CTR005965,CLI02704,habitation,2017-08-08,227.06,suspendu,1
CTR005966,CLI02705,auto,2024-12-31,739.29,actif,0
CTR005967,CLI02705,prevoyance,2024-12-31,447.81,actif,1
CTR005968,CLI02706,habitation,2017-03-03,240.91,actif,0
CTR005969,CLI02706,sante,2018-11-03,1046.14,actif,1
CTR005970,CLI02706,epargne,2022-02-22,2011.24,actif,1
CTR005971,CLI02707,sante,2016-10-23,1243.17,actif,1
CTR005972,CLI02708,auto,2021-02-18,676.96,actif,0
CTR005973,CLI02708,prevoyance,2018-02-17,378.05,actif,2
CTR005974,CLI02709,epargne,2024-08-29,1602.26,actif,1
CTR005975,CLI02709,sante,2024-04-16,1386.06,actif,1
CTR005976,CLI02709,prevoyance,2024-07-26,439.65,actif,1
CTR005977,CLI02709,auto,2024-09-01,704.14,actif,1
CTR005978,CLI02710,sante,2019-10-17,1400.03,actif,1
CTR005979,CLI02711,prevoyance,2019-05-20,396.03,actif,0
CTR005980,CLI02712,sante,2009-01-10,1345.02,résilié,0
CTR005981,CLI02712,epargne,2011-11-08,2230.68,résilié,0
CTR005982,CLI02713,auto,2018-01-09,680.41,actif,1
CTR005983,CLI02713,prevoyance,2019-07-18,382.01,en_renouvellement,2
CTR005984,CLI02713,epargne,2021-10-27,1886.65,actif,0
CTR005985,CLI02714,auto,2023-10-24,626.4,résilié,2
CTR005986,CLI02714,prevoyance,2015-08-22,458.97,résilié,0
CTR005987,CLI02715,epargne,2009-06-26,2302.12,résilié,1
CTR005988,CLI02715,prevoyance,2024-08-02,523.05,résilié,1
CTR005989,CLI02715,habitation,2023-10-23,226.56,résilié,3
CTR005990,CLI02715,auto,2022-10-29,691.44,résilié,0
CTR005991,CLI02716,prevoyance,2024-08-30,432.69,actif,0
CTR005992,CLI02717,prevoyance,2021-09-21,441.31,actif,0
CTR005993,CLI02717,sante,2019-07-01,1017.76,actif,1
CTR005994,CLI02718,epargne,2017-04-17,2169.8,actif,1
CTR005995,CLI02718,habitation,2024-09-26,228.27,actif,0
CTR005996,CLI02718,sante,2020-07-19,1393.7,actif,1
CTR005997,CLI02719,sante,2009-12-31,1091.44,actif,0
CTR005998,CLI02720,sante,2014-07-18,1040.66,résilié,1
CTR005999,CLI02720,epargne,2020-04-23,1970.76,actif,3
CTR006000,CLI02720,auto,2024-04-30,735.0,actif,1
CTR006001,CLI02721,prevoyance,2021-11-07,366.74,actif,0
CTR006002,CLI02722,habitation,2023-05-24,242.76,résilié,2
CTR006003,CLI02723,auto,2024-12-31,599.18,actif,0
CTR006004,CLI02724,auto,2020-06-10,547.81,suspendu,2
CTR006005,CLI02724,sante,2024-06-20,1286.38,actif,0
CTR006006,CLI02724,epargne,2024-04-04,1869.19,en_renouvellement,0
CTR006007,CLI02724,habitation,2019-07-15,266.46,actif,1
CTR006008,CLI02725,habitation,2018-09-09,274.82,actif,1
CTR006009,CLI02725,auto,2017-08-17,762.85,actif,0
CTR006010,CLI02726,habitation,2024-12-01,333.25,actif,1
CTR006011,CLI02726,epargne,2022-08-16,1976.77,actif,1
CTR006012,CLI02726,prevoyance,2024-03-05,479.4,actif,0
CTR006013,CLI02727,auto,2019-06-16,770.83,résilié,0
CTR006014,CLI02728,habitation,2024-10-26,225.76,actif,0
CTR006015,CLI02728,auto,2023-04-02,594.99,actif,0
CTR006016,CLI02729,habitation,2016-06-29,322.83,actif,1
CTR006017,CLI02729,auto,2019-07-11,542.16,actif,1
CTR006018,CLI02730,sante,2024-06-05,982.91,en_renouvellement,0
CTR006019,CLI02730,auto,2024-09-11,570.18,actif,1
CTR006020,CLI02730,habitation,2024-12-23,230.32,actif,0
CTR006021,CLI02730,prevoyance,2024-02-10,480.06,actif,1
CTR006022,CLI02731,prevoyance,2004-12-01,445.3,résilié,1
CTR006023,CLI02731,sante,2011-07-12,1371.04,actif,0
CTR006024,CLI02731,habitation,2007-09-05,234.94,en_renouvellement,4
CTR006025,CLI02732,sante,2010-11-14,961.79,actif,0
CTR006026,CLI02732,auto,2004-12-31,678.26,actif,0
CTR006027,CLI02732,habitation,2016-01-01,287.26,actif,1
CTR006028,CLI02733,habitation,2024-09-25,250.1,résilié,0
CTR006029,CLI02734,epargne,2022-09-04,1931.11,résilié,1
CTR006030,CLI02734,sante,2020-09-30,999.45,en_renouvellement,0
CTR006031,CLI02735,habitation,2023-12-17,300.03,résilié,2
CTR006032,CLI02735,prevoyance,2022-12-01,422.51,résilié,2
CTR006033,CLI02736,sante,2019-06-18,1230.85,résilié,0
CTR006034,CLI02736,habitation,2016-05-20,232.4,résilié,1
CTR006035,CLI02736,epargne,2020-07-27,2280.53,résilié,0
CTR006036,CLI02736,prevoyance,2019-02-02,460.89,résilié,0
CTR006037,CLI02737,sante,2007-01-04,1025.72,actif,1
CTR006038,CLI02738,habitation,2017-04-07,324.35,suspendu,3
CTR006039,CLI02739,sante,2018-12-15,1397.86,en_renouvellement,0
CTR006040,CLI02739,epargne,2014-01-03,1666.07,en_renouvellement,1
CTR006041,CLI02740,epargne,2017-01-21,1762.75,actif,1
CTR006042,CLI02741,prevoyance,2011-10-13,507.03,actif,0
CTR006043,CLI02742,auto,2016-02-02,691.69,actif,1
CTR006044,CLI02742,prevoyance,2020-11-08,464.59,actif,2
CTR006045,CLI02742,sante,2012-10-01,1179.12,actif,1
CTR006046,CLI02742,epargne,2021-10-30,1829.13,résilié,0
CTR006047,CLI02743,auto,2023-03-06,728.34,actif,0
CTR006048,CLI02743,prevoyance,2014-10-11,495.08,actif,0
CTR006049,CLI02744,habitation,2024-05-29,316.6,actif,2
CTR006050,CLI02744,auto,2022-06-27,663.16,actif,0
CTR006051,CLI02744,epargne,2021-02-04,2269.06,actif,3
CTR006052,CLI02744,prevoyance,2019-09-29,444.83,actif,0
CTR006053,CLI02745,auto,2016-06-07,768.75,actif,1
CTR006054,CLI02745,sante,2019-11-21,1303.15,actif,2
CTR006055,CLI02745,prevoyance,2019-03-23,463.07,actif,0
CTR006056,CLI02746,sante,2010-10-27,1295.81,actif,2
CTR006057,CLI02747,auto,2010-08-03,679.39,résilié,1
CTR006058,CLI02747,habitation,2020-02-23,290.33,actif,0
CTR006059,CLI02748,prevoyance,2021-10-08,367.03,actif,2
CTR006060,CLI02749,auto,2019-02-16,714.31,résilié,0
CTR006061,CLI02749,habitation,2017-12-15,250.54,résilié,1
CTR006062,CLI02749,epargne,2016-05-17,1659.4,résilié,0
CTR006063,CLI02749,prevoyance,2017-11-28,401.1,résilié,1
CTR006064,CLI02750,sante,2018-11-20,1191.05,actif,0
CTR006065,CLI02750,habitation,2006-10-31,301.9,actif,2
CTR006066,CLI02751,sante,2022-05-11,1423.87,actif,0
CTR006067,CLI02751,auto,2023-11-06,754.74,actif,1
CTR006068,CLI02752,auto,2017-01-18,542.43,actif,1
CTR006069,CLI02753,prevoyance,2024-06-19,361.18,actif,0
CTR006070,CLI02753,auto,2024-03-20,718.12,actif,0
CTR006071,CLI02754,habitation,2022-05-15,290.39,actif,3
CTR006072,CLI02755,sante,2007-02-16,1202.37,en_renouvellement,1
CTR006073,CLI02755,habitation,2007-04-23,313.27,actif,1
CTR006074,CLI02756,auto,2016-10-30,777.9,suspendu,1
CTR006075,CLI02756,habitation,2024-10-26,285.89,suspendu,0
CTR006076,CLI02756,epargne,2021-10-18,1888.71,actif,2
CTR006077,CLI02757,epargne,2021-10-22,2284.69,actif,0
CTR006078,CLI02757,prevoyance,2023-06-19,498.51,résilié,0
CTR006079,CLI02757,auto,2021-11-13,733.27,suspendu,0
CTR006080,CLI02758,epargne,2021-11-02,2184.65,suspendu,1
CTR006081,CLI02759,habitation,2021-01-23,255.15,en_renouvellement,0
CTR006082,CLI02759,sante,2021-09-12,1272.98,actif,2
CTR006083,CLI02760,prevoyance,2015-01-25,451.33,actif,0
CTR006084,CLI02760,epargne,2018-06-22,2142.03,actif,4
CTR006085,CLI02760,sante,2012-09-09,1332.11,actif,2
CTR006086,CLI02760,auto,2019-01-19,551.28,résilié,0
CTR006087,CLI02761,auto,2024-07-16,760.38,actif,4
CTR006088,CLI02762,prevoyance,2012-09-12,477.03,actif,4
CTR006089,CLI02762,sante,2020-12-01,1350.34,actif,2
CTR006090,CLI02762,auto,2019-12-16,760.49,résilié,0
CTR006091,CLI02762,epargne,2018-10-20,2074.77,suspendu,0
CTR006092,CLI02763,epargne,2019-01-03,1612.61,en_renouvellement,2
CTR006093,CLI02764,epargne,2014-01-07,1930.4,actif,0
CTR006094,CLI02764,prevoyance,2011-01-04,519.91,actif,0
CTR006095,CLI02764,auto,2018-08-05,755.38,actif,1
CTR006096,CLI02765,epargne,2023-03-05,2046.67,suspendu,0
CTR006097,CLI02765,habitation,2023-01-12,283.32,actif,1
CTR006098,CLI02766,habitation,2020-03-03,297.35,actif,0
CTR006099,CLI02766,prevoyance,2022-01-13,424.56,actif,1
CTR006100,CLI02767,sante,2023-03-06,1108.05,en_renouvellement,0
CTR006101,CLI02767,epargne,2018-03-07,1893.36,actif,0
CTR006102,CLI02767,prevoyance,2018-05-20,528.61,actif,2
CTR006103,CLI02767,habitation,2019-10-21,284.72,actif,3
CTR006104,CLI02768,prevoyance,2022-05-06,539.18,en_renouvellement,1
CTR006105,CLI02769,auto,2023-01-05,536.7,résilié,1
CTR006106,CLI02770,sante,2024-11-16,1249.26,actif,1
CTR006107,CLI02770,auto,2019-02-24,544.33,actif,1
CTR006108,CLI02771,sante,2010-01-15,1207.01,en_renouvellement,2
CTR006109,CLI02771,prevoyance,2007-10-13,397.63,en_renouvellement,0
CTR006110,CLI02771,epargne,2010-01-01,1608.99,actif,0
CTR006111,CLI02772,epargne,2024-08-12,1936.83,actif,0
CTR006112,CLI02773,epargne,2019-12-20,2170.57,actif,0
CTR006113,CLI02773,auto,2018-07-14,663.85,actif,0
CTR006114,CLI02773,habitation,2018-12-09,333.25,actif,0
CTR006115,CLI02774,sante,2022-05-15,1390.12,actif,0
CTR006116,CLI02774,prevoyance,2020-03-24,401.47,en_renouvellement,2
CTR006117,CLI02775,prevoyance,2017-03-21,476.54,actif,1
CTR006118,CLI02776,habitation,2009-09-03,301.87,actif,3
CTR006119,CLI02776,epargne,2006-06-25,2131.56,en_renouvellement,1
CTR006120,CLI02776,prevoyance,2008-06-30,517.79,actif,1
CTR006121,CLI02777,sante,2022-04-18,1091.39,suspendu,0
CTR006122,CLI02778,habitation,2023-11-19,235.13,actif,2
CTR006123,CLI02778,auto,2023-08-26,643.46,actif,1
CTR006124,CLI02779,habitation,2021-04-08,232.42,actif,0
CTR006125,CLI02780,prevoyance,2018-05-13,465.08,résilié,0
CTR006126,CLI02780,auto,2020-08-14,530.92,actif,1
CTR006127,CLI02781,habitation,2023-08-07,253.77,actif,0
CTR006128,CLI02781,sante,2023-04-03,1187.49,actif,0
CTR006129,CLI02782,sante,2016-05-16,1136.24,en_renouvellement,1
CTR006130,CLI02782,habitation,2020-06-15,267.74,actif,0
CTR006131,CLI02783,habitation,2018-08-25,229.88,actif,2
CTR006132,CLI02783,sante,2020-01-18,987.48,actif,0
CTR006133,CLI02784,auto,2007-08-19,610.01,actif,0
CTR006134,CLI02784,prevoyance,2007-10-14,462.25,actif,1
CTR006135,CLI02785,auto,2016-06-01,594.98,résilié,0
CTR006136,CLI02786,epargne,2017-09-30,1609.96,suspendu,2
CTR006137,CLI02786,habitation,2024-07-04,257.27,résilié,1
CTR006138,CLI02787,prevoyance,2024-10-03,485.89,actif,2
CTR006139,CLI02787,habitation,2024-05-05,249.66,actif,1
CTR006140,CLI02787,auto,2023-08-06,560.48,en_renouvellement,0
CTR006141,CLI02787,epargne,2023-08-28,2010.74,actif,0
CTR006142,CLI02787,sante,2024-03-04,1094.11,résilié,1
CTR006143,CLI02788,prevoyance,2018-04-17,447.91,actif,0
CTR006144,CLI02788,sante,2016-11-14,1049.6,actif,2
CTR006145,CLI02788,epargne,2015-06-05,2119.71,suspendu,0
CTR006146,CLI02788,habitation,2013-10-11,227.5,actif,0
CTR006147,CLI02789,auto,2020-06-11,526.11,actif,0
CTR006148,CLI02790,sante,2020-12-01,1396.83,résilié,0
CTR006149,CLI02791,auto,2021-01-01,628.67,actif,0
CTR006150,CLI02791,prevoyance,2021-04-14,476.91,en_renouvellement,0
CTR006151,CLI02791,habitation,2014-01-21,311.78,actif,0
CTR006152,CLI02791,sante,2022-05-10,1128.78,en_renouvellement,0
CTR006153,CLI02792,habitation,2018-09-21,304.79,actif,0
CTR006154,CLI02792,sante,2020-12-01,961.63,actif,1
CTR006155,CLI02793,habitation,2007-02-18,313.46,suspendu,0
CTR006156,CLI02793,prevoyance,2015-02-26,426.86,actif,1
CTR006157,CLI02794,epargne,2019-11-15,2245.49,résilié,0
CTR006158,CLI02794,sante,2021-06-10,1396.9,actif,0
CTR006159,CLI02794,prevoyance,2020-08-17,527.44,actif,0
CTR006160,CLI02795,epargne,2018-11-20,1617.49,actif,0
CTR006161,CLI02796,epargne,2019-01-02,1687.87,actif,0
CTR006162,CLI02796,auto,2021-02-24,668.7,actif,0
CTR006163,CLI02797,auto,2021-10-22,655.73,actif,2
CTR006164,CLI02797,sante,2022-06-16,1227.47,actif,0
CTR006165,CLI02797,habitation,2022-08-22,297.16,actif,0
CTR006166,CLI02797,epargne,2024-07-02,2139.4,actif,0
CTR006167,CLI02797,prevoyance,2023-12-06,520.72,actif,0
CTR006168,CLI02798,auto,2024-05-30,632.93,actif,0
CTR006169,CLI02798,prevoyance,2024-07-21,465.73,actif,0
CTR006170,CLI02798,epargne,2024-07-20,2062.12,en_renouvellement,0
CTR006171,CLI02799,epargne,2022-11-28,2378.64,en_renouvellement,0
CTR006172,CLI02800,sante,2008-08-15,1403.5,résilié,0
CTR006173,CLI02801,habitation,2008-02-09,328.51,actif,0
CTR006174,CLI02802,prevoyance,2018-10-01,466.45,actif,1
CTR006175,CLI02802,auto,2011-09-02,687.9,en_renouvellement,0
CTR006176,CLI02802,sante,2018-07-01,1350.83,actif,0
CTR006177,CLI02803,habitation,2021-12-18,259.44,actif,0
CTR006178,CLI02804,epargne,2024-08-15,2396.0,actif,0
CTR006179,CLI02805,sante,2024-12-30,1105.14,en_renouvellement,0
CTR006180,CLI02805,prevoyance,2024-12-31,421.82,suspendu,0
CTR006181,CLI02805,auto,2024-12-30,755.2,suspendu,2
CTR006182,CLI02805,habitation,2024-12-31,334.35,en_renouvellement,0
CTR006183,CLI02806,prevoyance,2023-05-14,521.12,suspendu,4
CTR006184,CLI02807,auto,2016-12-15,644.91,actif,1
CTR006185,CLI02808,habitation,2024-11-13,231.78,actif,1
CTR006186,CLI02809,prevoyance,2020-07-23,484.13,suspendu,1
CTR006187,CLI02810,auto,2022-05-01,629.57,actif,0
CTR006188,CLI02810,sante,2024-09-10,1004.48,actif,0
CTR006189,CLI02811,habitation,2015-10-30,238.92,en_renouvellement,2
CTR006190,CLI02811,prevoyance,2022-12-29,528.0,actif,0
CTR006191,CLI02811,auto,2012-06-19,735.79,actif,0
CTR006192,CLI02811,epargne,2017-10-24,2108.57,actif,0
CTR006193,CLI02812,auto,2010-01-18,749.32,résilié,0
CTR006194,CLI02812,habitation,2012-01-22,226.48,résilié,1
CTR006195,CLI02812,epargne,2010-07-21,1646.67,résilié,1
CTR006196,CLI02812,prevoyance,2019-01-19,465.76,résilié,0
CTR006197,CLI02813,sante,2009-09-03,986.41,actif,0
CTR006198,CLI02813,epargne,2001-01-29,1937.72,en_renouvellement,0
CTR006199,CLI02814,prevoyance,2010-05-15,429.54,actif,0
CTR006200,CLI02814,auto,2023-06-07,625.73,actif,0
CTR006201,CLI02815,sante,2020-05-16,1202.91,actif,4
CTR006202,CLI02815,auto,2016-06-18,644.8,actif,0
CTR006203,CLI02816,sante,2021-07-10,1287.21,en_renouvellement,0
CTR006204,CLI02817,sante,2015-05-20,1075.33,en_renouvellement,0
CTR006205,CLI02818,sante,2016-05-31,1056.75,actif,0
CTR006206,CLI02818,prevoyance,2019-10-17,517.32,suspendu,1
CTR006207,CLI02818,auto,2021-04-02,713.86,actif,3
CTR006208,CLI02818,habitation,2016-10-29,271.37,actif,0
CTR006209,CLI02819,auto,2016-03-10,610.38,actif,0
CTR006210,CLI02820,prevoyance,2014-08-06,481.95,actif,0
CTR006211,CLI02821,prevoyance,2019-04-25,483.26,suspendu,0
CTR006212,CLI02821,habitation,2017-12-13,332.6,actif,0
CTR006213,CLI02822,auto,2022-09-23,691.41,actif,0
CTR006214,CLI02822,habitation,2022-12-24,269.94,actif,0
CTR006215,CLI02823,habitation,2016-06-23,271.04,actif,0
CTR006216,CLI02824,prevoyance,2005-11-02,502.68,actif,0
CTR006217,CLI02825,epargne,2022-06-21,2338.91,actif,0
CTR006218,CLI02825,sante,2018-12-06,1355.0,actif,1
CTR006219,CLI02826,habitation,2023-01-24,287.85,actif,0
CTR006220,CLI02826,auto,2024-02-22,578.66,suspendu,4
CTR006221,CLI02826,epargne,2024-02-26,1878.84,actif,0
CTR006222,CLI02827,auto,2022-02-14,642.4,résilié,0
CTR006223,CLI02828,habitation,2021-04-04,284.25,suspendu,1
CTR006224,CLI02828,epargne,2024-12-29,1987.79,actif,0
CTR006225,CLI02829,epargne,2017-05-16,1783.16,actif,1
CTR006226,CLI02829,prevoyance,2016-09-23,474.76,actif,0
CTR006227,CLI02830,sante,2018-01-10,1224.75,résilié,2
CTR006228,CLI02830,auto,2008-11-20,616.59,résilié,1
CTR006229,CLI02830,habitation,2021-08-18,311.25,résilié,0
CTR006230,CLI02830,epargne,2022-08-31,2333.02,résilié,0
CTR006231,CLI02831,auto,2022-02-23,547.75,résilié,2
