client_id,age,anciennete_ans,statut,nb_produits,canal_principal,region,revenu_mensuel,tranche_age,score_intensite,niveau_engagement
CLI02365,79,13,client_actif,4,agence,OCC,4327.0,60-80 ans,0.6846,Engagé
CLI02366,61,13,résilié,2,web,IDF,2039.0,60-80 ans,0.2044,Dormant
CLI02367,73,4,client_actif,3,agence,BFC,2429.0,60-80 ans,0.8438,Très engagé
CLI02368,45,17,client_actif,3,agence,OCC,1667.0,30-45 ans,0.4595,Peu engagé
CLI02369,46,23,client_actif,1,agence,IDF,1452.0,45-60 ans,0.7254,Engagé
CLI02370,38,13,client_inactif,1,telephone,ARA,2760.0,30-45 ans,0.3562,Peu engagé
CLI02371,64,1,prospect,1,app_mobile,PACA,3042.0,60-80 ans,0.3768,Peu engagé
CLI02372,33,11,résilié,2,web,ARA,3255.0,30-45 ans,0.3369,Peu engagé
CLI02373,54,21,client_inactif,1,web,BFC,2172.0,45-60 ans,0.2408,Dormant
CLI02374,76,23,client_actif,1,app_mobile,PACA,2428.0,60-80 ans,0.8241,Très engagé
CLI02375,37,5,client_inactif,1,agence,NAQ,3562.0,30-45 ans,0.5262,Engagé
CLI02376,23,3,client_actif,1,web,IDF,1486.0,18-30 ans,0.415,Peu engagé
CLI02377,36,12,client_actif,4,web,NAQ,2811.0,30-45 ans,0.487,Peu engagé
CLI02378,74,3,client_inactif,1,agence,PACA,3975.0,60-80 ans,0.4658,Peu engagé
CLI02379,22,21,résilié,2,agence,IDF,2561.0,18-30 ans,0.4328,Peu engagé
CLI02380,20,13,prospect,2,agence,IDF,2421.0,18-30 ans,0.4752,Peu engagé
CLI02381,76,15,client_actif,2,telephone,NAQ,3919.0,60-80 ans,0.8178,Très engagé
CLI02382,18,3,client_actif,1,agence,IDF,1528.0,,0.7021,Engagé
CLI02383,75,23,client_actif,1,agence,PACA,2076.0,60-80 ans,0.7614,Très engagé
CLI02384,77,24,client_actif,1,app_mobile,BFC,2111.0,60-80 ans,0.585,Engagé
CLI02385,55,0,prospect,2,email,BFC,3425.0,45-60 ans,0.1233,Dormant
CLI02386,32,12,client_actif,1,app_mobile,PACA,1356.0,30-45 ans,0.5042,Engagé
CLI02387,51,3,client_actif,2,web,NAQ,3910.0,45-60 ans,0.7977,Très engagé
CLI02388,78,19,client_actif,3,web,ARA,2776.0,60-80 ans,0.8043,Très engagé
CLI02389,52,17,client_inactif,2,agence,PACA,3741.0,45-60 ans,0.3339,Peu engagé
CLI02390,66,5,client_inactif,2,telephone,BFC,3917.0,60-80 ans,0.4047,Peu engagé
CLI02391,42,2,client_actif,2,web,PACA,2093.0,30-45 ans,0.6917,Engagé
CLI02392,41,22,client_actif,3,web,IDF,2817.0,30-45 ans,0.5941,Engagé
CLI02393,29,12,client_actif,1,telephone,IDF,2595.0,18-30 ans,0.5037,Engagé
CLI02394,35,15,client_actif,3,telephone,PACA,2741.0,30-45 ans,0.7946,Très engagé
CLI02395,32,4,client_actif,3,web,NAQ,2287.0,30-45 ans,0.6993,Engagé
CLI02396,61,3,client_inactif,2,app_mobile,ARA,3803.0,60-80 ans,0.5204,Engagé
CLI02397,33,20,prospect,1,agence,IDF,2633.0,30-45 ans,0.4161,Peu engagé
CLI02398,44,7,prospect,2,web,BFC,2499.0,30-45 ans,0.2908,Peu engagé
CLI02399,25,18,prospect,1,telephone,IDF,3811.0,18-30 ans,0.4168,Peu engagé
CLI02400,77,13,client_actif,1,web,BFC,3553.0,60-80 ans,0.6672,Engagé
CLI02401,63,6,prospect,1,web,ARA,3059.0,60-80 ans,0.5562,Engagé
CLI02402,42,13,résilié,1,web,IDF,2447.0,30-45 ans,0.2319,Dormant
CLI02403,34,5,client_actif,2,web,NAQ,4118.0,30-45 ans,0.7287,Engagé
CLI02404,46,11,prospect,3,web,BFC,1849.0,45-60 ans,0.4534,Peu engagé
CLI02405,70,15,client_actif,1,web,IDF,3765.0,60-80 ans,0.7919,Très engagé
CLI02406,25,16,résilié,4,agence,IDF,3364.0,18-30 ans,0.3159,Peu engagé
CLI02407,32,12,client_actif,5,web,PACA,1660.0,30-45 ans,0.6886,Engagé
CLI02408,44,22,client_actif,5,telephone,NAQ,2867.0,30-45 ans,0.6422,Engagé
CLI02409,63,13,client_inactif,3,app_mobile,NAQ,1611.0,60-80 ans,0.3104,Peu engagé
CLI02410,67,6,client_actif,2,agence,PACA,2487.0,60-80 ans,0.5184,Engagé
CLI02411,69,13,client_actif,1,web,BFC,3052.0,60-80 ans,0.6087,Engagé
CLI02412,24,14,client_actif,2,web,OCC,1887.0,18-30 ans,0.5981,Engagé
CLI02413,20,11,client_actif,2,app_mobile,ARA,1200.0,18-30 ans,0.5644,Engagé
CLI02414,46,16,client_actif,3,app_mobile,NAQ,2685.0,45-60 ans,0.6494,Engagé
CLI02415,61,8,client_actif,5,agence,OCC,2993.0,60-80 ans,0.7857,Très engagé
CLI02416,70,21,client_actif,2,agence,BFC,2461.0,60-80 ans,0.7612,Très engagé
CLI02417,41,14,client_actif,1,agence,ARA,2786.0,30-45 ans,0.5708,Engagé
CLI02418,77,11,prospect,1,app_mobile,NAQ,2638.0,60-80 ans,0.3738,Peu engagé
CLI02419,75,1,client_actif,1,telephone,IDF,1884.0,60-80 ans,0.7869,Très engagé
CLI02420,20,4,client_actif,2,agence,NAQ,4552.0,18-30 ans,0.692,Engagé
CLI02421,37,12,résilié,2,email,ARA,3085.0,30-45 ans,0.3866,Peu engagé
CLI02422,63,19,client_actif,3,telephone,OCC,2417.0,60-80 ans,0.8769,Très engagé
CLI02423,32,22,client_actif,2,web,IDF,2058.0,30-45 ans,0.7843,Très engagé
CLI02424,42,7,client_actif,4,web,ARA,2442.0,30-45 ans,0.7786,Très engagé
CLI02425,47,13,prospect,2,app_mobile,BFC,2472.0,45-60 ans,0.4092,Peu engagé
CLI02426,31,14,prospect,3,agence,ARA,2834.0,30-45 ans,0.4207,Peu engagé
CLI02427,24,10,client_actif,1,app_mobile,NAQ,3832.0,18-30 ans,0.8101,Très engagé
CLI02428,34,0,client_actif,4,agence,BFC,2076.0,30-45 ans,0.7172,Engagé
CLI02429,79,20,client_actif,3,web,PACA,2960.0,60-80 ans,0.6582,Engagé
CLI02430,61,2,client_inactif,1,web,PACA,3520.0,60-80 ans,0.3003,Peu engagé
CLI02431,37,16,prospect,1,web,IDF,2194.0,30-45 ans,0.6122,Engagé
CLI02432,53,18,client_actif,4,app_mobile,ARA,2188.0,45-60 ans,0.7636,Très engagé
CLI02433,26,13,client_actif,1,agence,OCC,1442.0,18-30 ans,0.5319,Engagé
CLI02434,55,21,client_actif,2,web,IDF,4313.0,45-60 ans,0.5811,Engagé
CLI02435,65,22,client_actif,1,agence,BFC,3257.0,60-80 ans,0.6577,Engagé
CLI02436,74,7,client_actif,3,web,IDF,2287.0,60-80 ans,0.754,Très engagé
CLI02437,77,12,client_actif,3,web,NAQ,2248.0,60-80 ans,0.7458,Engagé
CLI02438,39,19,client_inactif,2,agence,BFC,1872.0,30-45 ans,0.4209,Peu engagé
CLI02439,71,2,client_inactif,2,app_mobile,OCC,2941.0,60-80 ans,0.4976,Peu engagé
CLI02440,70,4,client_actif,5,agence,ARA,2492.0,60-80 ans,0.7494,Engagé
CLI02441,70,8,prospect,3,telephone,BFC,1974.0,60-80 ans,0.5507,Engagé
CLI02442,19,5,client_inactif,4,telephone,ARA,2105.0,18-30 ans,0.3894,Peu engagé
CLI02443,41,24,client_actif,2,web,ARA,3453.0,30-45 ans,0.681,Engagé
CLI02444,25,21,client_actif,1,app_mobile,IDF,2457.0,18-30 ans,0.7651,Très engagé
CLI02445,28,1,client_actif,2,agence,NAQ,1695.0,18-30 ans,0.7218,Engagé
CLI02446,30,12,prospect,3,agence,IDF,2858.0,18-30 ans,0.6093,Engagé
CLI02447,34,4,client_actif,1,agence,PACA,2182.0,30-45 ans,0.6074,Engagé
CLI02448,25,24,client_actif,1,web,PACA,3381.0,18-30 ans,0.7589,Très engagé
CLI02449,38,7,client_actif,1,web,ARA,4156.0,30-45 ans,0.688,Engagé
CLI02450,35,22,client_actif,2,app_mobile,NAQ,1200.0,30-45 ans,0.5995,Engagé
CLI02451,47,0,client_inactif,3,agence,BFC,2164.0,45-60 ans,0.3434,Peu engagé
CLI02452,35,19,client_actif,1,web,ARA,2925.0,30-45 ans,0.4963,Peu engagé
CLI02453,63,11,prospect,3,web,BFC,2731.0,60-80 ans,0.5821,Engagé
CLI02454,64,22,client_actif,4,agence,ARA,3927.0,60-80 ans,0.6016,Engagé
CLI02455,48,10,client_inactif,1,web,IDF,2783.0,45-60 ans,0.2219,Dormant
CLI02456,55,6,client_inactif,3,web,ARA,2984.0,45-60 ans,0.3586,Peu engagé
CLI02457,49,14,client_actif,5,web,ARA,3188.0,45-60 ans,0.6321,Engagé
CLI02458,28,21,client_actif,5,web,NAQ,2187.0,18-30 ans,0.5679,Engagé
CLI02459,62,23,client_inactif,1,app_mobile,NAQ,3264.0,60-80 ans,0.4909,Peu engagé
CLI02460,42,10,client_actif,1,app_mobile,BFC,3165.0,30-45 ans,0.6732,Engagé
CLI02461,50,21,prospect,1,web,NAQ,2893.0,45-60 ans,0.4655,Peu engagé
CLI02462,77,15,client_actif,3,web,ARA,1200.0,60-80 ans,0.7089,Engagé
CLI02463,55,2,client_actif,3,web,NAQ,2115.0,45-60 ans,0.6348,Engagé
CLI02464,58,19,client_actif,3,agence,NAQ,2967.0,45-60 ans,0.8094,Très engagé
CLI02465,25,13,client_actif,1,web,OCC,2714.0,18-30 ans,0.8032,Très engagé
CLI02466,28,2,client_actif,1,app_mobile,OCC,3474.0,18-30 ans,0.7403,Engagé
CLI02467,39,0,résilié,2,web,PACA,3481.0,30-45 ans,0.3545,Peu engagé
CLI02468,68,20,client_inactif,2,web,IDF,3110.0,60-80 ans,0.2025,Dormant
CLI02469,41,14,résilié,3,web,IDF,3481.0,30-45 ans,0.2908,Peu engagé
CLI02470,58,0,résilié,2,web,NAQ,3250.0,45-60 ans,0.4351,Peu engagé
CLI02471,34,16,prospect,1,agence,PACA,2326.0,30-45 ans,0.494,Peu engagé
CLI02472,29,1,client_actif,1,app_mobile,PACA,2795.0,18-30 ans,0.8507,Très engagé
CLI02473,74,19,client_actif,1,telephone,BFC,1811.0,60-80 ans,0.6651,Engagé
CLI02474,63,5,client_inactif,1,web,OCC,4144.0,60-80 ans,0.4753,Peu engagé
CLI02475,49,7,client_actif,1,web,PACA,1671.0,45-60 ans,0.4665,Peu engagé
CLI02476,32,15,résilié,1,web,ARA,1200.0,30-45 ans,0.2617,Peu engagé
CLI02477,33,18,client_actif,1,agence,BFC,4709.0,30-45 ans,0.6128,Engagé
CLI02478,71,0,client_inactif,1,web,NAQ,2716.0,60-80 ans,0.2129,Dormant
CLI02479,39,2,prospect,3,app_mobile,ARA,3605.0,30-45 ans,0.3719,Peu engagé
CLI02480,45,2,client_actif,1,web,IDF,3460.0,30-45 ans,0.4569,Peu engagé
CLI02481,37,4,client_inactif,3,web,OCC,3741.0,30-45 ans,0.4343,Peu engagé
CLI02482,50,11,prospect,3,telephone,ARA,3332.0,45-60 ans,0.4482,Peu engagé
CLI02483,27,11,client_inactif,2,app_mobile,NAQ,3338.0,18-30 ans,0.3447,Peu engagé
CLI02484,57,19,prospect,5,agence,ARA,1200.0,45-60 ans,0.269,Peu engagé
CLI02485,49,12,client_actif,1,agence,ARA,1933.0,45-60 ans,0.759,Très engagé
CLI02486,67,19,client_actif,3,app_mobile,PACA,1200.0,60-80 ans,0.6344,Engagé
CLI02487,77,8,client_actif,5,web,OCC,2062.0,60-80 ans,0.588,Engagé
CLI02488,50,6,client_actif,4,agence,IDF,2320.0,45-60 ans,0.6195,Engagé
CLI02489,19,3,client_actif,1,web,NAQ,2695.0,18-30 ans,0.6737,Engagé
CLI02490,50,18,prospect,1,app_mobile,BFC,1947.0,45-60 ans,0.5053,Engagé
CLI02491,50,21,prospect,1,agence,BFC,2483.0,45-60 ans,0.5614,Engagé
CLI02492,58,18,client_actif,2,agence,NAQ,2334.0,45-60 ans,0.561,Engagé
CLI02493,30,5,client_actif,3,agence,IDF,3111.0,18-30 ans,0.5498,Engagé
CLI02494,47,12,client_inactif,1,agence,NAQ,3483.0,45-60 ans,0.3449,Peu engagé
CLI02495,50,10,client_actif,2,web,PACA,2993.0,45-60 ans,0.8099,Très engagé
CLI02496,30,12,client_actif,3,web,BFC,3367.0,18-30 ans,0.718,Engagé
CLI02497,69,12,client_actif,2,web,BFC,2972.0,60-80 ans,0.793,Très engagé
CLI02498,43,24,prospect,4,agence,ARA,3868.0,30-45 ans,0.4488,Peu engagé
CLI02499,39,21,client_actif,3,email,PACA,4478.0,30-45 ans,0.632,Engagé
CLI02500,56,19,résilié,1,web,BFC,1200.0,45-60 ans,0.3315,Peu engagé
CLI02501,19,14,client_inactif,2,web,PACA,3820.0,18-30 ans,0.3808,Peu engagé
CLI02502,55,20,client_actif,1,app_mobile,PACA,1639.0,45-60 ans,0.4375,Peu engagé
CLI02503,56,12,client_actif,2,telephone,IDF,2967.0,45-60 ans,0.8887,Très engagé
CLI02504,43,21,client_inactif,5,app_mobile,BFC,3035.0,30-45 ans,0.3996,Peu engagé
CLI02505,63,10,client_actif,4,web,OCC,3348.0,60-80 ans,0.8651,Très engagé
CLI02506,75,18,prospect,2,email,IDF,2754.0,60-80 ans,0.3874,Peu engagé
CLI02507,67,7,prospect,1,telephone,IDF,2796.0,60-80 ans,0.3153,Peu engagé
CLI02508,32,19,client_actif,1,web,PACA,3109.0,30-45 ans,0.4841,Peu engagé
CLI02509,51,7,résilié,2,telephone,OCC,2488.0,45-60 ans,0.5153,Engagé
CLI02510,59,9,client_actif,1,app_mobile,IDF,1200.0,45-60 ans,0.8157,Très engagé
CLI02511,72,15,prospect,2,app_mobile,OCC,2798.0,60-80 ans,0.3942,Peu engagé
CLI02512,61,18,client_actif,1,app_mobile,BFC,2126.0,60-80 ans,0.4985,Peu engagé
CLI02513,66,22,client_inactif,1,telephone,PACA,2049.0,60-80 ans,0.3373,Peu engagé
CLI02514,57,10,client_inactif,1,agence,IDF,1962.0,45-60 ans,0.4444,Peu engagé
CLI02515,28,12,client_actif,5,web,OCC,1200.0,18-30 ans,0.7237,Engagé
CLI02516,78,8,client_actif,3,email,NAQ,2440.0,60-80 ans,0.4557,Peu engagé
CLI02517,20,19,prospect,1,web,IDF,2801.0,18-30 ans,0.3373,Peu engagé
CLI02518,76,23,client_inactif,1,agence,IDF,3491.0,60-80 ans,0.3185,Peu engagé
CLI02519,23,18,client_inactif,2,agence,IDF,2268.0,18-30 ans,0.462,Peu engagé
CLI02520,26,15,client_actif,1,web,OCC,4220.0,18-30 ans,0.7976,Très engagé
CLI02521,23,6,client_inactif,2,web,ARA,3325.0,18-30 ans,0.3919,Peu engagé
CLI02522,26,18,client_actif,3,telephone,BFC,1791.0,18-30 ans,0.7915,Très engagé
CLI02523,56,11,prospect,2,app_mobile,IDF,2361.0,45-60 ans,0.4053,Peu engagé
CLI02524,48,14,client_actif,2,agence,NAQ,4619.0,45-60 ans,0.8543,Très engagé
CLI02525,49,22,client_actif,2,app_mobile,NAQ,3484.0,45-60 ans,0.8282,Très engagé
CLI02526,58,13,client_actif,4,agence,PACA,2326.0,45-60 ans,0.8663,Très engagé
CLI02527,67,10,client_actif,4,app_mobile,ARA,3603.0,60-80 ans,0.8276,Très engagé
CLI02528,29,9,client_actif,2,web,ARA,1665.0,18-30 ans,0.7852,Très engagé
CLI02529,25,10,client_actif,1,app_mobile,OCC,2303.0,18-30 ans,0.8573,Très engagé
CLI02530,25,5,client_actif,2,telephone,PACA,1200.0,18-30 ans,0.6823,Engagé
CLI02531,67,1,prospect,1,app_mobile,OCC,3343.0,60-80 ans,0.5241,Engagé
CLI02532,45,10,client_actif,2,web,PACA,1751.0,30-45 ans,0.815,Très engagé
CLI02533,79,18,client_actif,2,telephone,BFC,2727.0,60-80 ans,0.6515,Engagé
CLI02534,37,5,client_actif,1,agence,ARA,1408.0,30-45 ans,0.5397,Engagé
CLI02535,79,13,client_inactif,1,web,BFC,2980.0,60-80 ans,0.4875,Peu engagé
CLI02536,64,19,client_inactif,2,email,OCC,2733.0,60-80 ans,0.4575,Peu engagé
CLI02537,76,5,client_inactif,4,agence,PACA,1474.0,60-80 ans,0.2259,Dormant
CLI02538,24,16,client_actif,2,web,ARA,2370.0,18-30 ans,0.5638,Engagé
CLI02539,28,9,prospect,3,web,ARA,2920.0,18-30 ans,0.481,Peu engagé
CLI02540,37,0,client_actif,1,agence,IDF,3201.0,30-45 ans,0.7809,Très engagé
CLI02541,33,2,client_actif,2,agence,OCC,4225.0,30-45 ans,0.5989,Engagé
CLI02542,21,7,client_actif,2,web,IDF,3896.0,18-30 ans,0.6959,Engagé
CLI02543,23,7,prospect,3,web,ARA,2174.0,18-30 ans,0.2552,Peu engagé
CLI02544,75,19,client_inactif,1,web,OCC,2163.0,60-80 ans,0.4133,Peu engagé
CLI02545,39,21,prospect,2,app_mobile,OCC,1512.0,30-45 ans,0.5116,Engagé
CLI02546,43,14,résilié,1,web,BFC,1891.0,30-45 ans,0.2788,Peu engagé
CLI02547,20,23,client_inactif,1,web,NAQ,3574.0,18-30 ans,0.2984,Peu engagé
CLI02548,58,6,client_actif,5,agence,PACA,1370.0,45-60 ans,0.8065,Très engagé
CLI02549,77,10,client_inactif,1,agence,NAQ,2661.0,60-80 ans,0.4658,Peu engagé
CLI02550,59,6,client_actif,1,app_mobile,NAQ,2529.0,45-60 ans,0.5809,Engagé
CLI02551,31,3,client_inactif,2,app_mobile,ARA,2118.0,30-45 ans,0.4536,Peu engagé
CLI02552,28,24,client_actif,4,app_mobile,BFC,1628.0,18-30 ans,0.7444,Engagé
CLI02553,35,11,client_inactif,2,app_mobile,PACA,1200.0,30-45 ans,0.1507,Dormant
CLI02554,71,5,client_actif,3,email,NAQ,1636.0,60-80 ans,0.4769,Peu engagé
CLI02555,29,13,résilié,4,agence,NAQ,2725.0,18-30 ans,0.2919,Peu engagé
CLI02556,40,11,client_actif,1,web,OCC,3338.0,30-45 ans,0.7353,Engagé
CLI02557,29,10,client_actif,2,app_mobile,ARA,4251.0,18-30 ans,0.5847,Engagé
CLI02558,30,18,client_inactif,2,app_mobile,NAQ,3101.0,18-30 ans,0.2373,Dormant
CLI02559,42,20,client_inactif,3,agence,PACA,3333.0,30-45 ans,0.4666,Peu engagé
CLI02560,62,4,client_actif,1,app_mobile,IDF,4247.0,60-80 ans,0.6407,Engagé
CLI02561,68,13,client_actif,1,telephone,IDF,3104.0,60-80 ans,0.6768,Engagé
CLI02562,75,20,client_actif,3,agence,ARA,3685.0,60-80 ans,0.8665,Très engagé
CLI02563,36,23,résilié,2,app_mobile,IDF,2458.0,30-45 ans,0.3868,Peu engagé
CLI02564,72,15,client_inactif,2,telephone,OCC,3449.0,60-80 ans,0.3314,Peu engagé
CLI02565,63,24,client_inactif,2,agence,OCC,2989.0,60-80 ans,0.4483,Peu engagé
CLI02566,53,12,prospect,1,agence,PACA,2582.0,45-60 ans,0.3797,Peu engagé
CLI02567,62,24,client_actif,2,email,BFC,4192.0,60-80 ans,0.8399,Très engagé
CLI02568,25,21,client_actif,2,web,ARA,1717.0,18-30 ans,0.553,Engagé
CLI02569,46,21,client_inactif,4,web,ARA,2026.0,45-60 ans,0.3856,Peu engagé
CLI02570,72,24,prospect,1,telephone,IDF,3860.0,60-80 ans,0.3885,Peu engagé
CLI02571,70,19,client_inactif,4,agence,NAQ,3674.0,60-80 ans,0.4886,Peu engagé
CLI02572,72,21,client_actif,2,telephone,NAQ,2811.0,60-80 ans,0.8686,Très engagé
CLI02573,49,3,client_actif,1,web,BFC,3106.0,45-60 ans,0.8667,Très engagé
CLI02574,68,10,client_actif,3,agence,NAQ,3266.0,60-80 ans,0.8191,Très engagé
CLI02575,61,16,client_actif,1,web,BFC,3129.0,60-80 ans,0.806,Très engagé
CLI02576,35,6,client_actif,5,app_mobile,PACA,3017.0,30-45 ans,0.863,Très engagé
CLI02577,23,13,prospect,4,web,ARA,2044.0,18-30 ans,0.3979,Peu engagé
CLI02578,35,10,client_actif,1,web,IDF,3914.0,30-45 ans,0.6667,Engagé
CLI02579,36,21,client_inactif,1,web,PACA,2616.0,30-45 ans,0.4183,Peu engagé
CLI02580,39,8,prospect,2,agence,OCC,1908.0,30-45 ans,0.4894,Peu engagé
CLI02581,54,22,client_actif,2,app_mobile,OCC,2921.0,45-60 ans,0.4554,Peu engagé
CLI02582,49,12,client_actif,2,web,OCC,3109.0,45-60 ans,0.5461,Engagé
CLI02583,73,22,client_actif,1,web,BFC,3156.0,60-80 ans,0.6371,Engagé
CLI02584,58,17,client_inactif,2,web,BFC,3676.0,45-60 ans,0.4613,Peu engagé
CLI02585,76,10,client_actif,1,telephone,ARA,2458.0,60-80 ans,0.6173,Engagé
CLI02586,20,14,client_inactif,3,web,OCC,2741.0,18-30 ans,0.4077,Peu engagé
CLI02587,45,24,client_actif,3,web,BFC,2040.0,30-45 ans,0.5813,Engagé
CLI02588,27,24,prospect,2,telephone,BFC,3010.0,18-30 ans,0.5463,Engagé
CLI02589,68,21,client_actif,4,agence,NAQ,2027.0,60-80 ans,0.6386,Engagé
CLI02590,52,18,client_actif,1,agence,BFC,2269.0,45-60 ans,0.4613,Peu engagé
CLI02591,78,0,client_actif,1,agence,OCC,3685.0,60-80 ans,0.7207,Engagé
CLI02592,46,3,client_inactif,2,telephone,PACA,2923.0,45-60 ans,0.3681,Peu engagé
CLI02593,71,13,client_actif,2,web,OCC,4082.0,60-80 ans,0.4975,Peu engagé
CLI02594,32,13,client_actif,2,email,NAQ,3859.0,30-45 ans,0.7838,Très engagé
CLI02595,50,2,client_actif,4,telephone,OCC,2994.0,45-60 ans,0.6497,Engagé
CLI02596,24,16,client_actif,5,app_mobile,IDF,3118.0,18-30 ans,0.7335,Engagé
CLI02597,29,2,client_actif,2,agence,NAQ,2585.0,18-30 ans,0.5791,Engagé
CLI02598,66,15,client_actif,3,agence,ARA,3740.0,60-80 ans,0.5653,Engagé
CLI02599,47,13,client_actif,1,web,OCC,3127.0,45-60 ans,0.7217,Engagé
CLI02600,38,19,client_actif,1,web,BFC,3619.0,30-45 ans,0.6006,Engagé
CLI02601,48,12,client_actif,3,email,PACA,2218.0,45-60 ans,0.8183,Très engagé
CLI02602,75,14,client_inactif,2,app_mobile,OCC,1575.0,60-80 ans,0.3725,Peu engagé
CLI02603,78,13,client_actif,2,app_mobile,PACA,3252.0,60-80 ans,0.6911,Engagé
CLI02604,41,23,client_actif,1,agence,IDF,3433.0,30-45 ans,0.8355,Très engagé
CLI02605,37,24,résilié,2,app_mobile,ARA,2868.0,30-45 ans,0.1852,Dormant
CLI02606,54,18,client_actif,1,web,BFC,3321.0,45-60 ans,0.7049,Engagé
CLI02607,21,5,client_actif,2,agence,NAQ,2033.0,18-30 ans,0.7057,Engagé
CLI02608,45,9,prospect,1,agence,NAQ,3645.0,30-45 ans,0.5075,Engagé
CLI02609,61,14,client_actif,1,web,ARA,3855.0,60-80 ans,0.5653,Engagé
CLI02610,79,20,prospect,1,email,IDF,3719.0,60-80 ans,0.5405,Engagé
CLI02611,37,21,résilié,1,web,IDF,2912.0,30-45 ans,0.3818,Peu engagé
CLI02612,77,19,client_inactif,4,app_mobile,OCC,3868.0,60-80 ans,0.303,Peu engagé
CLI02613,41,5,client_inactif,1,web,IDF,1771.0,30-45 ans,0.3932,Peu engagé
CLI02614,67,22,client_inactif,1,agence,OCC,3316.0,60-80 ans,0.1182,Dormant
CLI02615,66,24,client_actif,2,app_mobile,PACA,3445.0,60-80 ans,0.6357,Engagé
CLI02616,68,9,client_actif,2,app_mobile,ARA,3251.0,60-80 ans,0.7989,Très engagé
CLI02617,49,6,client_inactif,1,telephone,PACA,1954.0,45-60 ans,0.2419,Dormant
CLI02618,58,21,résilié,1,web,PACA,3006.0,45-60 ans,0.3239,Peu engagé
CLI02619,53,16,client_actif,5,agence,PACA,2570.0,45-60 ans,0.7155,Engagé
CLI02620,75,17,résilié,3,app_mobile,PACA,1200.0,60-80 ans,0.1203,Dormant
CLI02621,70,16,client_actif,2,email,NAQ,1740.0,60-80 ans,0.7459,Engagé
CLI02622,51,8,client_actif,2,app_mobile,IDF,3845.0,45-60 ans,0.5449,Engagé
CLI02623,53,9,client_actif,1,web,ARA,2442.0,45-60 ans,0.8318,Très engagé
CLI02624,19,9,client_actif,1,web,ARA,3751.0,18-30 ans,0.5088,Engagé
CLI02625,32,24,prospect,2,telephone,BFC,3829.0,30-45 ans,0.4586,Peu engagé
CLI02626,51,6,client_actif,4,telephone,PACA,3292.0,45-60 ans,0.6073,Engagé
CLI02627,53,15,client_actif,1,web,ARA,2247.0,45-60 ans,0.6038,Engagé
CLI02628,23,17,client_actif,3,agence,OCC,3650.0,18-30 ans,0.671,Engagé
CLI02629,56,5,client_actif,1,app_mobile,ARA,2992.0,45-60 ans,0.6801,Engagé
CLI02630,59,19,résilié,1,email,PACA,2840.0,45-60 ans,0.4623,Peu engagé
CLI02631,68,0,client_actif,1,telephone,ARA,1980.0,60-80 ans,0.7839,Très engagé
CLI02632,68,0,client_actif,1,email,IDF,2349.0,60-80 ans,0.7508,Très engagé
CLI02633,75,11,prospect,4,telephone,PACA,1993.0,60-80 ans,0.5741,Engagé
CLI02634,71,20,prospect,2,telephone,NAQ,3663.0,60-80 ans,0.6171,Engagé
CLI02635,78,1,client_inactif,1,web,IDF,4181.0,60-80 ans,0.5235,Engagé
CLI02636,29,3,client_actif,5,telephone,ARA,3631.0,18-30 ans,0.5496,Engagé
CLI02637,20,16,client_inactif,4,agence,NAQ,2979.0,18-30 ans,0.2299,Dormant
CLI02638,62,3,prospect,3,email,BFC,2524.0,60-80 ans,0.3313,Peu engagé
CLI02639,35,10,client_actif,4,app_mobile,IDF,3229.0,30-45 ans,0.5234,Engagé
CLI02640,57,21,client_actif,1,web,BFC,2425.0,45-60 ans,0.6811,Engagé
CLI02641,38,3,client_actif,3,app_mobile,OCC,2772.0,30-45 ans,0.5882,Engagé
CLI02642,32,0,prospect,3,agence,IDF,2061.0,30-45 ans,0.4731,Peu engagé
CLI02643,50,6,prospect,4,web,NAQ,3386.0,45-60 ans,0.4534,Peu engagé
CLI02644,52,17,client_actif,3,app_mobile,BFC,3431.0,45-60 ans,0.366,Peu engagé
CLI02645,43,8,prospect,1,app_mobile,OCC,3618.0,30-45 ans,0.5056,Engagé
CLI02646,25,2,résilié,3,app_mobile,BFC,3302.0,18-30 ans,0.3817,Peu engagé
CLI02647,53,7,client_actif,1,app_mobile,ARA,3239.0,45-60 ans,0.5225,Engagé
CLI02648,65,23,prospect,1,web,PACA,1861.0,60-80 ans,0.4871,Peu engagé
CLI02649,47,18,client_actif,1,telephone,BFC,1823.0,45-60 ans,0.7689,Très engagé
CLI02650,40,3,client_actif,4,agence,ARA,3098.0,30-45 ans,0.7739,Très engagé
CLI02651,59,17,prospect,1,web,PACA,3791.0,45-60 ans,0.368,Peu engagé
CLI02652,61,19,client_inactif,2,agence,PACA,2559.0,60-80 ans,0.4904,Peu engagé
CLI02653,31,10,résilié,2,agence,NAQ,2805.0,30-45 ans,0.4193,Peu engagé
CLI02654,31,13,client_actif,5,web,OCC,2814.0,30-45 ans,0.6533,Engagé
CLI02655,19,24,client_actif,1,app_mobile,OCC,1200.0,18-30 ans,0.8,Très engagé
CLI02656,72,17,prospect,3,agence,IDF,3016.0,60-80 ans,0.5159,Engagé
CLI02657,54,15,client_actif,4,app_mobile,ARA,2305.0,45-60 ans,0.7608,Très engagé
CLI02658,22,2,client_actif,2,agence,NAQ,3350.0,18-30 ans,0.7491,Engagé
