interaction_id,client_id,date,canal,type_interaction,duree_minutes,satisfaction,resultat
INT0028022,CLI02959,2023-12-11,app_mobile,consultation_contrat,9,7,succès
INT0028023,CLI02959,2023-07-07,web,souscription,5,5,succès
INT0028024,CLI02959,2024-01-14,app_mobile,ouverture_app,5,5,succès
INT0028025,CLI02959,2023-03-14,app_mobile,ouverture_app,10,4,abandon
INT0028026,CLI02959,2023-02-14,app_mobile,ouverture_app,1,4,succès
INT0028027,CLI02959,2024-12-02,app_mobile,paiement,3,8,succès
INT0028028,CLI02960,2023-01-21,web,souscription,6,7,abandon
INT0028029,CLI02960,2023-03-13,web,souscription,5,6,succès
INT0028030,CLI02960,2023-11-10,agence,souscription,76,9,escalade
INT0028031,CLI02960,2024-06-06,telephone,reclamation,6,7,succès
INT0028032,CLI02960,2024-01-03,web,souscription,10,4,en_attente
INT0028033,CLI02960,2024-10-07,agence,reclamation,29,6,succès
INT0028034,CLI02960,2024-07-24,web,souscription,11,5,abandon
INT0028035,CLI02960,2023-09-29,web,espace_client,2,6,abandon
INT0028036,CLI02960,2023-10-20,web,visite_site,2,3,succès
INT0028037,CLI02960,2024-05-01,web,devis_en_ligne,1,6,succès
INT0028038,CLI02960,2023-04-04,app_mobile,consultation_contrat,1,5,succès
INT0028039,CLI02960,2023-04-21,telephone,appel_sortant,27,7,escalade
INT0028040,CLI02960,2024-07-29,web,souscription,4,6,succès
INT0028041,CLI02960,2024-07-04,web,espace_client,5,3,succès
INT0028042,CLI02960,2023-12-11,web,visite_site,4,4,abandon
INT0028043,CLI02960,2023-11-03,web,visite_site,3,5,abandon
INT0028044,CLI02960,2024-06-22,web,devis_en_ligne,6,2,abandon
INT0028045,CLI02960,2024-02-15,web,devis_en_ligne,11,5,succès
INT0028046,CLI02960,2023-08-01,web,espace_client,9,7,en_attente
INT0028047,CLI02960,2023-03-26,web,devis_en_ligne,5,6,succès
INT0028048,CLI02960,2023-01-21,web,visite_site,12,8,succès
INT0028049,CLI02960,2024-04-01,telephone,reclamation,16,7,escalade
INT0028050,CLI02960,2024-04-01,web,souscription,6,5,succès
INT0028051,CLI02960,2024-12-31,web,visite_site,7,5,succès
INT0028052,CLI02961,2024-07-11,web,espace_client,12,6,succès
INT0028053,CLI02961,2023-09-28,agence,rdv_conseiller,27,6,succès
INT0028054,CLI02961,2024-04-22,agence,renouvellement,23,9,succès
INT0028055,CLI02961,2023-06-10,web,souscription,2,7,succès
INT0028056,CLI02961,2024-02-17,agence,souscription,50,6,succès
INT0028057,CLI02961,2024-09-27,agence,renouvellement,70,9,abandon
INT0028058,CLI02961,2024-06-07,agence,reclamation,54,8,abandon
INT0028059,CLI02961,2024-06-06,agence,souscription,75,7,succès
INT0028060,CLI02961,2023-10-10,telephone,resiliation,29,9,succès
INT0028061,CLI02961,2023-12-18,agence,renouvellement,35,5,succès
INT0028062,CLI02961,2023-01-17,agence,rdv_conseiller,29,7,succès
INT0028063,CLI02961,2024-09-09,agence,reclamation,53,8,abandon
INT0028064,CLI02961,2024-11-21,agence,renouvellement,86,8,succès
INT0028065,CLI02961,2023-03-08,web,visite_site,9,6,succès
INT0028066,CLI02961,2024-08-22,email,email_ignore,4,4,succès
INT0028067,CLI02961,2023-09-28,telephone,reclamation,6,7,abandon
INT0028068,CLI02961,2023-05-19,agence,souscription,35,6,succès
INT0028069,CLI02961,2024-03-12,agence,souscription,49,6,succès
INT0028070,CLI02961,2023-10-14,agence,reclamation,15,7,succès
INT0028071,CLI02961,2023-02-13,agence,souscription,61,7,succès
INT0028072,CLI02961,2023-05-11,agence,souscription,46,6,succès
INT0028073,CLI02961,2024-07-31,agence,rdv_conseiller,83,7,succès
INT0028074,CLI02961,2023-01-15,agence,souscription,82,7,succès
INT0028075,CLI02962,2023-10-20,web,souscription,9,4,abandon
INT0028076,CLI02962,2023-10-18,email,email_ignore,3,0,succès
INT0028077,CLI02962,2024-06-17,email,email_ignore,1,10,abandon
INT0028078,CLI02962,2024-12-12,web,devis_en_ligne,2,8,escalade
INT0028079,CLI02963,2023-01-21,web,devis_en_ligne,7,7,succès
INT0028080,CLI02963,2023-04-11,telephone,appel_sortant,16,7,abandon
INT0028081,CLI02963,2023-10-01,web,visite_site,12,6,en_attente
INT0028082,CLI02963,2024-02-13,agence,reclamation,17,7,abandon
INT0028083,CLI02963,2023-05-04,web,souscription,2,6,en_attente
INT0028084,CLI02963,2023-05-16,app_mobile,paiement,2,6,abandon
INT0028085,CLI02963,2023-08-07,telephone,resiliation,24,9,succès
INT0028086,CLI02963,2024-10-25,web,espace_client,12,7,succès
INT0028087,CLI02963,2023-08-11,web,souscription,4,6,abandon
INT0028088,CLI02963,2024-10-18,web,visite_site,13,5,escalade
INT0028089,CLI02963,2023-02-16,agence,rdv_conseiller,79,4,escalade
INT0028090,CLI02963,2024-11-13,web,espace_client,4,6,abandon
INT0028091,CLI02964,2024-09-09,email,email_ignore,14,8,succès
INT0028092,CLI02964,2024-05-31,agence,rdv_conseiller,87,8,succès
INT0028093,CLI02964,2024-05-25,web,souscription,4,5,succès
INT0028094,CLI02964,2023-02-23,telephone,appel_entrant,17,4,succès
INT0028095,CLI02964,2023-04-05,telephone,appel_sortant,18,5,succès
INT0028096,CLI02964,2023-08-12,telephone,appel_entrant,5,8,succès
INT0028097,CLI02964,2023-05-06,telephone,appel_sortant,11,6,succès
INT0028098,CLI02964,2023-08-10,app_mobile,declaration_sinistre,5,4,succès
INT0028099,CLI02964,2023-08-14,app_mobile,paiement,10,5,abandon
INT0028100,CLI02964,2023-03-19,telephone,reclamation,22,8,abandon
INT0028101,CLI02964,2023-09-26,email,email_clique,6,5,en_attente
INT0028102,CLI02964,2024-01-16,telephone,resiliation,25,7,abandon
INT0028103,CLI02964,2023-11-12,email,email_ignore,13,6,en_attente
INT0028104,CLI02964,2023-07-25,telephone,appel_sortant,21,7,abandon
INT0028105,CLI02964,2023-10-02,telephone,reclamation,8,7,succès
INT0028106,CLI02964,2024-09-26,web,espace_client,10,5,succès
INT0028107,CLI02964,2023-10-26,email,reponse_email,2,5,en_attente
INT0028108,CLI02964,2024-10-16,telephone,resiliation,4,7,en_attente
INT0028109,CLI02964,2024-12-16,web,visite_site,3,4,en_attente
INT0028110,CLI02964,2023-04-28,agence,rdv_conseiller,31,9,succès
INT0028111,CLI02964,2023-07-24,telephone,appel_entrant,18,8,abandon
INT0028112,CLI02964,2024-08-04,telephone,appel_sortant,4,8,succès
INT0028113,CLI02964,2024-02-10,telephone,resiliation,7,9,succès
INT0028114,CLI02964,2023-08-30,telephone,resiliation,14,7,succès
INT0028115,CLI02965,2024-04-17,web,souscription,11,2,succès
INT0028116,CLI02965,2024-04-18,web,devis_en_ligne,8,6,succès
INT0028117,CLI02965,2023-12-25,web,visite_site,8,6,succès
INT0028118,CLI02965,2023-08-18,web,devis_en_ligne,13,8,succès
INT0028119,CLI02965,2024-10-04,web,visite_site,3,8,abandon
INT0028120,CLI02965,2024-01-29,agence,reclamation,48,9,en_attente
INT0028121,CLI02965,2023-05-24,web,espace_client,13,7,succès
INT0028122,CLI02966,2024-03-26,agence,souscription,65,8,abandon
INT0028123,CLI02966,2023-10-24,web,visite_site,5,9,succès
INT0028124,CLI02966,2023-11-13,telephone,appel_entrant,28,7,succès
INT0028125,CLI02967,2023-02-21,app_mobile,paiement,4,2,succès
INT0028126,CLI02967,2024-09-23,telephone,reclamation,16,5,succès
INT0028127,CLI02967,2024-11-15,email,email_ouvert,7,4,succès
INT0028128,CLI02967,2024-02-04,web,visite_site,5,6,succès
INT0028129,CLI02967,2023-10-06,web,espace_client,12,8,escalade
INT0028130,CLI02968,2023-10-18,agence,reclamation,44,5,escalade
INT0028131,CLI02968,2023-10-07,telephone,resiliation,13,4,succès
INT0028132,CLI02968,2024-10-29,telephone,appel_entrant,13,5,succès
INT0028133,CLI02969,2023-11-20,web,visite_site,12,6,succès
INT0028134,CLI02969,2024-02-22,web,visite_site,13,6,en_attente
INT0028135,CLI02969,2023-01-19,web,devis_en_ligne,3,7,succès
INT0028136,CLI02969,2024-11-24,web,visite_site,14,8,succès
INT0028137,CLI02969,2023-05-27,web,visite_site,4,4,succès
INT0028138,CLI02969,2024-07-23,web,visite_site,10,4,succès
INT0028139,CLI02969,2024-09-19,web,devis_en_ligne,13,6,succès
INT0028140,CLI02969,2024-10-19,web,devis_en_ligne,13,2,succès
INT0028141,CLI02969,2023-08-07,web,espace_client,3,4,succès
INT0028142,CLI02969,2023-12-13,email,email_ignore,12,7,abandon
INT0028143,CLI02969,2024-04-03,web,visite_site,10,6,en_attente
INT0028144,CLI02969,2024-10-20,web,devis_en_ligne,7,3,en_attente
INT0028145,CLI02970,2024-01-28,app_mobile,consultation_contrat,14,7,abandon
INT0028146,CLI02970,2024-03-11,app_mobile,paiement,9,4,succès
INT0028147,CLI02970,2023-03-06,app_mobile,paiement,11,5,abandon
INT0028148,CLI02970,2024-06-08,agence,renouvellement,16,6,abandon
INT0028149,CLI02970,2023-10-02,agence,reclamation,69,6,succès
INT0028150,CLI02970,2023-06-17,app_mobile,declaration_sinistre,7,8,succès
INT0028151,CLI02970,2023-11-24,web,devis_en_ligne,6,5,abandon
INT0028152,CLI02970,2023-07-28,telephone,resiliation,5,3,en_attente
INT0028153,CLI02970,2024-06-14,app_mobile,declaration_sinistre,12,5,abandon
INT0028154,CLI02970,2023-06-19,app_mobile,consultation_contrat,11,6,succès
INT0028155,CLI02970,2023-12-19,app_mobile,paiement,13,6,succès
INT0028156,CLI02970,2024-04-02,app_mobile,paiement,2,7,en_attente
INT0028157,CLI02970,2023-06-04,app_mobile,declaration_sinistre,2,7,succès
INT0028158,CLI02970,2024-11-16,agence,renouvellement,20,9,abandon
INT0028159,CLI02971,2024-07-06,app_mobile,consultation_contrat,11,10,succès
INT0028160,CLI02971,2024-10-10,web,souscription,1,9,en_attente
INT0028161,CLI02971,2023-08-04,web,souscription,2,5,succès
INT0028162,CLI02971,2024-06-23,web,devis_en_ligne,6,5,en_attente
INT0028163,CLI02971,2024-11-14,web,devis_en_ligne,11,5,succès
INT0028164,CLI02971,2023-11-09,app_mobile,paiement,2,7,succès
INT0028165,CLI02971,2023-02-16,web,devis_en_ligne,6,6,en_attente
INT0028166,CLI02971,2024-10-21,web,visite_site,7,6,succès
INT0028167,CLI02972,2023-12-17,telephone,appel_entrant,27,10,succès
INT0028168,CLI02972,2023-09-06,web,espace_client,12,5,en_attente
INT0028169,CLI02972,2023-10-04,web,visite_site,7,7,abandon
INT0028170,CLI02972,2023-07-07,email,email_ouvert,4,10,succès
INT0028171,CLI02972,2024-05-19,web,devis_en_ligne,8,6,escalade
INT0028172,CLI02973,2024-12-26,agence,rdv_conseiller,48,5,en_attente
INT0028173,CLI02973,2023-10-25,agence,reclamation,18,8,succès
INT0028174,CLI02974,2023-04-01,web,devis_en_ligne,8,7,succès
INT0028175,CLI02975,2023-08-21,web,devis_en_ligne,10,6,en_attente
INT0028176,CLI02975,2024-07-06,email,email_clique,11,5,succès
INT0028177,CLI02975,2023-08-22,agence,renouvellement,76,8,succès
INT0028178,CLI02975,2023-11-23,agence,reclamation,43,9,succès
INT0028179,CLI02975,2024-01-14,app_mobile,consultation_contrat,14,3,succès
INT0028180,CLI02975,2024-10-29,agence,souscription,47,8,succès
INT0028181,CLI02975,2023-08-17,web,espace_client,13,6,abandon
INT0028182,CLI02975,2023-07-06,web,devis_en_ligne,11,6,abandon
INT0028183,CLI02976,2024-08-06,web,souscription,2,5,succès
INT0028184,CLI02976,2023-08-02,web,souscription,6,5,succès
INT0028185,CLI02976,2023-04-15,web,espace_client,12,6,succès
INT0028186,CLI02976,2024-07-04,web,espace_client,4,1,succès
INT0028187,CLI02976,2024-12-05,web,devis_en_ligne,11,5,succès
INT0028188,CLI02976,2024-09-23,web,visite_site,5,7,succès
INT0028189,CLI02976,2023-09-07,email,email_ignore,9,5,succès
INT0028190,CLI02976,2023-10-02,web,espace_client,5,5,succès
INT0028191,CLI02976,2024-02-07,web,visite_site,1,6,succès
INT0028192,CLI02977,2024-09-16,app_mobile,ouverture_app,14,6,succès
INT0028193,CLI02977,2024-09-10,app_mobile,paiement,10,10,abandon
INT0028194,CLI02977,2024-10-24,app_mobile,ouverture_app,8,6,escalade
INT0028195,CLI02977,2024-03-11,app_mobile,paiement,7,7,succès
INT0028196,CLI02977,2024-07-19,telephone,reclamation,20,6,en_attente
INT0028197,CLI02977,2023-08-04,app_mobile,consultation_contrat,7,5,succès
INT0028198,CLI02977,2024-07-27,app_mobile,ouverture_app,11,10,en_attente
INT0028199,CLI02977,2024-06-05,web,visite_site,2,6,en_attente
INT0028200,CLI02977,2023-11-17,app_mobile,paiement,7,5,succès
INT0028201,CLI02978,2024-10-31,app_mobile,consultation_contrat,13,7,en_attente
INT0028202,CLI02978,2024-02-09,agence,renouvellement,45,8,abandon
INT0028203,CLI02978,2023-11-25,agence,rdv_conseiller,36,4,abandon
INT0028204,CLI02978,2023-01-22,agence,rdv_conseiller,30,4,escalade
INT0028205,CLI02978,2024-03-15,agence,renouvellement,43,8,escalade
INT0028206,CLI02978,2024-10-06,telephone,appel_sortant,26,9,succès
INT0028207,CLI02978,2024-06-18,app_mobile,declaration_sinistre,3,9,succès
INT0028208,CLI02978,2024-01-31,agence,souscription,86,6,succès
INT0028209,CLI02978,2023-08-04,app_mobile,declaration_sinistre,4,3,succès
INT0028210,CLI02978,2023-05-04,agence,souscription,59,7,en_attente
INT0028211,CLI02978,2023-09-08,web,visite_site,1,7,en_attente
INT0028212,CLI02978,2023-12-11,telephone,resiliation,14,6,succès
INT0028213,CLI02978,2024-10-10,agence,souscription,24,9,succès
INT0028214,CLI02978,2023-10-31,web,souscription,11,5,succès
INT0028215,CLI02978,2024-01-22,agence,renouvellement,74,7,succès
INT0028216,CLI02978,2023-10-27,email,email_ouvert,2,6,en_attente
INT0028217,CLI02978,2024-03-05,email,email_ignore,10,2,succès
INT0028218,CLI02978,2024-02-09,agence,souscription,86,10,succès
INT0028219,CLI02978,2024-12-20,agence,souscription,51,8,succès
INT0028220,CLI02978,2023-12-06,agence,souscription,86,7,succès
INT0028221,CLI02978,2023-09-16,agence,reclamation,56,7,succès
INT0028222,CLI02979,2024-03-15,web,souscription,11,4,succès
INT0028223,CLI02980,2023-10-13,web,visite_site,1,4,succès
INT0028224,CLI02980,2024-11-21,agence,souscription,70,7,succès
INT0028225,CLI02980,2023-01-09,web,souscription,7,3,succès
INT0028226,CLI02980,2023-08-06,web,visite_site,14,3,succès
INT0028227,CLI02980,2024-10-27,web,souscription,5,6,succès
INT0028228,CLI02980,2024-02-26,web,visite_site,8,4,succès
INT0028229,CLI02980,2023-10-09,web,souscription,7,5,succès
INT0028230,CLI02980,2023-11-23,web,souscription,13,5,succès
INT0028231,CLI02980,2023-08-06,web,souscription,1,3,abandon
INT0028232,CLI02980,2024-11-20,web,espace_client,12,10,succès
INT0028233,CLI02980,2023-10-04,web,espace_client,12,5,succès
INT0028234,CLI02980,2024-04-20,web,devis_en_ligne,7,8,abandon
INT0028235,CLI02980,2023-04-06,web,espace_client,8,6,succès
INT0028236,CLI02981,2024-11-01,app_mobile,ouverture_app,13,8,en_attente
INT0028237,CLI02981,2024-05-13,app_mobile,declaration_sinistre,7,6,succès
INT0028238,CLI02981,2024-08-23,agence,reclamation,63,10,succès
INT0028239,CLI02981,2023-05-30,app_mobile,paiement,5,5,abandon
INT0028240,CLI02981,2023-06-25,app_mobile,ouverture_app,14,5,succès
INT0028241,CLI02981,2023-09-22,app_mobile,paiement,2,6,escalade
INT0028242,CLI02981,2024-10-07,app_mobile,consultation_contrat,14,6,succès
INT0028243,CLI02981,2024-08-06,app_mobile,consultation_contrat,13,10,abandon
INT0028244,CLI02981,2023-05-01,app_mobile,declaration_sinistre,10,9,en_attente
INT0028245,CLI02982,2024-06-23,web,espace_client,6,5,succès
INT0028246,CLI02982,2023-12-10,web,visite_site,1,6,succès
INT0028247,CLI02982,2024-07-21,agence,renouvellement,55,9,succès
INT0028248,CLI02982,2024-09-08,app_mobile,ouverture_app,9,3,succès
INT0028249,CLI02983,2023-06-07,telephone,appel_sortant,27,9,succès
INT0028250,CLI02983,2023-12-18,telephone,resiliation,25,4,escalade
INT0028251,CLI02983,2024-01-22,telephone,reclamation,28,7,succès
INT0028252,CLI02983,2024-01-26,telephone,appel_sortant,8,8,abandon
INT0028253,CLI02983,2024-10-25,telephone,reclamation,10,7,abandon
INT0028254,CLI02983,2023-05-08,telephone,reclamation,19,7,succès
INT0028255,CLI02983,2024-04-20,telephone,reclamation,23,5,abandon
INT0028256,CLI02983,2023-03-24,telephone,appel_entrant,8,9,succès
INT0028257,CLI02983,2024-04-22,telephone,reclamation,14,6,abandon
INT0028258,CLI02983,2023-05-03,telephone,appel_sortant,3,9,succès
INT0028259,CLI02983,2023-01-27,app_mobile,consultation_contrat,13,7,succès
INT0028260,CLI02983,2023-02-03,app_mobile,paiement,12,6,succès
INT0028261,CLI02983,2024-06-22,telephone,resiliation,23,5,succès
INT0028262,CLI02983,2024-04-29,email,email_ignore,13,10,abandon
INT0028263,CLI02983,2023-11-14,telephone,resiliation,5,6,abandon
INT0028264,CLI02983,2023-09-25,telephone,appel_sortant,13,9,abandon
INT0028265,CLI02983,2024-01-11,email,email_clique,4,2,abandon
INT0028266,CLI02983,2024-11-03,telephone,appel_entrant,27,6,succès
INT0028267,CLI02983,2023-01-23,email,email_clique,3,5,en_attente
INT0028268,CLI02983,2023-03-30,telephone,appel_entrant,29,8,abandon
INT0028269,CLI02983,2023-06-05,agence,reclamation,77,8,succès
INT0028270,CLI02983,2023-02-01,telephone,appel_sortant,8,7,escalade
INT0028271,CLI02983,2023-10-26,telephone,reclamation,28,5,succès
INT0028272,CLI02984,2023-09-27,agence,rdv_conseiller,82,9,succès
INT0028273,CLI02984,2023-12-22,agence,reclamation,74,8,succès
INT0028274,CLI02984,2023-04-11,telephone,resiliation,5,7,succès
INT0028275,CLI02985,2023-10-04,agence,rdv_conseiller,29,7,succès
INT0028276,CLI02985,2023-05-26,agence,renouvellement,87,4,succès
INT0028277,CLI02985,2023-03-05,web,espace_client,4,5,succès
INT0028278,CLI02986,2023-08-14,email,email_clique,10,4,succès
INT0028279,CLI02986,2023-06-23,web,espace_client,2,7,abandon
INT0028280,CLI02986,2023-07-19,web,visite_site,1,8,succès
INT0028281,CLI02986,2024-01-10,app_mobile,ouverture_app,10,6,abandon
INT0028282,CLI02986,2023-08-03,web,espace_client,12,10,succès
INT0028283,CLI02986,2024-05-06,web,espace_client,9,9,succès
INT0028284,CLI02986,2023-04-27,web,souscription,7,5,succès
INT0028285,CLI02987,2024-09-25,agence,renouvellement,42,8,succès
INT0028286,CLI02987,2023-03-10,agence,reclamation,36,5,succès
INT0028287,CLI02987,2023-12-08,email,email_ignore,1,5,escalade
INT0028288,CLI02987,2024-01-05,agence,rdv_conseiller,22,6,succès
INT0028289,CLI02987,2024-03-16,app_mobile,consultation_contrat,11,10,succès
INT0028290,CLI02987,2024-05-30,agence,souscription,35,5,en_attente
INT0028291,CLI02987,2024-07-18,agence,souscription,49,8,abandon
INT0028292,CLI02987,2023-08-26,agence,reclamation,88,7,abandon
INT0028293,CLI02987,2024-08-01,web,souscription,13,2,succès
INT0028294,CLI02987,2024-06-13,agence,souscription,55,8,succès
INT0028295,CLI02987,2023-08-07,email,reponse_email,7,6,escalade
INT0028296,CLI02987,2024-04-10,agence,renouvellement,68,9,succès
INT0028297,CLI02987,2024-09-05,agence,rdv_conseiller,88,5,succès
INT0028298,CLI02987,2024-06-23,agence,rdv_conseiller,29,5,succès
INT0028299,CLI02987,2024-11-02,agence,rdv_conseiller,65,8,succès
INT0028300,CLI02988,2023-10-25,telephone,appel_entrant,17,6,succès
INT0028301,CLI02988,2023-08-12,telephone,resiliation,28,5,abandon
INT0028302,CLI02988,2023-07-20,telephone,reclamation,3,7,succès
INT0028303,CLI02988,2024-10-23,telephone,resiliation,20,7,abandon
INT0028304,CLI02988,2024-03-11,telephone,appel_sortant,18,7,succès
INT0028305,CLI02988,2024-11-17,telephone,resiliation,13,9,succès
INT0028306,CLI02988,2024-11-11,telephone,appel_sortant,4,8,succès
INT0028307,CLI02988,2024-08-13,telephone,reclamation,19,8,succès
INT0028308,CLI02988,2024-11-13,telephone,reclamation,6,9,abandon
INT0028309,CLI02988,2023-09-21,telephone,appel_entrant,13,9,escalade
INT0028310,CLI02988,2023-05-03,email,email_clique,3,6,abandon
INT0028311,CLI02988,2024-05-08,telephone,reclamation,11,6,succès
INT0028312,CLI02988,2023-10-27,telephone,appel_sortant,15,4,en_attente
INT0028313,CLI02988,2024-01-01,telephone,resiliation,6,3,succès
INT0028314,CLI02988,2023-02-22,telephone,resiliation,4,8,en_attente
INT0028315,CLI02988,2023-02-23,telephone,reclamation,11,7,en_attente
INT0028316,CLI02988,2023-10-01,app_mobile,ouverture_app,7,1,escalade
INT0028317,CLI02988,2024-08-19,telephone,reclamation,8,9,succès
INT0028318,CLI02988,2024-06-12,telephone,reclamation,29,6,escalade
INT0028319,CLI02988,2023-10-30,telephone,reclamation,22,6,succès
INT0028320,CLI02988,2024-12-03,telephone,reclamation,8,5,succès
INT0028321,CLI02988,2023-04-05,email,email_ignore,12,6,succès
INT0028322,CLI02989,2023-01-16,app_mobile,declaration_sinistre,6,8,abandon
INT0028323,CLI02989,2023-12-07,web,visite_site,3,9,succès
INT0028324,CLI02989,2024-04-09,app_mobile,paiement,2,9,abandon
INT0028325,CLI02989,2023-06-03,app_mobile,declaration_sinistre,10,6,en_attente
INT0028326,CLI02989,2023-07-06,app_mobile,consultation_contrat,6,2,succès
INT0028327,CLI02989,2024-02-03,agence,reclamation,42,10,succès
INT0028328,CLI02989,2024-06-21,app_mobile,declaration_sinistre,7,6,succès
INT0028329,CLI02989,2024-11-01,agence,renouvellement,26,7,succès
INT0028330,CLI02989,2024-06-09,app_mobile,declaration_sinistre,4,7,abandon
INT0028331,CLI02989,2023-10-25,app_mobile,ouverture_app,1,3,abandon
INT0028332,CLI02989,2023-07-04,app_mobile,paiement,3,6,succès
INT0028333,CLI02989,2023-05-19,telephone,appel_entrant,28,7,abandon
INT0028334,CLI02989,2023-04-21,app_mobile,ouverture_app,13,6,succès
INT0028335,CLI02989,2023-08-29,app_mobile,ouverture_app,3,9,succès
INT0028336,CLI02989,2023-10-25,app_mobile,ouverture_app,13,7,abandon
INT0028337,CLI02989,2024-09-09,web,espace_client,14,8,escalade
INT0028338,CLI02989,2024-10-06,app_mobile,consultation_contrat,12,3,succès
INT0028339,CLI02989,2024-07-18,agence,reclamation,31,5,abandon
INT0028340,CLI02989,2023-10-17,app_mobile,ouverture_app,13,8,en_attente
INT0028341,CLI02989,2024-02-12,agence,renouvellement,15,8,abandon
INT0028342,CLI02989,2023-09-14,email,email_ignore,4,3,succès
INT0028343,CLI02989,2024-10-31,app_mobile,paiement,4,5,escalade
INT0028344,CLI02990,2024-11-17,agence,renouvellement,60,7,succès
INT0028345,CLI02990,2023-11-07,agence,reclamation,58,9,succès
INT0028346,CLI02990,2023-09-23,agence,rdv_conseiller,88,5,succès
INT0028347,CLI02990,2023-02-26,email,email_ouvert,10,4,succès
INT0028348,CLI02990,2024-05-15,agence,rdv_conseiller,15,8,succès
INT0028349,CLI02990,2023-04-05,agence,souscription,44,8,succès
INT0028350,CLI02990,2023-10-11,agence,souscription,63,8,abandon
INT0028351,CLI02990,2024-08-19,email,email_ouvert,7,8,succès
INT0028352,CLI02990,2023-11-09,agence,renouvellement,83,5,succès
INT0028353,CLI02990,2024-06-21,agence,rdv_conseiller,62,9,succès
INT0028354,CLI02990,2024-09-20,agence,rdv_conseiller,27,6,succès
INT0028355,CLI02990,2024-04-18,agence,rdv_conseiller,32,7,succès
INT0028356,CLI02990,2023-05-10,app_mobile,ouverture_app,14,5,abandon
INT0028357,CLI02990,2024-11-25,agence,souscription,57,8,succès
INT0028358,CLI02990,2023-05-17,agence,rdv_conseiller,72,8,succès
INT0028359,CLI02990,2024-09-15,agence,rdv_conseiller,79,6,succès
INT0028360,CLI02990,2023-11-02,agence,souscription,30,8,abandon
INT0028361,CLI02990,2024-04-19,agence,souscription,63,6,abandon
INT0028362,CLI02990,2023-12-24,telephone,resiliation,5,10,succès
INT0028363,CLI02990,2023-03-14,agence,reclamation,72,8,succès
INT0028364,CLI02990,2023-12-12,agence,souscription,46,6,succès
INT0028365,CLI02991,2023-03-23,web,espace_client,3,5,succès
INT0028366,CLI02991,2024-09-15,agence,reclamation,52,9,abandon
INT0028367,CLI02991,2023-01-27,agence,renouvellement,73,6,succès
INT0028368,CLI02991,2023-11-23,agence,reclamation,31,7,succès
INT0028369,CLI02991,2024-08-07,agence,souscription,75,6,succès
INT0028370,CLI02991,2023-07-20,agence,renouvellement,73,10,en_attente
INT0028371,CLI02992,2024-04-01,email,email_ignore,6,5,succès
INT0028372,CLI02992,2023-08-13,app_mobile,paiement,1,7,succès
INT0028373,CLI02992,2024-05-24,app_mobile,consultation_contrat,8,5,succès
INT0028374,CLI02992,2024-04-29,app_mobile,consultation_contrat,6,7,succès
INT0028375,CLI02992,2024-04-03,app_mobile,paiement,1,5,abandon
INT0028376,CLI02992,2024-01-30,web,devis_en_ligne,10,7,succès
INT0028377,CLI02992,2024-07-26,app_mobile,consultation_contrat,8,8,abandon
INT0028378,CLI02992,2024-12-14,app_mobile,ouverture_app,9,3,succès
INT0028379,CLI02992,2023-02-11,app_mobile,consultation_contrat,5,8,succès
INT0028380,CLI02992,2024-02-08,app_mobile,ouverture_app,2,5,succès
INT0028381,CLI02992,2023-05-30,app_mobile,consultation_contrat,6,6,succès
INT0028382,CLI02992,2024-07-26,app_mobile,consultation_contrat,2,5,en_attente
INT0028383,CLI02992,2024-08-03,app_mobile,ouverture_app,9,6,succès
INT0028384,CLI02992,2023-04-28,app_mobile,consultation_contrat,2,5,succès
INT0028385,CLI02992,2024-08-19,app_mobile,paiement,9,6,succès
INT0028386,CLI02992,2023-05-17,telephone,reclamation,23,8,succès
INT0028387,CLI02992,2023-03-21,agence,renouvellement,16,7,succès
INT0028388,CLI02993,2024-04-18,email,reponse_email,6,8,succès
INT0028389,CLI02993,2023-08-09,web,visite_site,13,8,abandon
INT0028390,CLI02993,2024-02-01,web,devis_en_ligne,1,7,en_attente
INT0028391,CLI02994,2024-03-06,agence,renouvellement,28,6,abandon
INT0028392,CLI02994,2023-07-09,agence,reclamation,18,7,succès
INT0028393,CLI02994,2023-09-21,email,email_ouvert,3,1,succès
INT0028394,CLI02994,2024-03-28,agence,reclamation,88,8,succès
INT0028395,CLI02995,2023-09-25,web,souscription,1,9,abandon
INT0028396,CLI02995,2024-09-03,web,visite_site,5,6,en_attente
INT0028397,CLI02995,2023-11-11,email,email_ignore,13,4,succès
INT0028398,CLI02996,2024-12-27,telephone,resiliation,7,7,abandon
INT0028399,CLI02996,2023-10-16,agence,rdv_conseiller,46,9,succès
INT0028400,CLI02996,2023-12-20,telephone,reclamation,21,6,succès
INT0028401,CLI02996,2024-06-16,agence,souscription,55,6,succès
INT0028402,CLI02996,2024-03-22,telephone,appel_sortant,29,6,succès
INT0028403,CLI02996,2023-12-24,email,reponse_email,12,9,succès
INT0028404,CLI02996,2023-04-05,agence,reclamation,84,6,succès
INT0028405,CLI02996,2023-09-22,app_mobile,consultation_contrat,10,6,succès
INT0028406,CLI02996,2024-09-04,agence,renouvellement,25,6,abandon
INT0028407,CLI02996,2023-08-31,agence,reclamation,57,8,en_attente
INT0028408,CLI02996,2024-01-28,agence,souscription,64,9,abandon
INT0028409,CLI02996,2024-06-26,agence,rdv_conseiller,38,7,succès
INT0028410,CLI02997,2024-12-27,web,devis_en_ligne,5,9,succès
