client_id,age,anciennete_ans,statut,nb_produits,canal_principal,region,revenu_mensuel,nb_contrats_actifs,prime_totale_annuelle,produits,nb_sinistres_total,nb_interactions_total,satisfaction_moy,derniere_interaction,canaux_utilises,nb_sinistres_declares,montant_total_indemnise,dernier_sinistre,ltv_estimee
CLI02644,52,17,client_actif,3,app_mobile,BFC,3431.0,2,2799.98,"auto, epargne, habitation",4,5,4.8,2024-09-12,app_mobile,4,39631.87,2024-07-22,36400.0
CLI02645,43,8,prospect,1,app_mobile,OCC,3618.0,0,278.24,habitation,0,7,4.86,2024-10-25,"agence, app_mobile, web",0,0.0,,6121.0
CLI02646,25,2,résilié,3,app_mobile,BFC,3302.0,0,1663.6,"habitation, prevoyance, sante",0,3,5.33,2024-12-15,app_mobile,0,0.0,,66544.0
CLI02647,53,7,client_actif,1,app_mobile,ARA,3239.0,1,389.73,prevoyance,1,6,6.17,2024-09-21,"app_mobile, email, web",1,6679.62,2021-11-05,4677.0
CLI02648,65,23,prospect,1,web,PACA,1861.0,0,1367.13,sante,3,6,6.17,2024-11-13,"telephone, web",3,4451.65,2019-07-23,0.0
CLI02649,47,18,client_actif,1,telephone,BFC,1823.0,0,270.55,habitation,1,19,6.68,2024-11-01,"agence, app_mobile, email, telephone",1,7625.33,2024-11-03,4870.0
CLI02650,40,3,client_actif,4,agence,ARA,3098.0,3,2593.13,"auto, habitation, prevoyance, sante",0,18,7.17,2024-11-14,"agence, email, telephone, web",0,0.0,,64828.0
CLI02651,59,17,prospect,1,web,PACA,3791.0,0,687.7,auto,0,4,7.25,2023-08-13,"telephone, web",0,0.0,,4126.0
CLI02652,61,19,client_inactif,2,agence,PACA,2559.0,0,1075.95,"auto, prevoyance",0,2,9.5,2024-12-03,agence,0,0.0,,4304.0
CLI02653,31,10,résilié,2,agence,NAQ,2805.0,0,2662.13,"epargne, prevoyance",0,2,5.5,2024-11-29,"agence, app_mobile",0,0.0,,90512.0
CLI02654,31,13,client_actif,5,web,OCC,2814.0,4,4383.07,"auto, epargne, habitation, prevoyance, sante",4,11,6.36,2024-10-26,"agence, app_mobile, telephone, web",4,25798.84,2024-12-21,149024.0
CLI02655,19,24,client_actif,1,app_mobile,OCC,1200.0,1,464.39,prevoyance,0,18,6.33,2024-11-18,"agence, app_mobile, email, telephone, web",0,0.0,,21362.0
CLI02656,72,17,prospect,3,agence,IDF,2857.0,3,3719.25,"epargne, habitation, sante",2,3,7.33,2024-09-12,"agence, telephone, web",2,49969.36,2020-01-21,0.0
CLI02657,54,15,client_actif,4,app_mobile,NAQ,2305.0,4,3868.4,"epargne, habitation, prevoyance, sante",6,13,6.85,2024-12-27,"agence, app_mobile, email, telephone, web",6,69922.15,2024-09-08,42552.0
CLI02658,22,2,client_actif,2,agence,NAQ,3350.0,2,1660.04,"habitation, sante",1,21,6.43,2024-12-14,"agence, email, telephone",1,1463.95,2023-06-17,71382.0
CLI02659,55,14,client_actif,2,app_mobile,BFC,2772.0,1,614.85,"habitation, prevoyance",0,20,5.75,2024-12-28,"agence, app_mobile, email, telephone",0,0.0,,6148.0
CLI02660,62,3,client_actif,3,web,ARA,2639.0,3,3485.05,"epargne, prevoyance, sante",2,15,7.0,2024-12-20,"agence, email, telephone, web",2,10257.38,2024-11-17,10455.0
CLI02661,58,4,client_actif,4,email,BFC,2658.0,4,2693.45,"auto, habitation, prevoyance, sante",4,20,6.0,2024-12-27,"agence, app_mobile, email, telephone",4,23799.43,2024-06-07,18854.0
CLI02662,79,16,client_actif,3,web,BFC,2506.0,3,1708.39,"habitation, prevoyance, sante",1,20,6.75,2024-12-27,"agence, email, web",1,666.49,2023-06-16,0.0
CLI02663,71,6,client_actif,1,agence,BFC,1575.0,1,1343.39,sante,0,13,6.38,2024-10-27,"agence, email, telephone, web",0,0.0,,0.0
CLI02664,77,15,client_actif,4,web,IDF,3658.0,4,3274.88,"auto, epargne, habitation, prevoyance",2,11,5.91,2024-10-22,"agence, email, telephone, web",2,18226.45,2024-04-29,0.0
CLI02665,78,13,client_actif,2,web,IDF,2229.0,2,2375.54,"epargne, prevoyance",3,8,6.88,2024-11-17,"agence, app_mobile, email, web",3,30800.85,2022-06-11,0.0
CLI02666,64,15,client_inactif,2,app_mobile,NAQ,2379.0,2,2735.13,"auto, epargne",0,1,9.0,2023-07-17,telephone,0,0.0,,2735.0
CLI02667,31,6,prospect,3,web,IDF,2871.0,3,2806.76,"auto, epargne, habitation",4,7,7.86,2024-08-21,"agence, email, telephone, web",4,20783.73,2024-12-30,95430.0
CLI02668,73,8,client_inactif,1,app_mobile,NAQ,1796.0,0,612.12,auto,2,3,7.33,2024-12-20,app_mobile,2,5715.89,2023-01-22,0.0
CLI02669,56,3,client_actif,3,web,IDF,2351.0,3,2524.19,"auto, prevoyance, sante",0,22,6.27,2024-12-11,"email, telephone, web",0,0.0,,22718.0
CLI02670,42,21,prospect,2,app_mobile,OCC,4525.0,2,1514.82,"prevoyance, sante",0,3,6.33,2024-09-06,app_mobile,0,0.0,,34841.0
CLI02671,37,10,client_actif,4,agence,NAQ,3103.0,4,2623.11,"auto, habitation, prevoyance, sante",3,13,7.08,2024-12-22,"agence, app_mobile, web",3,14324.87,2023-11-22,73447.0
CLI02672,19,1,client_actif,1,web,OCC,2028.0,1,623.28,auto,2,24,6.96,2024-12-20,"agence, email, telephone, web",2,9144.42,2024-02-08,28671.0
CLI02673,56,11,résilié,2,telephone,OCC,1200.0,0,2071.38,"epargne, prevoyance",1,1,8.0,2023-07-04,telephone,1,46904.42,2021-08-04,18642.0
CLI02674,23,11,prospect,3,web,NAQ,3701.0,2,1509.15,"auto, habitation, prevoyance",1,3,7.0,2024-10-12,"agence, web",1,13826.51,2017-04-20,63384.0
CLI02675,34,3,client_actif,1,web,ARA,1889.0,0,571.38,auto,2,6,6.33,2024-08-02,web,2,7149.8,2024-11-01,17713.0
CLI02676,76,17,client_actif,1,agence,PACA,2311.0,1,364.27,prevoyance,2,19,6.79,2024-12-13,"agence, app_mobile, email, telephone, web",2,16504.4,2023-07-05,0.0
CLI02677,42,20,résilié,5,app_mobile,IDF,2425.0,0,4498.24,"auto, epargne, habitation, prevoyance, sante",3,3,5.67,2024-10-10,app_mobile,3,4199.47,2023-06-15,103460.0
CLI02678,74,6,client_actif,1,app_mobile,BFC,1978.0,0,524.57,prevoyance,0,18,5.44,2024-12-11,"app_mobile, telephone, web",0,0.0,,0.0
CLI02679,45,0,résilié,5,web,IDF,2731.0,0,4728.07,"auto, epargne, habitation, prevoyance, sante",5,3,7.67,2024-07-13,"email, web",3,32035.91,2024-12-31,94561.0
CLI02680,19,22,résilié,1,telephone,BFC,2304.0,0,1264.53,sante,0,2,7.0,2024-12-02,"agence, telephone",0,0.0,,58168.0
CLI02681,52,12,client_actif,2,agence,ARA,3350.0,2,726.67,"habitation, prevoyance",0,17,6.76,2024-09-01,"agence, app_mobile, email, telephone",0,0.0,,9447.0
CLI02682,54,5,client_inactif,3,web,PACA,2926.0,2,3188.88,"epargne, habitation, prevoyance",3,3,6.33,2024-11-03,"agence, web",3,43722.47,2023-06-08,35078.0
CLI02683,22,5,résilié,3,app_mobile,ARA,4089.0,0,2953.79,"auto, epargne, habitation",5,2,7.5,2024-06-08,"app_mobile, telephone",5,86902.56,2024-10-23,127013.0
CLI02684,18,11,client_actif,2,telephone,PACA,4107.0,2,822.36,"auto, habitation",0,24,6.33,2024-12-23,"agence, app_mobile, email, telephone, web",0,0.0,,38651.0
CLI02685,57,7,client_actif,2,app_mobile,NAQ,1941.0,2,3029.09,"epargne, sante",1,13,5.92,2024-11-25,"agence, app_mobile, email, telephone",1,536.0,2024-09-11,24233.0
CLI02686,29,23,client_actif,3,web,NAQ,2506.0,2,2206.84,"habitation, prevoyance, sante",0,18,5.61,2024-12-21,"app_mobile, email, web",0,0.0,,79446.0
CLI02687,73,21,client_actif,1,app_mobile,BFC,4739.0,1,2038.48,epargne,0,6,6.17,2024-11-19,"agence, app_mobile, email, web",0,0.0,,0.0
CLI02688,53,18,prospect,2,web,OCC,1757.0,1,1884.26,"auto, sante",1,3,4.67,2024-10-03,web,1,88.39,2018-09-03,22611.0
CLI02689,62,4,client_actif,1,app_mobile,OCC,3518.0,1,1700.99,epargne,0,15,5.93,2024-12-18,"agence, app_mobile, telephone",0,0.0,,5103.0
CLI02690,40,17,client_actif,2,telephone,BFC,3293.0,2,1742.37,"prevoyance, sante",5,6,6.83,2024-08-10,"email, telephone, web",5,30840.63,2024-09-16,43559.0
CLI02691,64,4,client_actif,1,app_mobile,NAQ,2036.0,1,362.23,prevoyance,1,23,6.26,2024-10-25,"agence, app_mobile, email, telephone, web",1,1644.01,2024-02-25,362.0
CLI02692,48,24,client_actif,1,app_mobile,BFC,2079.0,1,294.59,habitation,1,18,6.17,2024-12-02,"app_mobile, web",1,7582.39,2019-11-12,5008.0
CLI02693,28,9,client_inactif,2,telephone,OCC,4460.0,0,3028.08,"epargne, sante",2,3,6.67,2023-06-17,"email, telephone",2,36540.44,2023-12-21,112039.0
CLI02694,27,0,client_inactif,1,app_mobile,BFC,4442.0,1,253.98,habitation,0,3,8.67,2023-08-14,"agence, app_mobile, telephone",0,0.0,,9651.0
CLI02695,20,9,prospect,1,app_mobile,NAQ,3187.0,0,285.32,habitation,0,2,4.5,2024-09-28,"app_mobile, telephone",0,0.0,,12839.0
CLI02696,71,4,client_actif,3,web,ARA,1552.0,2,1334.15,"auto, habitation, prevoyance",8,7,5.71,2023-12-14,"agence, app_mobile, email, telephone, web",8,46544.4,2024-12-30,0.0
CLI02697,31,11,client_actif,2,agence,IDF,3931.0,2,891.69,"auto, habitation",1,6,7.67,2024-09-22,agence,1,13681.48,2024-05-14,30317.0
CLI02698,33,21,résilié,4,app_mobile,NAQ,1549.0,0,4018.96,"auto, epargne, prevoyance, sante",1,2,3.5,2024-06-14,app_mobile,1,6496.2,2024-12-15,128607.0
CLI02699,27,6,prospect,3,app_mobile,BFC,3444.0,3,1521.97,"auto, habitation, prevoyance",0,4,7.75,2024-04-13,"app_mobile, web",0,0.0,,57835.0
CLI02700,46,8,client_actif,1,email,NAQ,1343.0,1,1309.02,sante,2,19,6.0,2024-10-28,"app_mobile, email, telephone, web",2,3183.23,2024-10-13,24871.0
CLI02701,27,21,résilié,2,telephone,NAQ,2807.0,0,2626.06,"epargne, habitation",0,1,8.0,2023-05-19,telephone,0,0.0,,99790.0
CLI02702,29,20,résilié,1,agence,OCC,3596.0,0,1797.76,epargne,3,1,6.0,2023-05-12,telephone,3,86849.83,2022-11-27,64719.0
CLI02703,47,11,client_inactif,3,app_mobile,BFC,1200.0,1,3649.07,"epargne, prevoyance, sante",4,1,7.0,2023-05-16,web,4,5074.25,2023-12-17,65683.0
CLI02704,58,22,client_inactif,5,app_mobile,OCC,2324.0,2,4685.34,"auto, epargne, habitation, prevoyance, sante",4,4,5.75,2024-08-10,"agence, app_mobile, telephone",4,46146.28,2024-06-10,32797.0
CLI02705,18,0,prospect,2,web,BFC,2938.0,2,1187.1,"auto, prevoyance",1,7,5.86,2024-12-18,"app_mobile, telephone, web",0,0.0,,55794.0
CLI02706,22,10,client_actif,3,web,OCC,2490.0,3,3298.29,"epargne, habitation, sante",2,23,5.78,2024-12-18,"app_mobile, email, web",2,26571.9,2023-10-17,141826.0
CLI02707,37,20,client_actif,1,agence,OCC,2814.0,1,1243.17,sante,1,6,6.33,2024-08-13,"agence, email, web",1,971.96,2022-03-28,34809.0
CLI02708,25,14,client_actif,2,app_mobile,ARA,2680.0,2,1055.01,"auto, prevoyance",2,18,7.06,2024-12-16,"agence, app_mobile, email, web",2,22187.44,2022-02-17,42200.0
CLI02709,60,1,client_inactif,4,telephone,NAQ,3734.0,4,4132.11,"auto, epargne, prevoyance, sante",4,4,7.25,2024-12-18,"app_mobile, telephone",4,40613.97,2024-12-26,20661.0
CLI02710,29,19,prospect,1,web,ARA,4032.0,1,1400.03,sante,1,6,5.67,2024-12-20,"email, web",1,1212.63,2024-01-07,50401.0
CLI02711,18,6,client_actif,1,app_mobile,OCC,3435.0,1,396.03,prevoyance,0,20,6.8,2024-12-17,"agence, app_mobile, email, telephone",0,0.0,,18613.0
CLI02712,74,20,résilié,2,agence,ARA,4198.0,0,3575.7,"epargne, sante",0,1,8.0,2024-05-07,web,0,0.0,,0.0
CLI02713,71,11,client_actif,3,app_mobile,NAQ,2319.0,2,2949.07,"auto, epargne, prevoyance",3,12,6.17,2024-12-17,"app_mobile, email, telephone",3,15727.56,2020-08-21,0.0
CLI02714,37,21,résilié,2,telephone,NAQ,3337.0,0,1085.37,"auto, prevoyance",2,2,5.0,2024-08-06,"agence, telephone",2,10074.11,2024-10-17,30390.0
CLI02715,45,17,résilié,4,email,OCC,1883.0,0,3743.17,"auto, epargne, habitation, prevoyance",5,3,4.67,2024-07-18,"email, telephone",5,68714.93,2024-11-12,74863.0
CLI02716,74,2,client_actif,1,web,NAQ,5438.0,1,432.69,prevoyance,0,17,5.82,2024-08-29,"agence, email, telephone, web",0,0.0,,0.0
CLI02717,60,6,client_actif,2,web,ARA,2890.0,2,1459.07,"prevoyance, sante",1,16,5.81,2024-12-30,"agence, email, telephone, web",1,477.21,2021-04-04,7295.0
CLI02718,54,10,client_actif,3,web,PACA,3524.0,3,3791.77,"epargne, habitation, sante",2,22,5.64,2024-11-29,"agence, email, telephone, web",2,28774.78,2023-12-15,41709.0
CLI02719,64,17,client_actif,1,agence,NAQ,1214.0,1,1091.44,sante,0,23,6.22,2024-10-21,"agence, app_mobile, email, telephone, web",0,0.0,,1091.0
CLI02720,54,11,client_actif,3,app_mobile,ARA,3503.0,2,3746.42,"auto, epargne, sante",5,12,6.33,2024-11-23,"app_mobile, email, telephone, web",5,74337.55,2024-07-06,41211.0
CLI02721,29,5,client_actif,1,agence,ARA,2902.0,1,366.74,prevoyance,0,21,6.24,2024-12-31,"agence, app_mobile, email, web",0,0.0,,13203.0
CLI02722,54,4,résilié,1,app_mobile,ARA,3218.0,0,242.76,habitation,2,3,5.67,2024-11-11,"app_mobile, web",2,10492.94,2024-01-28,2670.0
CLI02723,66,0,client_actif,1,agence,NAQ,2812.0,1,599.18,auto,0,15,6.6,2024-10-29,"agence, app_mobile, telephone, web",0,0.0,,0.0
CLI02724,66,11,client_inactif,4,agence,PACA,2692.0,2,3969.84,"auto, epargne, habitation, sante",3,3,4.67,2024-10-29,"app_mobile, email",3,25861.45,2024-06-02,0.0
CLI02725,73,10,prospect,2,app_mobile,OCC,2523.0,2,1037.67,"auto, habitation",1,4,8.0,2024-12-11,app_mobile,1,10003.15,2022-09-24,0.0
CLI02726,61,3,client_actif,3,app_mobile,OCC,2719.0,3,2789.42,"epargne, habitation, prevoyance",2,9,5.33,2024-10-04,"agence, app_mobile, email, telephone, web",2,38278.59,2024-12-07,11158.0
CLI02727,73,17,résilié,1,web,NAQ,4121.0,0,770.83,auto,0,3,6.67,2024-03-31,web,0,0.0,,0.0
CLI02728,45,3,client_actif,2,app_mobile,NAQ,2469.0,2,820.75,"auto, habitation",0,18,6.28,2024-12-11,"agence, app_mobile, telephone, web",0,0.0,,16415.0
CLI02729,64,16,client_actif,2,app_mobile,IDF,4833.0,2,864.99,"auto, habitation",2,22,6.32,2024-12-31,"agence, app_mobile, email, telephone, web",2,13024.18,2023-09-10,865.0
CLI02730,32,1,client_actif,4,app_mobile,BFC,2855.0,3,2263.47,"auto, habitation, prevoyance, sante",2,19,6.16,2024-11-05,"agence, app_mobile, email, telephone, web",2,9037.72,2024-11-17,74695.0
CLI02731,23,23,client_inactif,3,telephone,PACA,4060.0,1,2051.28,"habitation, prevoyance, sante",5,3,4.67,2023-08-19,"app_mobile, telephone, web",5,28529.32,2022-01-11,86154.0
CLI02732,61,21,client_actif,3,telephone,ARA,3830.0,3,1927.31,"auto, habitation, sante",1,22,6.18,2024-12-19,"agence, app_mobile, email, telephone, web",1,13088.02,2024-06-10,7709.0
CLI02733,76,1,client_actif,1,telephone,BFC,1393.0,0,250.1,habitation,0,22,7.0,2024-12-10,"email, telephone, web",0,0.0,,0.0
CLI02734,78,11,client_actif,2,app_mobile,ARA,1583.0,0,2930.56,"epargne, sante",1,24,5.79,2024-12-27,"agence, app_mobile, email, telephone",1,40456.46,2024-12-20,0.0
CLI02735,37,5,résilié,2,agence,BFC,2190.0,0,722.54,"habitation, prevoyance",4,1,5.0,2024-11-20,web,4,41721.14,2024-07-26,20231.0
CLI02736,67,9,résilié,4,app_mobile,OCC,1411.0,0,4204.67,"epargne, habitation, prevoyance, sante",1,2,5.5,2023-10-22,"agence, email",1,480.34,2018-03-01,0.0
CLI02737,31,24,client_actif,1,web,BFC,2428.0,1,1025.72,sante,1,11,6.45,2024-10-20,"agence, app_mobile, telephone, web",1,2004.72,2007-09-02,34874.0
CLI02738,19,22,client_inactif,1,web,NAQ,2825.0,0,324.35,habitation,3,3,7.33,2024-06-13,"email, web",3,24921.24,2021-08-29,14920.0
CLI02739,26,24,client_actif,2,web,PACA,3384.0,0,3063.93,"epargne, sante",1,6,5.67,2024-12-06,web,1,14523.39,2023-05-15,119493.0
CLI02740,54,20,client_actif,1,web,OCC,2963.0,1,1762.75,epargne,1,19,6.05,2024-07-23,"agence, app_mobile, email, telephone, web",1,44647.28,2023-05-04,19390.0
CLI02741,37,22,client_actif,1,app_mobile,BFC,2805.0,1,507.03,prevoyance,0,5,6.6,2024-08-18,"app_mobile, telephone, web",0,0.0,,14197.0
CLI02742,43,15,client_actif,4,email,PACA,3721.0,3,4164.53,"auto, epargne, prevoyance, sante",4,21,6.14,2024-11-13,"agence, app_mobile, email, telephone, web",4,27695.61,2021-03-18,91620.0
CLI02743,46,13,client_actif,2,web,NAQ,3601.0,2,1223.42,"auto, prevoyance",0,7,7.71,2024-12-30,"agence, email, web",0,0.0,,23245.0
CLI02744,18,6,prospect,4,telephone,ARA,4517.0,4,3693.65,"auto, epargne, habitation, prevoyance",5,7,6.14,2024-09-22,"agence, telephone, web",5,93128.83,2024-09-23,173602.0
CLI02745,72,18,client_actif,3,web,IDF,2968.0,3,2534.97,"auto, prevoyance, sante",3,20,5.95,2024-12-28,"agence, email, web",3,11043.74,2020-11-22,0.0
CLI02746,52,22,client_inactif,1,web,PACA,1200.0,1,1295.81,sante,2,1,7.0,2024-07-09,agence,2,1125.07,2021-11-03,16846.0
CLI02747,23,16,client_actif,2,app_mobile,ARA,3184.0,1,969.72,"auto, habitation",1,19,6.42,2024-12-28,"app_mobile, email, telephone, web",1,4549.03,2011-03-05,40728.0
CLI02748,54,8,client_actif,1,agence,PACA,4842.0,1,367.03,prevoyance,2,7,6.29,2024-12-19,"agence, email",2,15597.57,2023-07-21,4037.0
CLI02749,70,12,résilié,4,web,PACA,3723.0,0,3025.35,"auto, epargne, habitation, prevoyance",2,3,4.67,2024-09-18,"telephone, web",2,13810.52,2023-06-20,0.0
CLI02750,76,21,prospect,2,web,PACA,3930.0,2,1492.95,"habitation, sante",2,4,6.5,2024-03-20,"agence, web",2,21217.41,2020-12-03,0.0
CLI02751,22,4,client_actif,2,app_mobile,NAQ,2885.0,2,2178.61,"auto, sante",1,21,6.76,2024-11-10,"agence, app_mobile, email, telephone, web",1,5855.84,2024-12-07,93680.0
CLI02752,50,22,client_inactif,1,web,OCC,3622.0,1,542.43,auto,1,2,7.0,2024-09-13,web,1,2187.25,2023-01-31,8136.0
CLI02753,66,4,client_actif,2,agence,PACA,3977.0,2,1079.3,"auto, prevoyance",0,14,7.0,2024-11-08,"agence, email",0,0.0,,0.0
CLI02754,68,9,client_actif,1,app_mobile,NAQ,2499.0,1,290.39,habitation,3,8,5.0,2024-12-13,app_mobile,3,31551.09,2024-03-06,0.0
CLI02755,31,20,prospect,2,web,IDF,2349.0,1,1515.64,"habitation, sante",2,7,6.43,2024-12-14,"agence, app_mobile, email, web",2,10057.63,2013-05-21,51532.0
CLI02756,29,9,client_inactif,3,telephone,OCC,3209.0,1,2952.5,"auto, epargne, habitation",3,3,6.67,2024-11-10,"agence, telephone",3,86016.15,2024-01-03,106290.0
CLI02757,59,6,client_actif,3,web,NAQ,3672.0,1,3516.47,"auto, epargne, prevoyance",0,24,6.29,2024-12-20,"agence, app_mobile, email, telephone, web",0,0.0,,21099.0
CLI02758,37,14,client_inactif,1,agence,NAQ,1200.0,0,2184.65,epargne,1,4,4.5,2024-12-29,"agence, app_mobile, telephone",1,40616.57,2023-02-26,61170.0
CLI02759,70,6,client_actif,2,agence,OCC,2625.0,1,1528.13,"habitation, sante",2,14,7.29,2024-12-28,"agence, telephone",2,2452.85,2024-02-23,0.0
CLI02760,67,14,client_actif,4,email,NAQ,1200.0,3,4476.75,"auto, epargne, prevoyance, sante",6,5,6.4,2024-10-17,"app_mobile, email, telephone",6,90405.66,2023-01-12,0.0
CLI02761,41,2,client_inactif,1,app_mobile,IDF,2690.0,1,760.38,auto,4,2,7.5,2023-11-03,app_mobile,4,15208.7,2024-10-14,18249.0
CLI02762,76,18,client_actif,4,agence,NAQ,4321.0,2,4662.63,"auto, epargne, prevoyance, sante",6,21,6.71,2024-12-03,"agence, app_mobile, email, telephone, web",6,22906.79,2023-08-28,0.0
CLI02763,60,9,client_actif,1,web,IDF,2238.0,0,1612.61,epargne,2,8,6.75,2024-11-28,"agence, app_mobile, web",2,58222.7,2020-11-17,8063.0
CLI02764,79,14,client_actif,3,agence,PACA,2543.0,3,3205.69,"auto, epargne, prevoyance",1,9,6.44,2024-06-17,"agence, app_mobile, email, telephone, web",1,6775.6,2020-02-01,0.0
CLI02765,51,2,client_inactif,2,app_mobile,PACA,3396.0,1,2329.99,"epargne, habitation",1,1,6.0,2023-05-08,app_mobile,1,10940.15,2023-05-20,32620.0
CLI02766,42,5,client_actif,2,app_mobile,OCC,3694.0,2,721.91,"habitation, prevoyance",1,13,5.62,2024-10-29,"agence, app_mobile, email",1,18189.83,2024-08-21,16604.0
CLI02767,67,11,client_actif,4,telephone,IDF,3661.0,3,3814.74,"epargne, habitation, prevoyance, sante",5,21,7.57,2024-12-31,"agence, email, telephone, web",5,38453.8,2023-10-03,0.0
CLI02768,46,14,prospect,1,web,PACA,2834.0,0,539.18,prevoyance,1,7,6.0,2024-07-16,"email, web",1,13335.47,2023-03-31,10244.0
CLI02769,74,5,résilié,1,telephone,OCC,3313.0,0,536.7,auto,1,3,6.0,2024-08-15,"agence, email, telephone",1,1611.64,2024-11-22,0.0
CLI02770,56,12,prospect,2,telephone,ARA,2814.5,2,1793.59,"auto, sante",2,2,5.0,2024-10-30,telephone,2,5928.05,2024-11-26,16142.0
CLI02771,48,18,client_actif,3,app_mobile,PACA,2167.0,1,3213.63,"epargne, prevoyance, sante",2,5,6.8,2024-09-19,"app_mobile, web",2,2761.58,2024-01-07,54632.0
CLI02772,73,2,client_actif,1,app_mobile,PACA,1224.0,1,1936.83,epargne,0,7,6.29,2024-12-25,"app_mobile, email, web",0,0.0,,0.0
CLI02773,64,7,client_actif,3,app_mobile,BFC,1993.0,3,3167.67,"auto, epargne, habitation",0,9,6.89,2024-12-09,"agence, app_mobile, email, telephone, web",0,0.0,,3168.0
CLI02774,60,7,client_actif,2,email,NAQ,4095.0,1,1791.59,"prevoyance, sante",2,6,6.5,2024-09-06,"agence, app_mobile, email, web",2,25129.53,2024-06-05,8958.0
CLI02775,67,22,prospect,1,web,ARA,4792.0,1,476.54,prevoyance,1,5,5.0,2024-11-29,"app_mobile, web",1,5998.35,2020-07-02,0.0
CLI02776,40,19,client_actif,3,app_mobile,IDF,2718.0,2,2951.22,"epargne, habitation, prevoyance",5,10,5.9,2024-05-08,"agence, app_mobile, email, telephone",5,48447.59,2021-12-10,73780.0
CLI02777,61,14,client_inactif,1,agence,OCC,4060.0,0,1091.39,sante,0,3,8.0,2024-10-17,"agence, email",0,0.0,,4366.0
CLI02778,55,3,client_inactif,2,telephone,ARA,2532.0,2,878.59,"auto, habitation",3,2,8.5,2024-06-28,telephone,3,19700.47,2024-12-15,8786.0
CLI02779,37,18,client_actif,1,agence,IDF,3114.0,1,232.42,habitation,0,21,6.62,2024-10-04,"agence, app_mobile, email, web",0,0.0,,6508.0
CLI02780,40,20,client_inactif,2,agence,PACA,2774.0,1,996.0,"auto, prevoyance",1,1,9.0,2023-04-02,agence,1,6910.84,2023-03-25,24900.0
CLI02781,79,2,client_actif,2,web,BFC,3713.0,2,1441.26,"habitation, sante",0,7,5.43,2024-09-26,web,0,0.0,,0.0
CLI02782,62,12,client_inactif,2,app_mobile,OCC,2225.0,1,1403.98,"habitation, sante",1,4,6.5,2024-08-17,"agence, app_mobile, email",1,2504.98,2018-02-15,4212.0
CLI02783,69,7,client_actif,2,web,OCC,1997.0,2,1217.36,"habitation, sante",2,15,6.73,2024-12-31,"app_mobile, email, telephone, web",2,4048.08,2024-06-08,0.0
CLI02784,33,22,client_actif,2,telephone,ARA,2842.0,2,1072.26,"auto, prevoyance",1,9,6.78,2024-10-05,"agence, email, telephone, web",1,6858.57,2018-12-25,34312.0
CLI02785,67,15,résilié,1,agence,NAQ,3535.0,0,594.98,auto,0,2,6.0,2024-08-16,agence,0,0.0,,0.0
CLI02786,59,12,client_inactif,2,agence,IDF,2947.0,0,1867.23,"epargne, habitation",3,2,6.5,2023-09-05,agence,3,71227.12,2024-11-23,11203.0
CLI02787,77,2,client_actif,5,agence,NAQ,2378.0,3,4400.88,"auto, epargne, habitation, prevoyance, sante",4,19,6.89,2024-12-05,"agence, app_mobile, email, telephone, web",4,20281.9,2024-12-27,0.0
CLI02788,72,15,client_actif,4,app_mobile,NAQ,1990.0,3,3844.72,"epargne, habitation, prevoyance, sante",2,20,6.25,2024-12-28,"agence, app_mobile, email, telephone, web",2,4421.19,2024-12-06,0.0
CLI02789,25,8,client_actif,1,web,ARA,1282.0,1,526.11,auto,0,6,5.0,2024-12-10,"agence, app_mobile, email, web",0,0.0,,21044.0
CLI02790,67,13,client_actif,1,web,NAQ,2389.0,0,1396.83,sante,0,22,6.5,2024-12-30,"agence, app_mobile, telephone, web",0,0.0,,0.0
CLI02791,38,12,client_actif,4,web,NAQ,2662.0,2,2546.14,"auto, habitation, prevoyance, sante",0,22,5.91,2024-10-23,"app_mobile, email, telephone, web",0,0.0,,68746.0
CLI02792,18,20,client_actif,2,agence,NAQ,3299.0,2,1266.42,"habitation, sante",1,12,6.25,2024-08-23,"agence, app_mobile, telephone, web",1,1057.04,2022-08-22,59522.0
CLI02793,72,24,client_inactif,2,web,OCC,1750.0,1,740.32,"habitation, prevoyance",1,4,5.75,2024-12-02,"telephone, web",1,2816.36,2018-01-22,0.0
CLI02794,25,6,prospect,3,agence,IDF,3401.0,2,4169.83,"epargne, prevoyance, sante",0,1,4.0,2023-04-12,email,0,0.0,,166793.0
CLI02795,46,14,client_actif,1,agence,IDF,2265.0,1,1617.49,epargne,0,8,7.38,2024-10-05,"agence, app_mobile",0,0.0,,30732.0
CLI02796,49,6,client_actif,2,app_mobile,ARA,2338.0,2,2356.57,"auto, epargne",0,15,6.47,2024-09-26,"agence, app_mobile, telephone, web",0,0.0,,37705.0
CLI02797,55,5,client_actif,5,web,PACA,3924.0,5,4840.48,"auto, epargne, habitation, prevoyance, sante",2,14,5.93,2024-11-12,"app_mobile, email, telephone, web",2,7262.16,2023-12-17,48405.0
CLI02798,22,1,prospect,3,web,ARA,1200.0,2,3160.78,"auto, epargne, prevoyance",0,6,6.17,2024-08-06,web,0,0.0,,135914.0
CLI02799,64,8,client_actif,1,web,IDF,1696.0,0,2378.64,epargne,0,8,5.38,2024-12-08,"agence, app_mobile, telephone, web",0,0.0,,2379.0
CLI02800,39,21,client_inactif,1,agence,OCC,2841.0,0,1403.5,sante,0,1,10.0,2024-05-04,agence,0,0.0,,36491.0
