client_id,age,anciennete_ans,statut,nb_produits,canal_principal,region,revenu_mensuel
CLI02428,34,0,client_actif,4,agence,BFC,2076.0
CLI02429,79,20,client_actif,3,web,PACA,2960.0
CLI02430,61,2,client_inactif,1,web,PACA,3520.0
CLI02431,37,16,prospect,1,web,IDF,2194.0
CLI02432,53,18,client_actif,4,app_mobile,ARA,2188.0
CLI02433,26,13,client_actif,1,agence,OCC,1442.0
CLI02434,55,21,client_actif,2,web,IDF,4313.0
CLI02435,65,22,client_actif,1,agence,BFC,3257.0
CLI02436,74,7,client_actif,3,web,IDF,2287.0
CLI02437,77,12,client_actif,3,web,NAQ,2248.0
CLI02438,39,19,client_inactif,2,agence,BFC,1872.0
CLI02439,71,2,client_inactif,2,app_mobile,OCC,2941.0
CLI02440,70,4,client_actif,5,agence,ARA,2492.0
CLI02441,70,8,prospect,3,telephone,BFC,1974.0
CLI02442,19,5,client_inactif,4,telephone,ARA,2105.0
CLI02443,41,24,client_actif,2,web,ARA,3453.0
CLI02444,25,21,client_actif,1,app_mobile,IDF,2457.0
CLI02445,28,1,client_actif,2,agence,NAQ,1695.0
CLI02446,30,12,prospect,3,agence,IDF,2858.0
CLI02447,34,4,client_actif,1,agence,PACA,2182.0
CLI02448,25,24,client_actif,1,web,PACA,3381.0
CLI02449,38,7,client_actif,1,web,ARA,4156.0
CLI02450,35,22,client_actif,2,app_mobile,NAQ,1200.0
CLI02451,47,0,client_inactif,3,agence,BFC,2164.0
CLI02452,35,19,client_actif,1,web,ARA,2925.0
CLI02453,63,11,prospect,3,web,BFC,2731.0
CLI02454,64,22,client_actif,4,agence,ARA,3927.0
CLI02455,48,10,client_inactif,1,web,IDF,2783.0
CLI02456,55,6,client_inactif,3,web,ARA,2984.0
CLI02457,49,14,client_actif,5,web,ARA,3188.0
CLI02458,28,21,client_actif,5,web,NAQ,2187.0
CLI02459,62,23,client_inactif,1,app_mobile,NAQ,3264.0
CLI02460,42,10,client_actif,1,app_mobile,BFC,3165.0
CLI02461,50,21,prospect,1,web,NAQ,2893.0
CLI02462,77,15,client_actif,3,web,ARA,1200.0
CLI02463,55,2,client_actif,3,web,NAQ,2115.0
CLI02464,58,19,client_actif,3,agence,NAQ,2967.0
CLI02465,25,13,client_actif,1,web,OCC,2714.0
CLI02466,28,2,client_actif,1,app_mobile,OCC,3474.0
CLI02467,39,0,résilié,2,web,PACA,3481.0
CLI02468,68,20,client_inactif,2,web,IDF,3110.0
CLI02469,41,14,résilié,3,web,IDF,3481.0
CLI02470,58,0,résilié,2,web,NAQ,3250.0
CLI02471,34,16,prospect,1,agence,PACA,2326.0
CLI02472,29,1,client_actif,1,app_mobile,PACA,2795.0
CLI02473,74,19,client_actif,1,telephone,BFC,1811.0
CLI02474,63,5,client_inactif,1,web,OCC,4144.0
CLI02475,49,7,client_actif,1,web,PACA,1671.0
CLI02476,32,15,résilié,1,web,ARA,1200.0
CLI02477,33,18,client_actif,1,agence,BFC,4709.0
CLI02478,71,0,client_inactif,1,web,NAQ,2716.0
CLI02479,39,2,prospect,3,app_mobile,ARA,3605.0
CLI02480,45,2,client_actif,1,web,IDF,3460.0
CLI02481,37,4,client_inactif,3,web,OCC,3741.0
CLI02482,50,11,prospect,3,telephone,ARA,3332.0
CLI02483,27,11,client_inactif,2,app_mobile,NAQ,3338.0
CLI02484,57,19,prospect,5,agence,ARA,1200.0
CLI02485,49,12,client_actif,1,agence,ARA,1933.0
CLI02486,67,19,client_actif,3,app_mobile,PACA,1200.0
CLI02487,77,8,client_actif,5,web,OCC,2062.0
CLI02488,50,6,client_actif,4,agence,IDF,2320.0
CLI02489,19,3,client_actif,1,web,NAQ,2695.0
CLI02490,50,18,prospect,1,app_mobile,BFC,1947.0
CLI02491,50,21,prospect,1,agence,BFC,2483.0
CLI02492,58,18,client_actif,2,agence,NAQ,2334.0
CLI02493,30,5,client_actif,3,agence,IDF,3111.0
CLI02494,47,12,client_inactif,1,agence,NAQ,3483.0
CLI02495,50,10,client_actif,2,web,PACA,2993.0
CLI02496,30,12,client_actif,3,web,BFC,3367.0
CLI02497,69,12,client_actif,2,web,BFC,2972.0
CLI02498,43,24,prospect,4,agence,ARA,3868.0
CLI02499,39,21,client_actif,3,email,PACA,4478.0
CLI02500,56,19,résilié,1,web,BFC,1200.0
CLI02501,19,14,client_inactif,2,web,PACA,3820.0
CLI02502,55,20,client_actif,1,app_mobile,PACA,1639.0
CLI02503,56,12,client_actif,2,telephone,IDF,2967.0
CLI02504,43,21,client_inactif,5,app_mobile,BFC,3035.0
CLI02505,63,10,client_actif,4,web,OCC,3348.0
CLI02506,75,18,prospect,2,email,IDF,2754.0
CLI02507,67,7,prospect,1,telephone,IDF,2796.0
CLI02508,32,19,client_actif,1,web,PACA,3109.0
CLI02509,51,7,résilié,2,telephone,OCC,2488.0
CLI02510,59,9,client_actif,1,app_mobile,IDF,1200.0
CLI02511,72,15,prospect,2,app_mobile,OCC,2798.0
CLI02512,61,18,client_actif,1,app_mobile,BFC,2126.0
CLI02513,66,22,client_inactif,1,telephone,PACA,2049.0
CLI02514,57,10,client_inactif,1,agence,IDF,1962.0
CLI02515,28,12,client_actif,5,web,OCC,1200.0
CLI02516,78,8,client_actif,3,email,NAQ,2440.0
CLI02517,20,19,prospect,1,web,IDF,2801.0
CLI02518,76,23,client_inactif,1,agence,IDF,3491.0
CLI02519,23,18,client_inactif,2,agence,IDF,2268.0
CLI02520,26,15,client_actif,1,web,OCC,4220.0
CLI02521,23,6,client_inactif,2,web,ARA,3325.0
CLI02522,26,18,client_actif,3,telephone,BFC,1791.0
CLI02523,56,11,prospect,2,app_mobile,IDF,2361.0
CLI02524,48,14,client_actif,2,agence,NAQ,4619.0
CLI02525,49,22,client_actif,2,app_mobile,NAQ,3484.0
CLI02526,58,13,client_actif,4,agence,PACA,2326.0
CLI02527,67,10,client_actif,4,app_mobile,ARA,3603.0
CLI02528,29,9,client_actif,2,web,ARA,1665.0
CLI02529,25,10,client_actif,1,app_mobile,OCC,2303.0
CLI02530,25,5,client_actif,2,telephone,PACA,1200.0
CLI02531,67,1,prospect,1,app_mobile,OCC,3343.0
CLI02532,45,10,client_actif,2,web,PACA,1751.0
CLI02533,79,18,client_actif,2,telephone,BFC,2727.0
CLI02534,37,5,client_actif,1,agence,ARA,1408.0
CLI02535,79,13,client_inactif,1,web,BFC,2980.0
CLI02536,64,19,client_inactif,2,email,OCC,2733.0
CLI02537,76,5,client_inactif,4,agence,PACA,1474.0
CLI02538,24,16,client_actif,2,web,ARA,2370.0
CLI02539,28,9,prospect,3,web,ARA,2920.0
CLI02540,37,0,client_actif,1,agence,IDF,3201.0
CLI02541,33,2,client_actif,2,agence,OCC,4225.0
CLI02542,21,7,client_actif,2,web,IDF,3896.0
CLI02543,23,7,prospect,3,web,ARA,2174.0
CLI02544,75,19,client_inactif,1,web,OCC,2163.0
CLI02545,39,21,prospect,2,app_mobile,OCC,1512.0
CLI02546,43,14,résilié,1,web,BFC,1891.0
CLI02547,20,23,client_inactif,1,web,NAQ,3574.0
CLI02548,58,6,client_actif,5,agence,PACA,1370.0
CLI02549,77,10,client_inactif,1,agence,NAQ,2661.0
CLI02550,59,6,client_actif,1,app_mobile,NAQ,2529.0
CLI02551,31,3,client_inactif,2,app_mobile,ARA,2118.0
CLI02552,28,24,client_actif,4,app_mobile,BFC,1628.0
CLI02553,35,11,client_inactif,2,app_mobile,PACA,1200.0
CLI02554,71,5,client_actif,3,email,NAQ,1636.0
CLI02555,29,13,résilié,4,agence,NAQ,2725.0
CLI02556,40,11,client_actif,1,web,OCC,3338.0
CLI02557,29,10,client_actif,2,app_mobile,ARA,4251.0
CLI02558,30,18,client_inactif,2,app_mobile,NAQ,3101.0
CLI02559,42,20,client_inactif,3,agence,PACA,3333.0
CLI02560,62,4,client_actif,1,app_mobile,IDF,4247.0
CLI02561,68,13,client_actif,1,telephone,IDF,3104.0
CLI02562,75,20,client_actif,3,agence,ARA,3685.0
CLI02563,36,23,résilié,2,app_mobile,IDF,2458.0
CLI02564,72,15,client_inactif,2,telephone,OCC,3449.0
CLI02565,63,24,client_inactif,2,agence,OCC,2989.0
CLI02566,53,12,prospect,1,agence,PACA,2582.0
CLI02567,62,24,client_actif,2,email,BFC,4192.0
CLI02568,25,21,client_actif,2,web,ARA,1717.0
CLI02569,46,21,client_inactif,4,web,ARA,2026.0
CLI02570,72,24,prospect,1,telephone,IDF,3860.0
CLI02571,70,19,client_inactif,4,agence,NAQ,3674.0
CLI02572,72,21,client_actif,2,telephone,NAQ,2811.0
CLI02573,49,3,client_actif,1,web,BFC,3106.0
CLI02574,68,10,client_actif,3,agence,NAQ,3266.0
CLI02575,61,16,client_actif,1,web,BFC,3129.0
CLI02576,35,6,client_actif,5,app_mobile,PACA,3017.0
CLI02577,23,13,prospect,4,web,ARA,2044.0
CLI02578,35,10,client_actif,1,web,IDF,3914.0
CLI02579,36,21,client_inactif,1,web,PACA,2616.0
CLI02580,39,8,prospect,2,agence,OCC,1908.0
CLI02581,54,22,client_actif,2,app_mobile,OCC,2921.0
CLI02582,49,12,client_actif,2,web,OCC,3109.0
CLI02583,73,22,client_actif,1,web,BFC,3156.0
CLI02584,58,17,client_inactif,2,web,BFC,3676.0
CLI02585,76,10,client_actif,1,telephone,ARA,2458.0
CLI02586,20,14,client_inactif,3,web,OCC,2741.0
CLI02587,45,24,client_actif,3,web,BFC,2040.0
CLI02588,27,24,prospect,2,telephone,BFC,3010.0
CLI02589,68,21,client_actif,4,agence,NAQ,2027.0
CLI02590,52,18,client_actif,1,agence,BFC,2269.0
CLI02591,78,0,client_actif,1,agence,OCC,3685.0
CLI02592,46,3,client_inactif,2,telephone,PACA,2923.0
CLI02593,71,13,client_actif,2,web,OCC,4082.0
CLI02594,32,13,client_actif,2,email,NAQ,3859.0
CLI02595,50,2,client_actif,4,telephone,OCC,2994.0
CLI02596,24,16,client_actif,5,app_mobile,IDF,3118.0
CLI02597,29,2,client_actif,2,agence,NAQ,2585.0
CLI02598,66,15,client_actif,3,agence,ARA,3740.0
CLI02599,47,13,client_actif,1,web,OCC,3127.0
CLI02600,38,19,client_actif,1,web,BFC,3619.0
CLI02601,48,12,client_actif,3,email,PACA,2218.0
CLI02602,75,14,client_inactif,2,app_mobile,OCC,1575.0
CLI02603,78,13,client_actif,2,app_mobile,PACA,3252.0
CLI02604,41,23,client_actif,1,agence,IDF,3433.0
CLI02605,37,24,résilié,2,app_mobile,ARA,2868.0
CLI02606,54,18,client_actif,1,web,BFC,3321.0
CLI02607,21,5,client_actif,2,agence,NAQ,2033.0
CLI02608,45,9,prospect,1,agence,NAQ,3645.0
CLI02609,61,14,client_actif,1,web,ARA,3855.0
CLI02610,79,20,prospect,1,email,IDF,3719.0
CLI02611,37,21,résilié,1,web,IDF,2912.0
CLI02612,77,19,client_inactif,4,app_mobile,OCC,3868.0
CLI02613,41,5,client_inactif,1,web,IDF,1771.0
CLI02614,67,22,client_inactif,1,agence,OCC,3316.0
CLI02615,66,24,client_actif,2,app_mobile,PACA,3445.0
CLI02616,68,9,client_actif,2,app_mobile,ARA,3251.0
CLI02617,49,6,client_inactif,1,telephone,PACA,1954.0
CLI02618,58,21,résilié,1,web,PACA,3006.0
CLI02619,53,16,client_actif,5,agence,PACA,2570.0
CLI02620,75,17,résilié,3,app_mobile,PACA,1200.0
CLI02621,70,16,client_actif,2,email,NAQ,1740.0
CLI02622,51,8,client_actif,2,app_mobile,IDF,3845.0
CLI02623,53,9,client_actif,1,web,ARA,2442.0
CLI02624,19,9,client_actif,1,web,ARA,3751.0
CLI02625,32,24,prospect,2,telephone,BFC,3829.0
CLI02626,51,6,client_actif,4,telephone,PACA,3292.0
CLI02627,53,15,client_actif,1,web,ARA,2247.0
CLI02628,23,17,client_actif,3,agence,OCC,3650.0
CLI02629,56,5,client_actif,1,app_mobile,ARA,2992.0
CLI02630,59,19,résilié,1,email,PACA,2840.0
CLI02631,68,0,client_actif,1,telephone,ARA,1980.0
CLI02632,68,0,client_actif,1,email,IDF,2349.0
CLI02633,75,11,prospect,4,telephone,PACA,1993.0
CLI02634,71,20,prospect,2,telephone,NAQ,3663.0
CLI02635,78,1,client_inactif,1,web,IDF,4181.0
CLI02636,29,3,client_actif,5,telephone,ARA,3631.0
CLI02637,20,16,client_inactif,4,agence,NAQ,2979.0
CLI02638,62,3,prospect,3,email,BFC,2524.0
CLI02639,35,10,client_actif,4,app_mobile,IDF,3229.0
CLI02640,57,21,client_actif,1,web,BFC,2425.0
CLI02641,38,3,client_actif,3,app_mobile,OCC,2772.0
CLI02642,32,0,prospect,3,agence,IDF,2061.0
CLI02643,50,6,prospect,4,web,NAQ,3386.0
CLI02644,52,17,client_actif,3,app_mobile,BFC,3431.0
CLI02645,43,8,prospect,1,app_mobile,OCC,3618.0
CLI02646,25,2,résilié,3,app_mobile,BFC,3302.0
CLI02647,53,7,client_actif,1,app_mobile,ARA,3239.0
CLI02648,65,23,prospect,1,web,PACA,1861.0
CLI02649,47,18,client_actif,1,telephone,BFC,1823.0
CLI02650,40,3,client_actif,4,agence,ARA,3098.0
CLI02651,59,17,prospect,1,web,PACA,3791.0
CLI02652,61,19,client_inactif,2,agence,PACA,2559.0
CLI02653,31,10,résilié,2,agence,NAQ,2805.0
CLI02654,31,13,client_actif,5,web,OCC,2814.0
CLI02655,19,24,client_actif,1,app_mobile,OCC,1200.0
CLI02656,72,17,prospect,3,agence,IDF,3016.0
CLI02657,54,15,client_actif,4,app_mobile,ARA,2305.0
CLI02658,22,2,client_actif,2,agence,NAQ,3350.0
CLI02659,55,14,client_actif,2,app_mobile,BFC,2772.0
CLI02660,62,3,client_actif,3,web,ARA,2639.0
CLI02661,58,4,client_actif,4,email,BFC,2658.0
CLI02662,79,16,client_actif,3,web,BFC,2506.0
CLI02663,71,6,client_actif,1,agence,BFC,1575.0
CLI02664,77,15,client_actif,4,web,IDF,3658.0
CLI02665,78,13,client_actif,2,web,IDF,2229.0
CLI02666,64,15,client_inactif,2,app_mobile,NAQ,2379.0
CLI02667,31,6,prospect,3,web,IDF,2871.0
CLI02668,73,8,client_inactif,1,app_mobile,NAQ,1796.0
CLI02669,56,3,client_actif,3,web,IDF,2351.0
CLI02670,42,21,prospect,2,app_mobile,OCC,4525.0
CLI02671,37,10,client_actif,4,agence,NAQ,3103.0
CLI02672,19,1,client_actif,1,web,OCC,2028.0
CLI02673,56,11,résilié,2,telephone,OCC,1200.0
CLI02674,23,11,prospect,3,web,NAQ,3701.0
CLI02675,34,3,client_actif,1,web,ARA,1889.0
CLI02676,76,17,client_actif,1,agence,PACA,2311.0
CLI02677,42,20,résilié,5,app_mobile,IDF,2425.0
CLI02678,74,6,client_actif,1,app_mobile,BFC,1978.0
CLI02679,45,0,résilié,5,web,IDF,2731.0
CLI02680,19,22,résilié,1,telephone,BFC,2304.0
CLI02681,52,12,client_actif,2,agence,ARA,3350.0
CLI02682,54,5,client_inactif,3,web,PACA,2926.0
CLI02683,22,5,résilié,3,app_mobile,ARA,4089.0
CLI02684,18,11,client_actif,2,telephone,PACA,4107.0
CLI02685,57,7,client_actif,2,app_mobile,NAQ,1941.0
CLI02686,29,23,client_actif,3,web,NAQ,2506.0
CLI02687,73,21,client_actif,1,app_mobile,BFC,4739.0
CLI02688,53,18,prospect,2,web,OCC,1757.0
CLI02689,62,4,client_actif,1,app_mobile,OCC,3518.0
CLI02690,40,17,client_actif,2,telephone,BFC,3293.0
CLI02691,64,4,client_actif,1,app_mobile,NAQ,2036.0
CLI02692,48,24,client_actif,1,app_mobile,BFC,2079.0
CLI02693,28,9,client_inactif,2,telephone,OCC,4460.0
CLI02694,27,0,client_inactif,1,app_mobile,BFC,4442.0
CLI02695,20,9,prospect,1,app_mobile,NAQ,3187.0
CLI02696,71,4,client_actif,3,web,ARA,1552.0
CLI02697,31,11,client_actif,2,agence,IDF,3931.0
CLI02698,33,21,résilié,4,app_mobile,NAQ,1549.0
CLI02699,27,6,prospect,3,app_mobile,BFC,3444.0
CLI02700,46,8,client_actif,1,email,NAQ,1343.0
CLI02701,27,21,résilié,2,telephone,NAQ,2807.0
CLI02702,29,20,résilié,1,agence,OCC,3596.0
CLI02703,47,11,client_inactif,3,app_mobile,BFC,1200.0
CLI02704,58,22,client_inactif,5,app_mobile,OCC,2324.0
CLI02705,18,0,prospect,2,web,BFC,2938.0
CLI02706,22,10,client_actif,3,web,OCC,2490.0
CLI02707,37,20,client_actif,1,agence,OCC,2196.0
CLI02708,25,14,client_actif,2,app_mobile,ARA,2680.0
CLI02709,60,1,client_inactif,4,telephone,NAQ,3734.0
CLI02710,29,19,prospect,1,web,ARA,4032.0
CLI02711,18,6,client_actif,1,app_mobile,OCC,3435.0
CLI02712,74,20,résilié,2,agence,ARA,4198.0
CLI02713,71,11,client_actif,3,app_mobile,NAQ,2319.0
CLI02714,37,21,résilié,2,telephone,NAQ,3337.0
CLI02715,45,17,résilié,4,email,OCC,1883.0
CLI02716,74,2,client_actif,1,web,NAQ,5438.0
CLI02717,60,6,client_actif,2,web,ARA,2890.0
CLI02718,54,10,client_actif,3,web,PACA,3524.0
CLI02719,64,17,client_actif,1,agence,NAQ,1214.0
CLI02720,54,11,client_actif,3,app_mobile,ARA,3503.0
CLI02721,29,5,client_actif,1,agence,ARA,2902.0
CLI02722,54,4,résilié,1,app_mobile,ARA,3218.0
CLI02723,66,0,client_actif,1,agence,NAQ,2812.0
CLI02724,66,11,client_inactif,4,agence,PACA,2692.0
CLI02725,73,10,prospect,2,app_mobile,OCC,2523.0
CLI02726,61,3,client_actif,3,app_mobile,OCC,2719.0
CLI02727,73,17,résilié,1,web,NAQ,4121.0
CLI02728,45,3,client_actif,2,app_mobile,NAQ,2469.0
CLI02729,64,16,client_actif,2,app_mobile,IDF,4833.0
CLI02730,32,1,client_actif,4,app_mobile,BFC,2855.0
CLI02731,23,23,client_inactif,3,telephone,PACA,4060.0
CLI02732,61,21,client_actif,3,telephone,ARA,3830.0
CLI02733,76,1,client_actif,1,telephone,BFC,1393.0
CLI02734,78,11,client_actif,2,app_mobile,ARA,1583.0
CLI02735,37,5,résilié,2,agence,BFC,2190.0
CLI02736,67,9,résilié,4,app_mobile,OCC,1411.0
CLI02737,31,24,client_actif,1,web,BFC,2428.0
CLI02738,19,22,client_inactif,1,web,NAQ,2825.0
CLI02739,26,24,client_actif,2,web,PACA,3384.0
CLI02740,54,20,client_actif,1,web,OCC,2963.0
CLI02741,37,22,client_actif,1,app_mobile,BFC,2805.0
CLI02742,43,15,client_actif,4,email,PACA,3721.0
CLI02743,46,13,client_actif,2,web,NAQ,3601.0
CLI02744,18,6,prospect,4,telephone,ARA,4517.0
CLI02745,72,18,client_actif,3,web,IDF,2968.0
CLI02746,52,22,client_inactif,1,web,PACA,1200.0
CLI02747,23,16,client_actif,2,app_mobile,ARA,3184.0
CLI02748,54,8,client_actif,1,agence,PACA,4842.0
CLI02749,70,12,résilié,4,web,PACA,3723.0
CLI02750,76,21,prospect,2,web,PACA,3930.0
CLI02751,22,4,client_actif,2,app_mobile,NAQ,2885.0
CLI02752,50,22,client_inactif,1,web,OCC,3622.0
CLI02753,66,4,client_actif,2,agence,PACA,3977.0
CLI02754,68,9,client_actif,1,app_mobile,NAQ,2499.0
CLI02755,31,20,prospect,2,web,IDF,2349.0
CLI02756,29,9,client_inactif,3,telephone,OCC,3209.0
CLI02757,59,6,client_actif,3,web,NAQ,3672.0
CLI02758,37,14,client_inactif,1,agence,IDF,1200.0
CLI02759,70,6,client_actif,2,agence,OCC,2625.0
CLI02760,67,14,client_actif,4,email,NAQ,1200.0
CLI02761,41,2,client_inactif,1,app_mobile,IDF,2690.0
CLI02762,76,18,client_actif,4,agence,NAQ,4321.0
CLI02763,60,9,client_actif,1,web,IDF,2238.0
CLI02764,79,14,client_actif,3,agence,PACA,2543.0
CLI02765,51,2,client_inactif,2,app_mobile,PACA,3396.0
CLI02766,42,5,client_actif,2,app_mobile,OCC,3694.0
CLI02767,67,11,client_actif,4,telephone,IDF,3661.0
CLI02768,46,14,prospect,1,web,PACA,2834.0
CLI02769,74,5,résilié,1,telephone,OCC,3313.0
CLI02770,56,12,prospect,2,telephone,ARA,3274.0
CLI02771,48,18,client_actif,3,app_mobile,PACA,2167.0
CLI02772,73,2,client_actif,1,app_mobile,PACA,1224.0
CLI02773,64,7,client_actif,3,app_mobile,BFC,1993.0
CLI02774,60,7,client_actif,2,email,NAQ,4095.0
CLI02775,67,22,prospect,1,web,ARA,4792.0
CLI02776,40,19,client_actif,3,app_mobile,IDF,2718.0
CLI02777,61,14,client_inactif,1,agence,OCC,4060.0
CLI02778,55,3,client_inactif,2,telephone,ARA,2532.0
CLI02779,37,18,client_actif,1,agence,IDF,3114.0
CLI02780,40,20,client_inactif,2,agence,PACA,2247.0
CLI02781,79,2,client_actif,2,web,BFC,3713.0
CLI02782,62,12,client_inactif,2,app_mobile,OCC,2225.0
CLI02783,69,7,client_actif,2,web,OCC,1997.0
CLI02784,33,22,client_actif,2,telephone,ARA,2842.0
CLI02785,67,15,résilié,1,agence,NAQ,3535.0
CLI02786,59,12,client_inactif,2,agence,IDF,2947.0
CLI02787,77,2,client_actif,5,agence,BFC,2378.0
CLI02788,72,15,client_actif,4,app_mobile,BFC,1990.0
CLI02789,25,8,client_actif,1,web,ARA,1282.0
CLI02790,67,13,client_actif,1,web,NAQ,2389.0
CLI02791,38,12,client_actif,4,web,NAQ,2662.0
CLI02792,18,20,client_actif,2,agence,NAQ,3299.0
CLI02793,72,24,client_inactif,2,web,OCC,1750.0
CLI02794,25,6,prospect,3,agence,IDF,3401.0
CLI02795,46,14,client_actif,1,agence,IDF,2265.0
CLI02796,49,6,client_actif,2,app_mobile,ARA,2338.0
CLI02797,55,5,client_actif,5,web,PACA,3924.0
CLI02798,22,1,prospect,3,web,ARA,1200.0
CLI02799,64,8,client_actif,1,web,IDF,1696.0
CLI02800,39,21,client_inactif,1,agence,OCC,2841.0
CLI02801,64,23,client_inactif,1,web,ARA,2796.0
CLI02802,51,16,client_actif,3,telephone,PACA,1268.0
CLI02803,18,4,client_actif,1,agence,BFC,2355.0
CLI02804,72,11,client_actif,1,web,ARA,3662.0
CLI02805,72,0,client_inactif,4,agence,NAQ,1753.0
CLI02806,43,9,client_inactif,1,agence,PACA,3773.0
CLI02807,60,10,client_actif,1,agence,NAQ,2155.0
CLI02808,27,15,client_actif,1,web,OCC,1200.0
CLI02809,47,13,client_inactif,1,web,IDF,3537.0
CLI02810,67,7,prospect,2,web,ARA,3026.0
CLI02811,35,23,client_actif,4,app_mobile,ARA,1481.0
CLI02812,34,16,résilié,4,agence,NAQ,2311.0
CLI02813,43,24,client_inactif,2,agence,NAQ,4352.0
CLI02814,25,17,client_actif,2,telephone,IDF,3393.0
CLI02815,64,11,client_actif,2,web,ARA,3804.0
CLI02816,57,24,client_actif,1,web,IDF,1776.0
CLI02817,66,16,client_actif,1,agence,NAQ,3903.0
CLI02818,29,13,client_actif,4,web,BFC,1518.0
CLI02819,44,15,client_actif,1,web,NAQ,1547.0
CLI02820,25,13,client_inactif,1,app_mobile,PACA,3552.0
CLI02821,42,8,client_inactif,2,web,NAQ,1602.0
CLI02822,63,3,client_actif,2,agence,NAQ,4166.0
CLI02823,21,24,client_actif,1,web,BFC,1673.0
CLI02824,50,22,client_actif,1,agence,IDF,1925.0
CLI02825,18,10,client_actif,2,telephone,PACA,3838.0
CLI02826,36,5,client_actif,3,web,PACA,2241.0
CLI02827,48,14,client_actif,1,telephone,ARA,3516.0
CLI02828,33,4,client_inactif,2,app_mobile,BFC,1798.0
CLI02829,31,10,client_actif,2,telephone,OCC,2551.0
CLI02830,70,24,résilié,4,web,ARA,3467.0
CLI02831,65,17,résilié,1,agence,ARA,2039.0
CLI02832,22,12,prospect,1,app_mobile,ARA,3720.0
CLI02833,58,10,client_actif,2,agence,PACA,2476.0
CLI02834,43,13,résilié,3,agence,IDF,2908.0
CLI02835,79,17,résilié,1,app_mobile,NAQ,1898.0
CLI02836,45,24,prospect,2,telephone,PACA,2107.0
CLI02837,19,18,prospect,1,app_mobile,NAQ,2040.0
CLI02838,67,23,client_actif,1,web,NAQ,2252.0
CLI02839,23,14,résilié,2,agence,OCC,4192.0
CLI02840,26,8,client_actif,1,agence,ARA,3809.0
CLI02841,50,7,client_actif,3,app_mobile,OCC,3207.0
CLI02842,58,19,client_inactif,2,app_mobile,ARA,2207.0
CLI02843,42,0,prospect,2,email,PACA,2042.0
CLI02844,65,3,client_actif,2,agence,NAQ,1927.0
CLI02845,30,13,client_actif,2,web,OCC,2527.0
CLI02846,26,24,client_inactif,1,web,BFC,3052.0
CLI02847,70,1,client_actif,4,email,PACA,3353.0
CLI02848,30,15,client_actif,5,agence,PACA,2813.0
CLI02849,48,2,client_actif,1,telephone,BFC,3309.0
CLI02850,58,7,client_actif,1,web,ARA,3642.0
CLI02851,28,5,prospect,1,agence,NAQ,2465.0
CLI02852,21,15,client_actif,3,agence,ARA,3789.0
CLI02853,51,23,client_actif,3,web,ARA,1915.0
CLI02854,78,15,client_inactif,3,app_mobile,PACA,3328.0
CLI02855,55,6,client_inactif,3,agence,ARA,2829.0
CLI02856,63,12,client_actif,2,app_mobile,IDF,2958.0
CLI02857,21,12,client_actif,2,telephone,BFC,2469.0
CLI02858,55,4,client_actif,3,telephone,BFC,3923.0
CLI02859,36,24,client_inactif,2,telephone,NAQ,2256.0
CLI02860,23,19,client_actif,2,telephone,BFC,4049.0
CLI02861,51,21,client_actif,2,app_mobile,ARA,4055.0
CLI02862,35,17,client_actif,2,app_mobile,ARA,3206.0
CLI02863,30,14,client_actif,2,telephone,OCC,2518.0
CLI02864,58,17,client_actif,2,app_mobile,NAQ,2046.0
CLI02865,40,1,client_actif,3,web,NAQ,1200.0
CLI02866,36,9,prospect,2,app_mobile,BFC,3286.0
CLI02867,62,22,client_inactif,2,web,ARA,1800.0
CLI02868,28,12,client_actif,3,agence,IDF,1926.0
CLI02869,18,17,client_actif,2,web,OCC,3296.0
CLI02870,41,14,client_actif,1,web,IDF,2413.0
CLI02871,79,11,client_actif,1,email,ARA,2996.0
CLI02872,71,14,client_actif,2,agence,NAQ,3215.0
CLI02873,24,12,client_actif,2,agence,NAQ,4244.0
CLI02874,42,17,client_actif,5,agence,IDF,2979.0
CLI02875,38,14,client_actif,2,telephone,PACA,2305.0
CLI02876,32,24,client_actif,2,agence,ARA,2732.0
CLI02877,18,22,client_actif,1,app_mobile,NAQ,2280.0
CLI02878,29,10,client_inactif,1,email,BFC,4492.0
CLI02879,75,18,client_actif,3,web,PACA,3135.0
CLI02880,24,2,client_actif,1,telephone,NAQ,3326.0
CLI02881,32,6,prospect,2,app_mobile,BFC,4017.0
CLI02882,38,20,client_actif,3,app_mobile,NAQ,2037.0
CLI02883,36,13,client_actif,2,web,PACA,1516.0
CLI02884,77,13,client_actif,4,app_mobile,IDF,2780.0
CLI02885,46,21,client_inactif,2,agence,ARA,1519.0
CLI02886,42,12,client_actif,1,email,PACA,2430.0
CLI02887,50,11,client_actif,4,email,PACA,1200.0
CLI02888,66,23,client_inactif,4,email,NAQ,1583.0
CLI02889,49,8,résilié,1,web,BFC,3901.0
CLI02890,66,0,prospect,1,email,PACA,3164.0
CLI02891,52,18,client_actif,1,app_mobile,ARA,4418.0
CLI02892,61,10,client_actif,1,telephone,IDF,2772.0
CLI02893,55,22,prospect,5,web,BFC,2737.0
CLI02894,43,21,client_actif,2,app_mobile,IDF,2994.0
CLI02895,28,22,prospect,2,email,IDF,6030.0
CLI02896,52,23,client_inactif,4,telephone,ARA,3747.0
CLI02897,25,21,client_actif,2,agence,NAQ,2043.0
CLI02898,63,18,prospect,1,agence,BFC,3167.0
